filename,owner,createdTime,modifiedTime,records,rank,EBIOReviewer,Number,Timestamp,email,final_name,Title,meta,review,no_efes,valrisk,tool,biodiv,comments,Yes,No,empty,tally,AuthorsFull,FirstAuthor,in_meetscriteria,exclude,flag_NO,flag_NA,flag_Q8,flag_paper
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Kathryn,902,2020-01-21T14:51:03Z,,Effects of forest and cave proximity on fruit set of tree crops in tropical orchards in Southern Thailand,Effects of forest and cave proximity on fruit set of tree crops in tropical orchards in Southern Thailand,No,No,No,No,No,No,,0,6,0,6,"Sritongchuay, Tuanjit; Kremen, Claire; Bumrungsri, Sara",Sritongchuay,0,FALSE,FALSE,FALSE,FALSE,TRUE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Aislyn,279,2019-12-22T14:49:09Z,,Effects of fragmentation on functional diversity associated with aboveground biomass in a high Andean forest in Colombia,Effects of fragmentation on functional diversity associated with aboveground biomass in a high Andean forest in Colombia,No,No,No,No,No,No,,0,6,0,6,"Rodriguez-Alarcon, Slendy; Rodriguez-Eraso, Nelly; Pineda-Rincon, Ivanov; Lopez-Camacho, Rene",Rodriguez-Alarcon,0,FALSE,FALSE,FALSE,FALSE,TRUE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Kathryn,946,2020-01-21T17:47:18Z,,Effects of habitat composition and landscape structure on worker foraging distances of five bumble bee species,Effects of habitat composition and landscape structure on worker foraging distances of five bumble bee species,No,No,No,No,No,No,,0,6,0,6,"Redhead, John W.; Dreier, Stephanie; Bourke, Andrew F. G.; Heard, Matthew S.; Jordan, William C.; Sumner, Seirian; Wang, Jinliang; Carvell, Claire",Redhead,1,FALSE,FALSE,FALSE,FALSE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Isabel,518,2020-01-17T16:30:22Z,,Effects of habitat loss on the plant-flower visitor network structure of a dune community,Effects of habitat loss on the plant-flower visitor network structure of a dune community,No,No,No,No,No,No,,0,6,0,6,"Traveset, Anna; Castro-Urgal, Rocio; Rotllan-Puig, Xavier; Lazaro, Amparo",Traveset,1,FALSE,FALSE,FALSE,FALSE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Kathryn,957,2020-01-21T17:59:40Z,,Effects of Harvesting Forest Biomass on Water and Climate Regulation Services: A Synthesis of Long-Term Ecosystem Experiments in Eastern North America,Effects of Harvesting Forest Biomass on Water and Climate Regulation Services: A Synthesis of Long-Term Ecosystem Experiments in Eastern North America,No,No,No,No,No,No,,0,6,0,6,"Caputo, Jesse; Beier, Colin M.; Groffman, Peter M.; Burns, Douglas A.; Beall, Frederick D.; Hazlett, Paul W.; Yorks, Thad E.",Caputo,0,FALSE,FALSE,FALSE,FALSE,TRUE
Exclusion Criteria for Kremen Review Framework (Responses),kagr3234@colorado.edu,2019-12-11T00:01:35Z,2019-12-11T00:01:37Z,179,4,Nick,1795,2019-12-02T09:42:48Z,nidr7164@colorado.edu,Effects of Morella faya tree invasion on aboveground carbon storage in Hawaii,Effects of Morella faya tree invasion on aboveground carbon storage in Hawaii,No,No,No,No,No,No,Above Ground Carbon Stock research,0,6,0,6,"Asner, Gregory P.; Martin, Roberta E.; Knapp, David E.; Kennedy-Bowdoin, Ty",Asner,1,FALSE,FALSE,FALSE,FALSE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Kathryn,920,2020-01-21T15:15:34Z,,Effects of mulching on above and below ground pests and beneficials in a green onion agroecosystem,Effects of mulching on above and below ground pests and beneficials in a green onion agroecosystem,No,No,No,No,No,No,,0,6,0,6,"Quintanilla-Tornel, Marisol A.; Wang, Koon-Hui; Tavares, Jane; Hooks, Cerruti R. R.",Quintanilla-Tornel,0,FALSE,FALSE,FALSE,FALSE,TRUE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Nick,1839,2019-12-10T09:22:23Z,,Effects of Urban Development on Ant Communities: Implications for Ecosystem Services and Management,Effects of Urban Development on Ant Communities: Implications for Ecosystem Services and Management,No,No,No,No,No,No,Paper specifically tries to link a measure of biodiversity to ecosystem services,0,6,0,6,"Sanford, Monte P.; Manley, Patricia N.; Murphy, Dennis D.",Sanford,1,FALSE,FALSE,FALSE,FALSE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Tim,1713,2020-01-18T13:21:23Z,,Emergy-based evaluation of pen-urban ecosystem services,Emergy-based evaluation of peri-urban ecosystem services,No,No,No,No,No,No,,0,6,0,6,"Huang, Shu-Li; Chen, Yu-Hwa; Kuo, Fei-Yu; Wang, Szu-Hua",Huang,1,FALSE,FALSE,FALSE,FALSE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Sierra,374,2020-01-03T09:27:29Z,,"Energy modeling simulation of changes in ecosystem services before and after the implementation of a Grain-for-Green program on the Loess Plateau-A case study of the Zhifanggou valley in Ansai County, Shaanxi Province, China","Energy modeling simulation of changes in ecosystem services before and after the implementation of a Grain-for-Green program on the Loess Plateau-A case study of the Zhifanggou valley in Ansai County, Shaanxi Province, China",No,No,No,No,No,No,,0,6,0,6,"Xu, Zihan; Wei, Hejie; Fan, Weiguo; Wang, Xuechao; Huang, Bingling; Lu, Nachuan; Ren, Jiahui; Dong, Xiaobin",Xu,2,FALSE,FALSE,FALSE,FALSE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Aislyn,191,2019-12-18T12:15:28Z,,Enhancing bioassessment approaches: development of a river services assessment framework,Enhancing bioassessment approaches: development of a river services assessment framework,No,No,No,No,No,No,,0,6,0,6,"Yates, Adam G.; Culp, Joseph M.; Armanini, David G.; Baird, Donald J.; Jardine, Timothy D.; Orlofske, Jessica M.",Yates,0,FALSE,FALSE,FALSE,FALSE,TRUE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Aislyn,276,2019-12-22T14:38:07Z,,Enhancing Soil Organic Matter as a Route to the Ecological Intensification of European Arable Systems,Enhancing Soil Organic Matter as a Route to the Ecological Intensification of European Arable Systems,No,No,No,No,No,No,,0,6,0,6,"Garratt, M. P. D.; Bommarco, R.; Kleijn, D.; Martin, E.; Mortimer, S. R.; Redlich, S.; Senapathi, D.; Steffan-Dewenter, I.; Switek, S.; Takacs, V.; van Gils, S.; van der Putten, W. H.; Potts, S. G.",Garratt,2,FALSE,FALSE,FALSE,FALSE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Sierra,342,2020-01-02T13:43:38Z,,Environmental and endogenous drivers of tree mast production and synchrony in pinon-juniper-oak woodlands of New Mexico,Environmental and endogenous drivers of tree mast production and synchrony in pinon-juniper-oak woodlands of New Mexico,No,No,No,No,No,No,,0,6,0,6,"Parmenter, Robert R.; Zlotin, Roman, I; Moore, Douglas, I; Myers, Orrin B.",Parmenter,1,FALSE,FALSE,FALSE,FALSE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Claire,32,2020-01-16T09:34:19Z,,"Environmental change, urbanisation, and socio-ecological resilience in the Pacific: Community narratives from Port Vila, Vanuatu","Environmental change, urbanisation, and socio-ecological resilience in the Pacific: Community narratives from Port Vila, Vanuatu",No,No,No,No,No,No,,0,6,0,6,"Komugabe-Dixson, Aimee F.; de Ville, Naomi S. E.; Trundle, Alexei; McEvoy, Darryn",Komugabe-Dixson,0,FALSE,FALSE,FALSE,FALSE,TRUE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Sierra,446,2020-01-06T21:03:42Z,,Environmental Conservation and Social Benefits of Charcoal Production in Mozambique,Environmental Conservation and Social Benefits of Charcoal Production in Mozambique,No,No,No,No,No,No,,0,6,0,6,"Zorrilla-Miras, Pedro; Mahamane, Mansour; Metzger, Marc J.; Baumert, Sophia; Vollmer, Frank; Luz, Ana Catarina; Woollen, Emily; Sitoe, Almeida A.; Patenaude, Genevieve; Nhantumbo, Isilda; Ryan, Casey M.; Paterson, James; Matediane, Maria Julieta; Ribeiro, Natasha Sofia; Grundy, Isla M.",Zorrilla-Miras,2,FALSE,FALSE,FALSE,FALSE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Kathryn,911,2020-01-21T15:03:52Z,,Environmental context and magnitude of disturbance influence trait-mediated community responses to wastewater in streams,Environmental context and magnitude of disturbance influence trait-mediated community responses to wastewater in streams,No,No,No,No,No,No,,0,6,0,6,"Burdon, Francis J.; Reyes, Marta; Alder, Alfredo C.; Joss, Adriano; Ort, Christoph; Raesaenen, Katja; Jokela, Jukka; Eggen, Rik I. L.; Stamm, Christian",Burdon,0,FALSE,FALSE,FALSE,FALSE,TRUE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Grant,1518,2019-12-02T13:34:10Z,,Envisioning the future of transhumant pastoralism through participatory scenario planning: a case study in Spain,Envisioning the future of transhumant pastoralism through participatory scenario planning: a case study in Spain,No,No,No,No,No,No,ES tradeoffs under different hypothetical management scenarios were modeled,0,6,0,6,"Oteros-Rozas, Elisa; Martin-Lopez, Berta; Lopez, Cesar A.; Palomo, Ignacio; Gonzalez, Jose A.",Oteros-Rozas,0,FALSE,FALSE,FALSE,FALSE,TRUE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Grant,1630,2019-12-26T07:51:30Z,,Establishing the Resilience of a Coastal-marine Social-ecological System to the Installation of Offshore Wind Farms,Establishing the Resilience of a Coastal-marine Social-ecological System to the Installation of Offshore Wind Farms,No,No,No,No,No,No,,0,6,0,6,"Burkhard, Benjamin; Gee, Kira",Burkhard,2,FALSE,FALSE,FALSE,FALSE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Aislyn,190,2019-12-18T12:13:31Z,,Establishment success and crop growth effects of an arbuscular mycorrhizal fungus inoculated into Swiss corn fields,Establishment success and crop growth effects of an arbuscular mycorrhizal fungus inoculated into Swiss corn fields,No,No,No,No,No,No,impacts of inoculation on corn yields,0,6,0,6,"Bender, S. Franz; Schlaeppi, Klaus; Held, Alain; Van der Heijden, Marcel G. A.",Bender,0,FALSE,FALSE,FALSE,FALSE,TRUE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Caitlin,737,2019-12-06T21:06:22Z,,Estimating stormwater runoff for community gardens in New York City,Estimating stormwater runoff for community gardens in New York City,No,No,No,No,No,No,,0,6,0,6,"Gittleman, Mara; Farmer, Carson J. Q.; Kremer, Peleg; McPhearson, Timon",Gittleman,1,FALSE,FALSE,FALSE,FALSE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Julie,857,2019-12-30T16:17:12Z,,"Evaluating carbon storage, timber harvest, and habitat possibilities for a Western Cascades (USA) forest landscape","Evaluating carbon storage, timber harvest, and habitat possibilities for a Western Cascades (USA) forest landscape",No,No,No,No,No,No,,0,6,0,6,"Kline, Jeffrey D.; Harmon, Mark E.; Spies, Thomas A.; Morzillo, Anita T.; Pabst, Robert J.; McComb, Brenda C.; Schnekenburger, Frank; Olsen, Keith A.; Csuti, Blair; Vogeler, Jody C.",Kline,1,FALSE,FALSE,FALSE,FALSE,FALSE
Exclusion Criteria for Kremen Review Framework (Responses),kagr3234@colorado.edu,2019-12-11T00:01:35Z,2019-12-11T00:01:37Z,179,4,Travis,1048,2019-12-01T12:38:31Z,trmc6753@colorado.edu,Evaluating changes in marine communities that provide ecosystem services through comparative assessments of community indicators,Evaluating changes in marine communities that provide ecosystem services through comparative assessments of community indicators,No,No,No,No,No,No,,0,6,0,6,"Kleisner, Kristin M.; Coll, Marta; Lynam, Christopher P.; Bundy, Alida; Shannon, Lynne; Shin, Yunne-Jai; Boldt, Jennifer L.; Borges, Maria F.; Diallo, Ibrahima; Fox, Clive; Gascuel, Didier; Heymans, Johanna J.; Juan Jorda, Maria J.; Jouffre, Didier; Large, Scott I.; Marshall, Kristin N.; Ojaveer, Henn; Piroddi, Chiara; Tam, Jorge; Torres, Maria A.; Travers-Trolet, Morgane; Tsagarakis, Konstantinos; van der Meeren, Gro I.; Zador, Stephani",Kleisner,1,FALSE,FALSE,FALSE,FALSE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Tim,1774,2020-01-18T16:49:03Z,,Evaluating Intertidal Oyster Reef Development in South Carolina Using Associated Faunal Indicators,Evaluating Intertidal Oyster Reef Development in South Carolina Using Associated Faunal Indicators,No,No,No,No,No,No,,0,6,0,6,"Hadley, Nancy H.; Hodges, Michael; Wilber, Dara H.; Coen, Loren D.",Hadley,1,FALSE,FALSE,FALSE,FALSE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Sierra,354,2020-01-02T14:48:38Z,,Evaluating management strategies to optimise coral reef ecosystem services,Evaluating management strategies to optimise coral reef ecosystem services,No,No,No,No,No,No,,0,6,0,6,"Weijerman, Mariska; Gove, Jamison M.; Williams, Ivor D.; Walsh, William J.; Minton, Dwayne; Polovina, Jeffrey J.",Weijerman,1,FALSE,FALSE,FALSE,FALSE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Julie,772,2019-11-30T20:24:54Z,,Evaluating the eco-environment benefit of land reclamation in the dump of an opencast coal mine,Evaluating the eco-environment benefit of land reclamation in the dump of an opencast coal mine,No,No,No,No,No,No,"Questionable.. it leans towards a valuation paper, but appears to make some attempt to link ES to land use changes",0,6,0,6,"Wang, Jing; Wei, Zhongyi; Wang, Qiubing",Wang,2,FALSE,FALSE,FALSE,FALSE,FALSE
Exclusion Criteria for Kremen Review Framework (Responses),kagr3234@colorado.edu,2019-12-11T00:01:35Z,2019-12-11T00:01:37Z,179,4,Nick,1829,2019-12-03T09:07:39Z,nidr7164@colorado.edu,"Evaluating the ecological performance of wetland restoration in the Yellow River Delta, China","Evaluating the ecological performance of wetland restoration in the Yellow River Delta, China",No,No,No,No,No,No,,0,6,0,6,"Cui, Baoshan; Yang, Qichun; Yang, Zhifeng; Zhang, Kejiang",Cui,0,FALSE,FALSE,FALSE,FALSE,TRUE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Isabel,464,2019-12-03T09:33:54Z,,Evaluating the effectiveness of urban trees to mitigate storm water runoff via transpiration and stemflow,Evaluating the effectiveness of urban trees to mitigate storm water runoff via transpiration and stemflow,No,No,No,No,No,No,,0,6,0,6,"Gotsch, Sybil G.; Draguljic, Danel; Williams, Christopher J.",Gotsch,1,FALSE,FALSE,FALSE,FALSE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Kathryn,973,2020-01-21T18:21:46Z,,"Evaluating the Effects of Wetland Restoration at the Watershed Scale in Northwest Yunnan Plateau, China","Evaluating the Effects of Wetland Restoration at the Watershed Scale in Northwest Yunnan Plateau, China",No,No,No,No,No,No,,0,6,0,6,"Liu, Guodong; Tian, Kun; Sun, Jinfang; Xiao, Derong; Yuan, Xingzhong",Liu,2,FALSE,FALSE,FALSE,FALSE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Julie,798,2019-12-19T12:09:45Z,,Evaluating the relative influence on population health of domestic gardens and green space along a rural-urban gradient,Evaluating the relative influence on population health of domestic gardens and green space along a rural-urban gradient,No,No,No,No,No,No,Could be argued that it looks at effect of human driver (types of green space developed in urban environments) on an ES (human 'health deprivation and disability' scores),0,6,0,6,"Dennis, Matthew; James, Philip",Dennis,2,FALSE,FALSE,FALSE,FALSE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Julie,765,2019-11-30T19:05:48Z,,Evaluation of a new method for assessing resilience in urban aquatic social-ecological systems,Evaluation of a new method for assessing resilience in urban aquatic social-ecological systems,No,No,No,No,No,No,"Close to being a tools paper or a risk assessment paper, but retained because it attempts to link management scenarios to ES outcomes",0,6,0,6,"Moores, Jonathan P.; Yalden, Sharleen; Gadd, Jennifer B.; Semadeni-Davies, Annette",Moores,1,FALSE,FALSE,FALSE,FALSE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Aislyn,282,2019-12-22T14:52:03Z,,Evaluation of estuarine biotic indices to assess macro-benthic structure and functioning following nutrient remediation actions: A case study on the Eden estuary Scotland,Evaluation of estuarine biotic indices to assess macro-benthic structure and functioning following nutrient remediation actions: A case study on the Eden estuary Scotland,No,No,No,No,No,No,,0,6,0,6,"Watson, Stephen C. L.; Paterson, David M.; Widdicombe, Stephen; Beaumont, Nicola J.",Watson,1,FALSE,FALSE,FALSE,FALSE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Laurel,1456,2019-12-28T16:02:16Z,,Evidence of sustainable intensification among British farms,Evidence of sustainable intensification among British farms,No,No,No,No,No,No,,0,6,0,6,"Firbank, L. G.; Elliott, J.; Drake, B.; Cao, Y.; Gooday, R.",Firbank,1,FALSE,FALSE,FALSE,FALSE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Aislyn,168,2019-11-26T13:19:49Z,,Experimental rewilding enhances grassland functional composition and pollinator habitat use,Experimental rewilding enhances grassland functional composition and pollinator habitat use,No,No,No,No,No,No,impacts of large herbivore grazing on plant community and functional traits,0,6,0,6,"Garrido, Pablo; Marell, Anders; Ockinger, Erik; Skarin, Anna; Jansson, Anna; Thulin, Carl-Gustaf",Garrido,1,FALSE,FALSE,FALSE,FALSE,FALSE
Exclusion Criteria for Kremen Review Framework (Responses),kagr3234@colorado.edu,2019-12-11T00:01:35Z,2019-12-11T00:01:37Z,179,4,Sierra,319,2019-11-27T12:35:55Z,sije2140@colorado.edu,Exploring Current and Future Situation of Mediterranean Silvopastoral Systems: Case Study in Southern Spain,Exploring Current and Future Situation of Mediterranean Silvopastoral Systems: Case Study in Southern Spain,No,No,No,No,No,No,"three competing services: game hunting, grazing, and olive growing assessed via social networks",0,6,0,6,"Palomo-Campesino, Sara; Ravera, Federica; Gonzalez, Jose A.; Garcia-Llorente, Marina",Palomo-Campesino,1,FALSE,FALSE,FALSE,FALSE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Claire,62,2020-01-22T21:35:52Z,,"Exploring park visitor perceptions of 'flowering bee lawns' in neighborhood parks in Minneapolis, MN, US","Exploring park visitor perceptions of 'flowering bee lawns' in neighborhood parks in Minneapolis, MN, US",No,No,No,No,No,No,The ES measured is cultural - aesthetic perception,0,6,0,6,"Ramer, Hannah; Nelson, Kristen C.; Spivak, Marla; Watkins, Eric; Wolfin, James; Pulscher, MaryLynn",Ramer,0,FALSE,FALSE,FALSE,FALSE,TRUE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Aislyn,254,2019-12-22T13:57:26Z,,Exploring subjective well-being and ecosystem services perception along a rural-urban gradient in the high Andes of Ecuador,Exploring subjective well-being and ecosystem services perception along a rural-urban gradient in the high Andes of Ecuador,No,No,No,No,No,No,,0,6,0,6,"Aguado, Mateo; Gonzalez, Jose A.; Bellott, Kr'sna; Lopez-Santiago, Cesar; Montes, Carlos",Aguado,1,FALSE,FALSE,FALSE,FALSE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Sierra,376,2020-01-03T09:36:02Z,,Exploring the complex relations between water resources and social indicators: The Biobio Basin (Chile),Exploring the complex relations between water resources and social indicators: The Biobio Basin (Chile),No,No,No,No,No,No,"Paper qualifies for now, but may need to be excluded later if it is determined that they didn't actually model an EF/ES",0,6,0,6,"Elisa Diaz, Maria; Figueroa, Ricardo; Luisa Suarez Alonso, M.; Rosario Vidal-Abarca, M.",Elisa Diaz,0,FALSE,FALSE,FALSE,FALSE,TRUE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Laurel,1481,2019-12-29T16:14:30Z,,Exploring the ecological constraints to multiple ecosystem service delivery and biodiversity,Exploring the ecological constraints to multiple ecosystem service delivery and biodiversity,No,No,No,No,No,No,,0,6,0,6,"Maskell, Lindsay C.; Crowe, Andrew; Dunbar, Michael J.; Emmett, Bridget; Henrys, Peter; Keith, Aidan M.; Norton, Lisa R.; Scholefield, Paul; Clark, Douglas B.; Simpson, Ian C.; Smart, Simon M.",Maskell,1,FALSE,FALSE,FALSE,FALSE,FALSE
Exclusion Criteria for Kremen Review Framework (Responses),kagr3234@colorado.edu,2019-12-11T00:01:35Z,2019-12-11T00:01:37Z,179,4,Sierra,318,2019-11-27T12:31:00Z,sije2140@colorado.edu,Exploring the Role of Management in the Coproduction of Ecosystem Services from Spanish Wooded Rangelands,Exploring the Role of Management in the Coproduction of Ecosystem Services from Spanish Wooded Rangelands,No,No,No,No,No,No,,0,6,0,6,"Torralba, Mario; Oteros-Rozas, Elisa; Moreno, Gerardo; Plieninger, Tobias",Torralba,1,FALSE,FALSE,FALSE,FALSE,FALSE
Exclusion Criteria for Kremen Review Framework (Responses),kagr3234@colorado.edu,2019-12-11T00:01:35Z,2019-12-11T00:01:37Z,179,4,Travis,1089,2019-12-09T10:00:36Z,trmc6753@colorado.edu,Factors influencing early secondary succession and ecosystem carbon stocks in Brazilian Atlantic Forest,Factors influencing early secondary succession and ecosystem carbon stocks in Brazilian Atlantic Forest,No,No,No,No,No,No,,0,6,0,6,"Robinson, Samuel J. B.; van den Berg, Eduardo; Meirelles, Gabriela S.; Ostle, Nick",Robinson,0,FALSE,FALSE,FALSE,FALSE,TRUE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Isabel,555,2020-01-19T13:31:44Z,,Farm and landscape factors interact to affect the supply of pollination services,Farm and landscape factors interact to affect the supply of pollination services,No,No,No,No,No,No,,0,6,0,6,"Nicholson, Charlie C.; Koh, Insu; Richardson, Leif L.; Beauchemin, Anna; Ricketts, Taylor H.",Nicholson,1,FALSE,FALSE,FALSE,FALSE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Aislyn,296,2019-12-22T15:03:59Z,,Farmers show complex and contrasting perceptions on ecosystem services and their management,Farmers show complex and contrasting perceptions on ecosystem services and their management,No,No,No,No,No,No,,0,6,0,6,"Teixeira, Heitor Mancini; Vermue, Ardjan J.; Cardoso, Irene Maria; Claros, Marielos Pena; Bianchi, Felix J. J. A.",Teixeira,0,FALSE,FALSE,FALSE,FALSE,TRUE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Sierra,361,2020-01-02T18:11:46Z,,"Fear, foraging and olfaction: how mesopredators avoid costly interactions with apex predators","Fear, foraging and olfaction: how mesopredators avoid costly interactions with apex predators",No,No,No,No,No,No,,0,6,0,6,"Haswell, Peter M.; Jones, Katherine A.; Kusak, Josip; Hayward, Matt W.",Haswell,1,FALSE,FALSE,FALSE,FALSE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Sierra,387,2020-01-04T18:59:26Z,,Feeding ecology and ecomorphology of cichlid assemblages in a large Mesoamerican river delta,Feeding ecology and ecomorphology of cichlid assemblages in a large Mesoamerican river delta,No,No,No,No,No,No,,0,6,0,6,"Pease, Allison A.; Mendoza-Carranza, Manuel; Winemiller, Kirk O.",Pease,1,FALSE,FALSE,FALSE,FALSE,FALSE
Exclusion Criteria for Kremen Review Framework (Responses),kagr3234@colorado.edu,2019-12-11T00:01:35Z,2019-12-11T00:01:37Z,179,4,Nick,1811,2019-12-03T08:50:14Z,nidr7164@colorado.edu,Fine-scale environmental heterogeneities of tidal creeks affect distribution of crab burrows in a Chinese salt marsh,Fine-scale environmental heterogeneities of tidal creeks affect distribution of crab burrows in a Chinese salt marsh,No,No,No,No,No,No,,0,6,0,6,"Wang, Jin-qing; Tang, Long; Zhang, Xiao-dong; Wang, Cheng-huan; Gao, Yang; Jiang, Li-fen; Chen, Jia-kuan; Li, Bo",Wang,2,FALSE,FALSE,FALSE,FALSE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Claire,100,2020-01-22T23:15:56Z,,"Fire, leaf harvest, and abiotic factors drive demography of an ecologically and culturally important understory plant","Fire, leaf harvest, and abiotic factors drive demography of an ecologically and culturally important understory plant",No,No,No,No,No,No,,0,6,0,6,"Hart-Fredeluces, G.; Ticktin, T.",Hart-Fredeluces,0,FALSE,FALSE,FALSE,FALSE,TRUE
