filename,owner,createdTime,modifiedTime,records,rank,EBIOReviewer,Number,Timestamp,email,final_name,Title,meta,review,no_efes,valrisk,tool,biodiv,comments,Yes,No,empty,tally,AuthorsFull,FirstAuthor,in_meetscriteria,exclude,flag_NO,flag_NA,flag_Q8,flag_paper
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Laurel,1468,2019-12-29T13:39:29Z,,Cultivating deep care: integrating landscape ecological research into the cultural dimension of ecosystem services,Cultivating deep care: integrating landscape ecological research into the cultural dimension of ecosystem services,No,No,Yes,No,No,No,,1,5,0,6,"Musacchio, Laura R.",Musacchio,0,TRUE,FALSE,FALSE,FALSE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Anna,1301,2019-12-31T10:38:30Z,,Deconstructing the surrogate species concept: a life history approach to the protection of ecosystem services,Deconstructing the surrogate species concept: a life history approach to the protection of ecosystem services,No,No,Yes,No,No,No,,1,5,0,6,"Banks, John E.; Stark, John D.; Vargas, Roger I.; Ackleh, Azmy S.",Banks,0,TRUE,FALSE,FALSE,FALSE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Isabel,514,2020-01-16T19:45:18Z,,"Defaunation leads to interaction deficits, not interaction compensation, in an island seed dispersal network","Defaunation leads to interaction deficits, not interaction compensation, in an island seed dispersal network",No,No,Yes,No,No,Yes,,2,4,0,6,"Fricke, Evan C.; Tewksbury, Joshua J.; Rogers, Haldre S.",Fricke,0,TRUE,FALSE,FALSE,FALSE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Nick,1842,2019-12-10T09:27:56Z,,Defining and classifying ecosystem services for decision making,Defining and classifying ecosystem services for decision making,No,Yes,Yes,No,No,No,"This paper is useful because it actually tries to define ecosystem services. That being said, it does not pass our criteria but should be useful for writing the paper",2,4,0,6,"Fisher, Brendan; Turner, R. Kerry; Morling, Paul",Fisher,0,TRUE,FALSE,FALSE,FALSE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Isabel,523,2020-01-17T16:32:19Z,,Delayed behavioural shifts undermine the sustainability of social - ecological systems,Delayed behavioural shifts undermine the sustainability of social - ecological systems,No,No,Yes,No,No,No,,1,5,0,6,"Lafuite, A. -S.; de Mazancourt, C.; Loreau, M.",Lafuite,0,TRUE,FALSE,FALSE,FALSE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Grant,1537,2019-12-16T13:45:22Z,,"Depicting community perspectives: repeat photography and participatory research as tools for assessing environmental services in Sagarmatha National Park, Nepal","Depicting community perspectives: repeat photography and participatory research as tools for assessing environmental services in Sagarmatha National Park, Nepal",No,No,Yes,Yes,,,,2,2,1,4,"Garrard, Rodney; Kohler, Thomas; Wiesmann, Urs; Price, Martin F.; Byers, Alton C.; Sherpa, Ang Rita",Garrard,0,TRUE,FALSE,TRUE,TRUE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Laurel,1362,2019-11-29T12:21:59Z,,Design considerations for community-based stream monitoring to detect changes in Pacific salmon habitats,Design considerations for community-based stream monitoring to detect changes in Pacific salmon habitats,No,No,Yes,No,No,,,1,4,0,5,"Lagasse, Cory R.; Ou, Wanli; Honka, Leah D.; Atlas, William I.; Hutton, Claire N.; Kotaska, Jana; Hocking, Morgan D.",Lagasse,0,TRUE,FALSE,FALSE,TRUE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Nick,1870,2019-12-13T12:19:37Z,,Design in science: extending the landscape ecology paradigm,Design in science: extending the landscape ecology paradigm,No,Yes,Yes,No,No,No,,2,4,0,6,"Nassauer, Joan Iverson; Opdam, Paul",Nassauer,0,TRUE,FALSE,FALSE,FALSE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Grant,1605,2019-12-19T11:08:56Z,,Design principles for social-ecological transformation toward sustainability: lessons from New Zealand sense of place,Design principles for social-ecological transformation toward sustainability: lessons from New Zealand sense of place,No,No,Yes,,,,,1,2,2,3,"Chapin, F. Stuart, III; Mark, Alan F.; Mitchell, Robin A.; Dickinson, Katharine J. M.",Chapin,0,TRUE,FALSE,TRUE,TRUE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Julie,831,2019-12-26T07:40:35Z,,Design with Nature: Ian McHarg's ecological wisdom as actionable and practical knowledge,Design with Nature: Ian McHarg's ecological wisdom as actionable and practical knowledge,No,Yes,Yes,No,No,No,"Interesting case study of how ecological principles can be used to deliver ES in a real community; however, no primary science in this paper",2,4,0,6,"Yang, Bo; Li, Shujuan",Yang,1,TRUE,FALSE,FALSE,FALSE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Laurel,1394,2019-12-28T09:42:54Z,,Detecting hot and cold spots in a seagrass landscape using local indicators of spatial association,Detecting hot and cold spots in a seagrass landscape using local indicators of spatial association,No,No,Yes,No,No,No,,1,5,0,6,"Barrell, Jeffrey; Grant, Jon",Barrell,0,TRUE,FALSE,FALSE,FALSE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Julie,879,2020-01-17T09:01:12Z,,Detection of landscape heterogeneity at multiple scales: Use of the Quadratic Entropy Index,Detection of landscape heterogeneity at multiple scales: Use of the Quadratic Entropy Index,No,No,No,Yes,Yes,No,"Multi-scale tool to model landscape heterogeneity as a proxy for ES's like resilience... although it's not appropriate for our synthesis, it is a good example of showing how ES's or their valuation can change with scale",2,4,0,6,"Diaz-Varela, Emilio; Valentin Roces-Diaz, Jose; Alvarez-Alvarez, Pedro",Diaz-Varela,0,TRUE,FALSE,FALSE,FALSE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Anna,1287,2019-12-31T09:54:25Z,,Detection of the different characteristics of year-to-year variation in foliage phenology among deciduous broad-leaved tree species by using daily continuous canopy surface images,Detection of the different characteristics of year-to-year variation in foliage phenology among deciduous broad-leaved tree species by using daily continuous canopy surface images,No,No,Yes,No,No,No,,1,5,0,6,"Inoue, Tomoharu; Nagai, Shin; Saitoh, Taku M.; Muraoka, Hiroyuki; Nasahara, Menlo N.; Koizumi, Hiroshi",Inoue,0,TRUE,FALSE,FALSE,FALSE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Isabel,479,2019-12-03T09:39:23Z,,DETERMINATION OF ENVIRONMENTAL PERCEPTIONS AND AWARENESS TOWARDS REDUCING CARBON FOOTPRINT,DETERMINATION OF ENVIRONMENTAL PERCEPTIONS AND AWARENESS TOWARDS REDUCING CARBON FOOTPRINT,No,No,Yes,No,No,,,1,4,0,5,"Akten, M.; Akyol, A.",Akten,0,TRUE,FALSE,FALSE,TRUE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Tim,1771,2020-01-18T16:36:53Z,,Determining significant damage to groundwater-dependent terrestrial ecosystems in England and Wales for use in implementation of the Water Framework Directive,Determining significant damage to groundwater-dependent terrestrial ecosystems in England and Wales for use in implementation of the Water Framework Directive,No,No,Yes,No,No,No,,1,5,0,6,"Whiteman, M.; Brooks, A.; Skinner, A.; Hulme, P.",Whiteman,0,TRUE,FALSE,FALSE,FALSE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Tim,1772,2020-01-18T16:40:40Z,,Developing biodiversity indicators for cities: applying the DPSIR model to Nagoya and integrating social and ecological aspects,Developing biodiversity indicators for cities: applying the DPSIR model to Nagoya and integrating social and ecological aspects,No,Yes,Yes,No,No,No,,2,4,0,6,"Kohsaka, Ryo",Kohsaka,0,TRUE,FALSE,FALSE,FALSE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Grant,1569,2019-12-16T15:39:02Z,,"Developing spatially explicit footprints of plausible land-use scenarios in the Santa Cruz Watershed, Arizona and Sonora","Developing spatially explicit footprints of plausible land-use scenarios in the Santa Cruz Watershed, Arizona and Sonora",No,No,Yes,,,,,1,2,2,3,"Norman, Laura M.; Feller, Mark; Villarreal, Miguel L.",Norman,0,TRUE,FALSE,TRUE,TRUE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Claire,38,2020-01-22T20:56:53Z,,Development practices and ordinances predict inter-city variation in Florida urban tree canopy coverage,Development practices and ordinances predict inter-city variation in Florida urban tree canopy coverage,No,No,Yes,No,No,No,,1,5,0,6,"Hilbert, Deborah R.; Koeser, Andrew K.; Roman, Lara A.; Hamilton, Keir; Landry, Shawn M.; Hauer, Richard J.; Campanella, Haley; McLean, Drew; Andreu, Michael; Perez, Hector",Hilbert,0,TRUE,FALSE,FALSE,FALSE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Tim,1715,2020-01-18T13:27:05Z,,"Differential effects of habitat isolation and landscape composition on wasps, bees, and their enemies","Differential effects of habitat isolation and landscape composition on wasps, bees, and their enemies",No,No,Yes,No,No,Yes,,2,4,0,6,"Schueepp, Christof; Herrmann, John D.; Herzog, Felix; Schmidt-Entling, Martin H.",Schueepp,0,TRUE,FALSE,FALSE,FALSE,FALSE
Exclusion Criteria for Kremen Review Framework (Responses),kagr3234@colorado.edu,2019-12-11T00:01:35Z,2019-12-11T00:01:37Z,179,4,Travis,1094,2019-12-09T10:24:09Z,trmc6753@colorado.edu,Digestive capacity predicts diet diversity in Neotropical frugivorous bats,Digestive capacity predicts diet diversity in Neotropical frugivorous bats,No,No,Yes,No,No,,,1,4,0,5,"Saldana-Vazquez, Romeo A.; Ruiz-Sanchez, Eduardo; Herrera-Alsina, Leonel; Schondube, Jorge E.",Saldana-Vazquez,0,TRUE,FALSE,FALSE,TRUE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Nick,1920,2019-12-16T10:46:47Z,,Directional changes in ecological communities and social-ecological systems: A framework for prediction based on Alaskan examples,Directional changes in ecological communities and social-ecological systems: A framework for prediction based on Alaskan examples,No,Yes,Yes,No,No,No,,2,4,0,6,"Chapin, F. Stuart, III; Robards, Martin D.; Huntington, Henry P.; Johnstone, Jill E.; Trainor, Sarah E.; Kofinas, Gary P.; Ruess, Roger W.; Fresco, Nancy; Natcher, David C.; Naylor, Rosamond L.",Chapin,0,TRUE,FALSE,FALSE,FALSE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Nick,1889,2019-12-13T12:36:21Z,,Discovering Resilient Pathways for South African Water Management: Two Frameworks for a Vision,Discovering Resilient Pathways for South African Water Management: Two Frameworks for a Vision,No,Yes,Yes,No,No,No,,2,4,0,6,"Bohensky, Erin L.",Bohensky,0,TRUE,FALSE,FALSE,FALSE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Kathryn,1011,2020-01-21T20:29:24Z,,Disentangling trade-offs and synergies around ecosystem services with the influence network framework: illustration from a consultative process over the French Alps,Disentangling trade-offs and synergies around ecosystem services with the influence network framework: illustration from a consultative process over the French Alps,No,Yes,No,No,No,No,,1,5,0,6,"Crouzat, Emilie; Martin-Lopez, Berta; Turkelboom, Francis; Lavorel, Sandra",Crouzat,0,TRUE,FALSE,FALSE,FALSE,FALSE
Exclusion Criteria for Kremen Review Framework (Responses),kagr3234@colorado.edu,2019-12-11T00:01:35Z,2019-12-11T00:01:37Z,179,4,Travis,1117,2019-12-09T11:43:52Z,trmc6753@colorado.edu,Disentangling tree species identity and richness effects on the herb layer: first results from a German tree diversity experiment,Disentangling tree species identity and richness effects on the herb layer: first results from a German tree diversity experiment,No,No,Yes,No,No,,,1,4,0,5,"Ampoorter, Evy; Baeten, Lander; Vanhellemont, Margot; Bruelheide, Helge; Scherer-Lorenzen, Michael; Baasch, Annett; Erfmeier, Alexandra; Hock, Maria; Verheyen, Kris",Ampoorter,0,TRUE,FALSE,FALSE,TRUE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Julie,847,2019-12-27T07:51:20Z,,"Dispersal Limitation, Climate Change, and Practical Tools for Butterfly Conservation in Intensively Used Landscapes","Dispersal Limitation, Climate Change, and Practical Tools for Butterfly Conservation in Intensively Used Landscapes",No,No,,Yes,No,No,"Questionable but excluded for now,  the abstract suggests that they make a connection between abiotic and/or human drivers and butterfly conservation (related to pollination ES), but I'm not sure this link was thoroughly assessed in the paper",1,4,1,5,"Coristine, Laura E.; Soroye, Peter; Soares, Rosana Nobre; Robillard, Cassandra; Kerr, Jeremy T.",Coristine,0,TRUE,FALSE,TRUE,FALSE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Aislyn,202,2019-12-18T12:39:12Z,,Distant neighbors: recent wildfire patterns of the Madrean Sky Islands of southwestern United States and northwestern Mexico,Distant neighbors: recent wildfire patterns of the Madrean Sky Islands of southwestern United States and northwestern Mexico,No,No,Yes,No,No,No,,1,5,0,6,"Villarreal, Miguel L.; Haire, Sandra L.; Iniguez, Jose M.; Cortes Montano, Citlali; Poitras, Travis B.",Villarreal,0,TRUE,FALSE,FALSE,FALSE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Tim,1751,2020-01-18T15:38:59Z,,Disturbance and landscape dynamics in a changing world,Disturbance and landscape dynamics in a changing world,No,Yes,Yes,No,No,No,,2,4,0,6,"Turner, Monica G.",Turner,1,TRUE,FALSE,FALSE,FALSE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Grant,1585,2019-12-16T16:07:51Z,,"Disturbance regime changes the trait distribution, phylogenetic structure and community assembly of tropical rain forests","Disturbance regime changes the trait distribution, phylogenetic structure and community assembly of tropical rain forests",No,No,Yes,,,,,1,2,2,3,"Ding, Yi; Zang, Runguo; Letcher, Susan G.; Liu, Shirong; He, Fangliang",Ding,0,TRUE,FALSE,TRUE,TRUE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Isabel,491,2020-01-16T19:33:39Z,,Divergent migration within lake sturgeon (Acipenser fulvescens) populations: Multiple distinct patterns exist across an unrestricted migration corridor,Divergent migration within lake sturgeon (Acipenser fulvescens) populations: Multiple distinct patterns exist across an unrestricted migration corridor,No,No,Yes,No,No,No,,1,5,0,6,"Kessel, Steven T.; Hondorp, Darryl W.; Holbrook, Christopher M.; Boase, James C.; Chiotti, Justin A.; Thomas, Michael V.; Wills, Todd C.; Roseman, Edward F.; Drouin, Richard; Krueger, Charles C.",Kessel,0,TRUE,FALSE,FALSE,FALSE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Aislyn,261,2019-12-22T14:11:35Z,,Divergent rates of change between tree cover types in a tropical pastoral region,Divergent rates of change between tree cover types in a tropical pastoral region,No,No,Yes,No,No,No,only looked at tree cover and changes in it over time,1,5,0,6,"Tarbox, Bryan C.; Fiestas, Carlita; Caughlin, T. Trevor",Tarbox,0,TRUE,FALSE,FALSE,FALSE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Grant,1586,2019-12-16T16:09:26Z,,Diverse Characteristics of Wetlands Restored under the Wetlands Reserve Program in the Southeastern United States,Diverse Characteristics of Wetlands Restored under the Wetlands Reserve Program in the Southeastern United States,No,No,Yes,,,,,1,2,2,3,"De Steven, Diane; Gramling, Joel M.",De Steven,0,TRUE,FALSE,TRUE,TRUE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Anna,1233,2019-12-30T14:59:24Z,,Diverse guilds provide complementary dispersal services in a woodland expansion process after land abandonment,Diverse guilds provide complementary dispersal services in a woodland expansion process after land abandonment,Yes,No,No,No,No,No,,1,5,0,6,"Escribano-Avila, Gema; Calvino-Cancela, Maria; Pias, Beatriz; Virgos, Emilio; Valladares, Fernando; Escudero, Adrian",Escribano-Avila,1,TRUE,FALSE,FALSE,FALSE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Grant,1631,2019-12-24T08:38:05Z,,"Diversified Farming Systems: An Agroecological, Systems-based Alternative to Modern Industrial Agriculture","Diversified Farming Systems: An Agroecological, Systems-based Alternative to Modern Industrial Agriculture",No,Yes,,,,,special issue intro,1,1,3,2,"Kremen, Claire; Iles, Alastair; Bacon, Christopher",Kremen,0,TRUE,FALSE,TRUE,TRUE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Caitlin,674,2019-12-06T17:31:57Z,,"Diversity of fungus-growing termites (Macrotermes) and their fungal symbionts (Termitomyces) in the semiarid Tsavo Ecosystem, Kenya","Diversity of fungus-growing termites (Macrotermes) and their fungal symbionts (Termitomyces) in the semiarid Tsavo Ecosystem, Kenya",No,No,Yes,No,No,Yes,"Mentions ""ecosystem service"" in abstract as justification for studying termites. Paper is about genetic diversity and spatial distribution of fungal symbionts in a termite colony.",2,4,0,6,"Vesala, Risto; Niskanen, Tuula; Liimatainen, Kare; Boga, Hamadi; Pellikka, Petri; Rikkinen, Jouko",Vesala,0,TRUE,FALSE,FALSE,FALSE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Kathryn,917,2020-01-21T15:13:01Z,,Do early warning indicators consistently predict nonlinear change in long-term ecological data?,Do early warning indicators consistently predict nonlinear change in long-term ecological data?,No,No,Yes,No,No,No,,1,5,0,6,"Burthe, Sarah J.; Henrys, Peter A.; Mackay, Eleanor B.; Spears, Bryan M.; Campbell, Ronald; Carvalho, Laurence; Dudley, Bernard; Gunn, Iain D. M.; Johns, David G.; Maberly, Stephen C.; May, Linda; Newell, Mark A.; Wanless, Sarah; Winfield, Ian J.; Thackeray, Stephen J.; Daunt, Francis",Burthe,0,TRUE,FALSE,FALSE,FALSE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Nick,1872,2019-12-13T12:21:39Z,,Do we protect biological originality in protected areas? A new index and an application to the Bonifacio Strait Natural Reserve,Do we protect biological originality in protected areas? A new index and an application to the Bonifacio Strait Natural Reserve,No,No,No,No,No,Yes,,1,5,0,6,"Mouillot, D.; Culioli, J. M.; Pelletier, D.; Tomasini, J. A.",Mouillot,0,TRUE,FALSE,FALSE,FALSE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Tim,1684,2020-01-17T23:59:49Z,,Documenting effects of urbanization on flora using herbarium records,Documenting effects of urbanization on flora using herbarium records,No,No,Yes,No,No,Yes,,2,4,0,6,"Dolan, Rebecca W.; Moore, Marcia E.; Stephens, Jessica D.",Dolan,0,TRUE,FALSE,FALSE,FALSE,FALSE
Exclusion Criteria for Kremen Review Framework (Responses),kagr3234@colorado.edu,2019-12-11T00:01:35Z,2019-12-11T00:01:37Z,179,4,Travis,1103,2019-12-09T10:44:53Z,trmc6753@colorado.edu,Does agroforestry conserve trees? A comparison of tree species diversity between farmland and forest in mid-hills of central Himalaya,Does agroforestry conserve trees? A comparison of tree species diversity between farmland and forest in mid-hills of central Himalaya,No,No,Yes,No,No,,,1,4,0,5,"Sharma, Lila Nath; Vetaas, Ole Reidar",Sharma,0,TRUE,FALSE,FALSE,TRUE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Anna,1324,2019-12-31T11:58:07Z,,Does biodiversity protect humans against infectious disease?,Does biodiversity protect humans against infectious disease?,No,No,Yes,No,No,No,,1,5,0,6,"Wood, Chelsea L.; Lafferty, Kevin D.; DeLeo, Giulio; Young, Hillary S.; Hudson, Peter J.; Kuris, Armand M.",Wood,0,TRUE,FALSE,FALSE,FALSE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Isabel,553,2020-01-19T13:31:04Z,,Does demolition improve biodiversity? Linking urban green space and socioeconomic characteristics to avian richness in a shrinking city,Does demolition improve biodiversity? Linking urban green space and socioeconomic characteristics to avian richness in a shrinking city,No,No,Yes,No,No,Yes,,2,4,0,6,"Walker, Cassondra M.; Flynn, K. Colton; Ovando-Montejo, Gustavo A.; Ellis, Emily A.; Frazier, Amy E.",Walker,1,TRUE,FALSE,FALSE,FALSE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Aislyn,255,2019-12-22T13:59:04Z,,Does ecosystem quality matter for cultural ecosystem services?,Does ecosystem quality matter for cultural ecosystem services?,No,Yes,Yes,No,No,No,,2,4,0,6,"Irvine, Katherine N.; Herrett, Scott",Irvine,1,TRUE,FALSE,FALSE,FALSE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Claire,119,2020-01-22T23:37:16Z,,Does Nature Need Cities? Pollinators Reveal a Role for Cities in Wildlife Conservation,Does Nature Need Cities? Pollinators Reveal a Role for Cities in Wildlife Conservation,No,No,Yes,,,No,,1,3,2,4,"Lewis, Abigail Derby; Bouman, Mark J.; Winter, Alexis M.; Hasle, Erika A.; Stotz, Douglas F.; Johnston, Mark K.; Klinger, Karen R.; Rosenthal, Amy; Czarnecki, Craig A.",Lewis,1,TRUE,FALSE,TRUE,FALSE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Kathryn,1030,2020-01-21T20:54:41Z,,Does the biogeographic origin of species matter? Ecological effects of native and non-native species and the use of origin to guide management,Does the biogeographic origin of species matter? Ecological effects of native and non-native species and the use of origin to guide management,No,Yes,No,No,No,No,,1,5,0,6,"Buckley, Yvonne M.; Catford, Jane",Buckley,0,TRUE,FALSE,FALSE,FALSE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Sierra,371,2020-01-03T09:19:05Z,,"Does Thinning Homogenous and Dense Regrowth Benefit Bats? Radio-Tracking, Ultrasonic Detection and Trapping","Does Thinning Homogenous and Dense Regrowth Benefit Bats? Radio-Tracking, Ultrasonic Detection and Trapping",No,No,No,No,No,Yes,The paper measures bat abundance and bat roost abundance in different habitats. No obvious link is made to EF or ES.,1,5,0,6,"Law, Bradley; Gonsalves, Leroy; Brassil, Traecey; Hill, David",Law,0,TRUE,FALSE,FALSE,FALSE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Tim,1696,2020-01-18T00:32:19Z,,Dormancy and Germination Pre-treatments in Willamette Valley Native Plants,Dormancy and Germination Pre-treatments in Willamette Valley Native Plants,No,No,Yes,No,No,No,,1,5,0,6,"Russell, Michael",Russell,0,TRUE,FALSE,FALSE,FALSE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Kathryn,930,2020-01-21T15:26:10Z,,Downscaling land-use data to provide global 30 '' estimates of five land-use classes,Downscaling land-use data to provide global 30 '' estimates of five land-use classes,No,No,Yes,No,No,No,,1,5,0,6,"Hoskins, Andrew J.; Bush, Alex; Gilmore, James; Harwood, Tom; Hudson, Lawrence N.; Ware, Chris; Williams, Kristen J.; Ferrier, Simon",Hoskins,0,TRUE,FALSE,FALSE,FALSE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Grant,1512,2019-12-02T12:25:19Z,,Drivers of Ecological Restoration: Lessons from a Century of Restoration in Iceland,Drivers of Ecological Restoration: Lessons from a Century of Restoration in Iceland,No,No,Yes,,,,synthesis of drivers of restoration projects,1,2,2,3,"Aradottir, Asa L.; Petursdottir, Thorunn; Halldorsson, Gudmundur; Svavarsdottir, Kristin; Arnalds, Olafur",Aradottir,0,TRUE,FALSE,TRUE,TRUE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Claire,57,2020-01-22T21:28:03Z,,Drought alters the functional stability of stream invertebrate communities through time,Drought alters the functional stability of stream invertebrate communities through time,No,No,Yes,No,No,Yes,,2,4,0,6,"Leigh, Catherine; Aspin, Thomas W. H.; Matthews, Thomas J.; Rolls, Robert J.; Ledger, Mark E.",Leigh,0,TRUE,FALSE,FALSE,FALSE,FALSE
