assess_date,doublerev,exclude,ResponseId,Init,Title,Group,abbr,Other_checked,ES,answer,OtherEntry
2020-05-17,FALSE,Keep,R_3UcyoDB7VaosvbH,SDJ,Does rotational heather burning increase red grouse abundance and breeding success on moors in northern England?,Env,OtherDriver,FALSE,CulturePsych,this one was creating habitat for grouse and the management practice was burning,
2020-05-17,FALSE,Keep,R_3UcyoDB7VaosvbH,SDJ,Does rotational heather burning increase red grouse abundance and breeding success on moors in northern England?,Anthro,Driver,FALSE,HabCreate,Management Practices,
2020-05-17,FALSE,Keep,R_3UcyoDB7VaosvbH,SDJ,Does rotational heather burning increase red grouse abundance and breeding success on moors in northern England?,Anthro,OtherDriver,FALSE,HabCreate,management practice was burning. service would be recreational hunting,
2020-05-17,FALSE,Keep,R_3UcyoDB7VaosvbH,SDJ,Does rotational heather burning increase red grouse abundance and breeding success on moors in northern England?,Env,OtherDriver,FALSE,HabCreate,this one was creating habitat for grouse and the management practice was burning,
2020-05-17,FALSE,Keep,R_3DpVGJZ0nGWNLi7,AK,Does Tree Species Composition Affect Productivity in a Tropical Planted Forest?,Bio,Driver,TRUE,ClimReg,Other,TRUE
2020-05-17,FALSE,Keep,R_3DpVGJZ0nGWNLi7,AK,Does Tree Species Composition Affect Productivity in a Tropical Planted Forest?,Bio,OtherDriver,TRUE,ClimReg,species composition,
2020-05-17,FALSE,Keep,R_3DpVGJZ0nGWNLi7,AK,Does Tree Species Composition Affect Productivity in a Tropical Planted Forest?,Bio,Driver,TRUE,Materials,Other,TRUE
2020-05-17,FALSE,Keep,R_3DpVGJZ0nGWNLi7,AK,Does Tree Species Composition Affect Productivity in a Tropical Planted Forest?,Bio,OtherDriver,TRUE,Materials,species composition,
2020-05-17,TRUE,Keep,R_72hVNdE3uC9KDa9,AIS,Early eclosion of overwintering cotton bollworm moths from warming temperatures accentuates yield loss in wheat,Bio,Driver,TRUE,Food,Other,TRUE
2020-05-17,TRUE,Keep,R_72hVNdE3uC9KDa9,AIS,Early eclosion of overwintering cotton bollworm moths from warming temperatures accentuates yield loss in wheat,Bio,OtherDriver,TRUE,Food,cotton bollworm pest,
2020-05-17,TRUE,Keep,R_72hVNdE3uC9KDa9,AIS,Early eclosion of overwintering cotton bollworm moths from warming temperatures accentuates yield loss in wheat,Env,Driver,FALSE,Food,Climate,
2020-05-17,TRUE,Keep,R_3EEdwsrEF3Odhec,AK,Early eclosion of overwintering cotton bollworm moths from warming temperatures accentuates yield loss in wheat,Bio,Driver,TRUE,Food,Other,TRUE
2020-05-17,TRUE,Keep,R_3EEdwsrEF3Odhec,AK,Early eclosion of overwintering cotton bollworm moths from warming temperatures accentuates yield loss in wheat,Bio,OtherDriver,TRUE,Food,Eclosion time of pest,
2020-05-17,TRUE,Keep,R_3EEdwsrEF3Odhec,AK,Early eclosion of overwintering cotton bollworm moths from warming temperatures accentuates yield loss in wheat,Env,Driver,FALSE,Food,Climate,
2020-05-17,FALSE,Keep,R_en5BX7SvN0WYOd3,NBD,"Earthworm functional traits, landscape degradation and ecosystem services in the Brazilian Amazon deforestation arc",Anthro,Driver,FALSE,SoilProtect,Management Practices,
2020-05-17,FALSE,Keep,R_en5BX7SvN0WYOd3,NBD,"Earthworm functional traits, landscape degradation and ecosystem services in the Brazilian Amazon deforestation arc",Bio,Driver,FALSE,SoilProtect,Service Provider (Q17),
2020-05-17,FALSE,Keep,R_24NqG3lt1m459PS,AIS,Ecological consequences of invasive lake trout on river otters in Yellowstone National Park,Bio,Driver,FALSE,PestPath,Service Provider (Q17),
2020-05-17,FALSE,Keep,R_24NqG3lt1m459PS,AIS,Ecological consequences of invasive lake trout on river otters in Yellowstone National Park,Bio,OtherDriver,FALSE,PestPath,various trout and fish species including invasive,
2020-05-17,FALSE,Keep,R_UX8SNdsGR0RtPcl,IS,Ecological correlates of risk and incidence of West Nile virus in the United States,Anthro,Driver,TRUE,PestPath,Other,TRUE
2020-05-17,FALSE,Keep,R_UX8SNdsGR0RtPcl,IS,Ecological correlates of risk and incidence of West Nile virus in the United States,Anthro,OtherDriver,TRUE,PestPath,human population density,
2020-05-17,FALSE,Keep,R_UX8SNdsGR0RtPcl,IS,Ecological correlates of risk and incidence of West Nile virus in the United States,Bio,Driver,FALSE,PestPath,Service Provider (Q17),
2020-05-17,FALSE,Keep,R_UX8SNdsGR0RtPcl,IS,Ecological correlates of risk and incidence of West Nile virus in the United States,Bio,OtherDriver,FALSE,PestPath,bird diversity,
2020-05-17,FALSE,Keep,R_WDMsvRHrmN0LGP7,GV,Ecological erosion of an Afrotropical forest and potential consequences for tree recruitment and forest biomass,Anthro,Driver,FALSE,Pollination,Exploitation (hunting or fishing),
2020-05-17,FALSE,Keep,R_SBqMIEYkxG4gJ45,GV,Ecological interactions shape the distribution of a cultural ecosystem service: Argali sheep (Ovis ammon) in the Gobi-Steppe of Mongolia,Anthro,Driver,TRUE,CulturePsych,Other,TRUE
2020-05-17,FALSE,Keep,R_SBqMIEYkxG4gJ45,GV,Ecological interactions shape the distribution of a cultural ecosystem service: Argali sheep (Ovis ammon) in the Gobi-Steppe of Mongolia,Anthro,OtherDriver,TRUE,CulturePsych,Proximity to roads,
2020-05-17,FALSE,Keep,R_SBqMIEYkxG4gJ45,GV,Ecological interactions shape the distribution of a cultural ecosystem service: Argali sheep (Ovis ammon) in the Gobi-Steppe of Mongolia,Env,Driver,TRUE,CulturePsych,Other,TRUE
2020-05-17,FALSE,Keep,R_SBqMIEYkxG4gJ45,GV,Ecological interactions shape the distribution of a cultural ecosystem service: Argali sheep (Ovis ammon) in the Gobi-Steppe of Mongolia,Env,OtherDriver,TRUE,CulturePsych,Availability of water sources,
2020-05-17,FALSE,Keep,R_SBqMIEYkxG4gJ45,GV,Ecological interactions shape the distribution of a cultural ecosystem service: Argali sheep (Ovis ammon) in the Gobi-Steppe of Mongolia,Env,OtherDriver,TRUE,CulturePsych,amount of rugged terrain,
2020-05-17,FALSE,Keep,R_1nYKu5l6LVxgmgt,LD,"Ecosystem change assessment in the Three-river Headwater Region, China: Patterns, causes, and implications",Anthro,Driver,FALSE,ClimReg,Management Practices,
2020-05-17,FALSE,Keep,R_1nYKu5l6LVxgmgt,LD,"Ecosystem change assessment in the Three-river Headwater Region, China: Patterns, causes, and implications",Anthro,OtherDriver,FALSE,ClimReg,livestock reduction,
2020-05-17,FALSE,Keep,R_1nYKu5l6LVxgmgt,LD,"Ecosystem change assessment in the Three-river Headwater Region, China: Patterns, causes, and implications",Anthro,OtherDriver,FALSE,ClimReg,ecological rehabilitation,
2020-05-17,FALSE,Keep,R_1nYKu5l6LVxgmgt,LD,"Ecosystem change assessment in the Three-river Headwater Region, China: Patterns, causes, and implications",Env,Driver,TRUE,ClimReg,Other,TRUE
2020-05-17,FALSE,Keep,R_1nYKu5l6LVxgmgt,LD,"Ecosystem change assessment in the Three-river Headwater Region, China: Patterns, causes, and implications",Env,Driver,TRUE,ClimReg,Climate,
2020-05-17,FALSE,Keep,R_1nYKu5l6LVxgmgt,LD,"Ecosystem change assessment in the Three-river Headwater Region, China: Patterns, causes, and implications",Env,OtherDriver,TRUE,ClimReg,precipitation,
2020-05-17,FALSE,Keep,R_1nYKu5l6LVxgmgt,LD,"Ecosystem change assessment in the Three-river Headwater Region, China: Patterns, causes, and implications",Env,OtherDriver,TRUE,ClimReg,temperature,
2020-05-17,FALSE,Keep,R_1nYKu5l6LVxgmgt,LD,"Ecosystem change assessment in the Three-river Headwater Region, China: Patterns, causes, and implications",Env,OtherDriver,TRUE,ClimReg,rainfall,
2020-05-17,FALSE,Keep,R_1nYKu5l6LVxgmgt,LD,"Ecosystem change assessment in the Three-river Headwater Region, China: Patterns, causes, and implications",Anthro,Driver,FALSE,freshWQReg,Management Practices,
2020-05-17,FALSE,Keep,R_1nYKu5l6LVxgmgt,LD,"Ecosystem change assessment in the Three-river Headwater Region, China: Patterns, causes, and implications",Anthro,OtherDriver,FALSE,freshWQReg,livestock reduction,
2020-05-17,FALSE,Keep,R_1nYKu5l6LVxgmgt,LD,"Ecosystem change assessment in the Three-river Headwater Region, China: Patterns, causes, and implications",Anthro,OtherDriver,FALSE,freshWQReg,ecological rehabilitation,
2020-05-17,FALSE,Keep,R_1nYKu5l6LVxgmgt,LD,"Ecosystem change assessment in the Three-river Headwater Region, China: Patterns, causes, and implications",Env,Driver,TRUE,freshWQReg,Other,TRUE
2020-05-17,FALSE,Keep,R_1nYKu5l6LVxgmgt,LD,"Ecosystem change assessment in the Three-river Headwater Region, China: Patterns, causes, and implications",Env,Driver,TRUE,freshWQReg,Climate,
2020-05-17,FALSE,Keep,R_1nYKu5l6LVxgmgt,LD,"Ecosystem change assessment in the Three-river Headwater Region, China: Patterns, causes, and implications",Env,OtherDriver,TRUE,freshWQReg,precipitation,
2020-05-17,FALSE,Keep,R_1nYKu5l6LVxgmgt,LD,"Ecosystem change assessment in the Three-river Headwater Region, China: Patterns, causes, and implications",Env,OtherDriver,TRUE,freshWQReg,temperature,
2020-05-17,FALSE,Keep,R_1nYKu5l6LVxgmgt,LD,"Ecosystem change assessment in the Three-river Headwater Region, China: Patterns, causes, and implications",Env,OtherDriver,TRUE,freshWQReg,rainfall,
2020-05-17,FALSE,Keep,R_1nYKu5l6LVxgmgt,LD,"Ecosystem change assessment in the Three-river Headwater Region, China: Patterns, causes, and implications",Env,Driver,TRUE,SoilProtect,Other,TRUE
2020-05-17,FALSE,Keep,R_1nYKu5l6LVxgmgt,LD,"Ecosystem change assessment in the Three-river Headwater Region, China: Patterns, causes, and implications",Env,Driver,TRUE,SoilProtect,Climate,
2020-05-17,FALSE,Keep,R_1nYKu5l6LVxgmgt,LD,"Ecosystem change assessment in the Three-river Headwater Region, China: Patterns, causes, and implications",Env,OtherDriver,TRUE,SoilProtect,precipitation,
2020-05-17,FALSE,Keep,R_1nYKu5l6LVxgmgt,LD,"Ecosystem change assessment in the Three-river Headwater Region, China: Patterns, causes, and implications",Env,OtherDriver,TRUE,SoilProtect,temperature,
2020-05-17,FALSE,Keep,R_1nYKu5l6LVxgmgt,LD,"Ecosystem change assessment in the Three-river Headwater Region, China: Patterns, causes, and implications",Env,OtherDriver,TRUE,SoilProtect,rainfall,
2020-05-17,FALSE,Keep,R_1QzHkBIGX05T911,CK,"Ecosystem engineering by mussels supports biodiversity and water clarity in a heavily polluted lake in Dhaka, Bangladesh",Bio,Driver,FALSE,coastWQReg,Service Provider (Q17),
2020-05-17,FALSE,Keep,R_1QzHkBIGX05T911,CK,"Ecosystem engineering by mussels supports biodiversity and water clarity in a heavily polluted lake in Dhaka, Bangladesh",Bio,Driver,FALSE,HabCreate,Service Provider (Q17),
2020-05-17,FALSE,Keep,R_3RwkWcmDMsLvnsY,LB,Ecosystem multifunctionality is highly related to the shelterbelt structure and plant species diversity in mixed shelterbelts of eastern China,Bio,Driver,FALSE,ClimReg,Service Provider (Q17),
2020-05-17,FALSE,Keep,R_3RwkWcmDMsLvnsY,LB,Ecosystem multifunctionality is highly related to the shelterbelt structure and plant species diversity in mixed shelterbelts of eastern China,Bio,Driver,FALSE,freshWQReg,Service Provider (Q17),
2020-05-17,FALSE,Keep,R_3RwkWcmDMsLvnsY,LB,Ecosystem multifunctionality is highly related to the shelterbelt structure and plant species diversity in mixed shelterbelts of eastern China,Bio,Driver,FALSE,Hazards,Service Provider (Q17),
2020-05-17,FALSE,Keep,R_3RwkWcmDMsLvnsY,LB,Ecosystem multifunctionality is highly related to the shelterbelt structure and plant species diversity in mixed shelterbelts of eastern China,Bio,Driver,FALSE,MaintainOpts,Service Provider (Q17),
2020-05-17,FALSE,Keep,R_3RwkWcmDMsLvnsY,LB,Ecosystem multifunctionality is highly related to the shelterbelt structure and plant species diversity in mixed shelterbelts of eastern China,Bio,Driver,FALSE,SoilProtect,Service Provider (Q17),
2020-05-17,TRUE,Keep,R_2SHXlFRl1HFN1e0,JL,Ecosystem Properties of Urban Land Covers at the Aboveground-Belowground Interface,Anthro,Driver,FALSE,ClimReg,Land use change,
2020-05-17,TRUE,Keep,R_2SHXlFRl1HFN1e0,JL,Ecosystem Properties of Urban Land Covers at the Aboveground-Belowground Interface,Anthro,OtherDriver,FALSE,ClimReg,Land use change=Urban land cover type (mulch/lawn/gravel/undeveloped field reference),
2020-05-17,TRUE,Keep,R_2usOSIFtbGN3zNf,TK,Ecosystem Properties of Urban Land Covers at the Aboveground-Belowground Interface,Anthro,Driver,FALSE,ClimReg,Management Practices,
2020-05-17,TRUE,Keep,R_2SHXlFRl1HFN1e0,JL,Ecosystem Properties of Urban Land Covers at the Aboveground-Belowground Interface,Anthro,Driver,FALSE,CulturePsych,Land use change,
2020-05-17,TRUE,Keep,R_2SHXlFRl1HFN1e0,JL,Ecosystem Properties of Urban Land Covers at the Aboveground-Belowground Interface,Anthro,OtherDriver,FALSE,CulturePsych,Land use change=Urban land cover type (mulch/lawn/gravel/undeveloped field reference),
2020-05-17,TRUE,Keep,R_2SHXlFRl1HFN1e0,JL,Ecosystem Properties of Urban Land Covers at the Aboveground-Belowground Interface,Anthro,Driver,FALSE,SoilProtect,Land use change,
2020-05-17,TRUE,Keep,R_2SHXlFRl1HFN1e0,JL,Ecosystem Properties of Urban Land Covers at the Aboveground-Belowground Interface,Anthro,OtherDriver,FALSE,SoilProtect,Land use change=Urban land cover type (mulch/lawn/gravel/undeveloped field reference),
2020-05-17,TRUE,Keep,R_2usOSIFtbGN3zNf,TK,Ecosystem Properties of Urban Land Covers at the Aboveground-Belowground Interface,Anthro,Driver,FALSE,SoilProtect,Management Practices,
2020-05-17,FALSE,Keep,R_31tTNKf5fCd7D5Y,CK,Ecosystem services are lost when facilitation between two ecosystem engineers is compromised by oil,Anthro,Driver,FALSE,HabCreate,Exploitation (hunting or fishing),
2020-05-17,FALSE,Keep,R_31tTNKf5fCd7D5Y,CK,Ecosystem services are lost when facilitation between two ecosystem engineers is compromised by oil,Anthro,OtherDriver,FALSE,HabCreate,Note: human exploitation driver is oil exploitation,
2020-05-17,FALSE,Keep,R_PUspG8Ujq8cJlMB,JL,"Ecosystem services assessment of the urban forests of Addis Ababa, Ethiopia",Bio,Driver,FALSE,ClimReg,Service Provider (Q17),
2020-05-17,FALSE,Keep,R_PUspG8Ujq8cJlMB,JL,"Ecosystem services assessment of the urban forests of Addis Ababa, Ethiopia",Bio,Driver,FALSE,HabCreate,Service Provider (Q17),
2020-05-17,FALSE,Keep,R_PUspG8Ujq8cJlMB,JL,"Ecosystem services assessment of the urban forests of Addis Ababa, Ethiopia",Bio,Driver,FALSE,SoilProtect,Service Provider (Q17),
2020-05-17,FALSE,Keep,R_PUspG8Ujq8cJlMB,JL,"Ecosystem services assessment of the urban forests of Addis Ababa, Ethiopia",Env,Driver,TRUE,SoilProtect,Other,TRUE
2020-05-17,FALSE,Keep,R_PUspG8Ujq8cJlMB,JL,"Ecosystem services assessment of the urban forests of Addis Ababa, Ethiopia",Env,OtherDriver,TRUE,SoilProtect,slope,
2020-05-17,FALSE,Keep,R_PUspG8Ujq8cJlMB,JL,"Ecosystem services assessment of the urban forests of Addis Ababa, Ethiopia",Env,OtherDriver,TRUE,SoilProtect,aspect,
2020-05-17,FALSE,Keep,R_PUspG8Ujq8cJlMB,JL,"Ecosystem services assessment of the urban forests of Addis Ababa, Ethiopia",Env,OtherDriver,TRUE,SoilProtect,elevation,
2020-05-17,FALSE,Keep,R_2uxMDIHpJxxWvSC,NBD,Ecosystem services of collectively managed urban gardens: Exploring factors affecting synergies and trade-offs at the site level,Anthro,Driver,FALSE,AQReg,Management Practices,
2020-05-17,FALSE,Keep,R_2uxMDIHpJxxWvSC,NBD,Ecosystem services of collectively managed urban gardens: Exploring factors affecting synergies and trade-offs at the site level,Anthro,Driver,FALSE,CulturePsych,Management Practices,
2020-05-17,FALSE,Keep,R_2uxMDIHpJxxWvSC,NBD,Ecosystem services of collectively managed urban gardens: Exploring factors affecting synergies and trade-offs at the site level,Anthro,Driver,FALSE,Food,Management Practices,
2020-05-17,FALSE,Keep,R_2uxMDIHpJxxWvSC,NBD,Ecosystem services of collectively managed urban gardens: Exploring factors affecting synergies and trade-offs at the site level,Anthro,Driver,FALSE,MaintainOpts,Management Practices,
2020-05-17,FALSE,Keep,R_1DU8YpIS9LJQw3D,AK,Effects of between-site variation in soil microbial communities and plant-soil feedbacks on the productivity and composition of plant communities,Anthro,Driver,FALSE,ClimReg,Management Practices,
2020-05-17,FALSE,Keep,R_1DU8YpIS9LJQw3D,AK,Effects of between-site variation in soil microbial communities and plant-soil feedbacks on the productivity and composition of plant communities,Bio,Driver,TRUE,ClimReg,Other,TRUE
2020-05-17,FALSE,Keep,R_1DU8YpIS9LJQw3D,AK,Effects of between-site variation in soil microbial communities and plant-soil feedbacks on the productivity and composition of plant communities,Bio,OtherDriver,TRUE,ClimReg,plant-soil feedbacks,
2020-05-17,FALSE,Keep,R_1DU8YpIS9LJQw3D,AK,Effects of between-site variation in soil microbial communities and plant-soil feedbacks on the productivity and composition of plant communities,Anthro,Driver,FALSE,HabCreate,Management Practices,
2020-05-17,FALSE,Keep,R_1DU8YpIS9LJQw3D,AK,Effects of between-site variation in soil microbial communities and plant-soil feedbacks on the productivity and composition of plant communities,Bio,Driver,TRUE,HabCreate,Other,TRUE
2020-05-17,FALSE,Keep,R_1DU8YpIS9LJQw3D,AK,Effects of between-site variation in soil microbial communities and plant-soil feedbacks on the productivity and composition of plant communities,Bio,OtherDriver,TRUE,HabCreate,plant-soil feedbacks,
2020-05-17,FALSE,Keep,R_1DU8YpIS9LJQw3D,AK,Effects of between-site variation in soil microbial communities and plant-soil feedbacks on the productivity and composition of plant communities,Anthro,Driver,FALSE,SoilProtect,Management Practices,
2020-05-17,FALSE,Keep,R_1DU8YpIS9LJQw3D,AK,Effects of between-site variation in soil microbial communities and plant-soil feedbacks on the productivity and composition of plant communities,Bio,Driver,TRUE,SoilProtect,Other,TRUE
2020-05-17,FALSE,Keep,R_1DU8YpIS9LJQw3D,AK,Effects of between-site variation in soil microbial communities and plant-soil feedbacks on the productivity and composition of plant communities,Bio,OtherDriver,TRUE,SoilProtect,plant-soil feedbacks,
2020-05-17,TRUE,Keep,R_SUearin0saoapS9,CK,Effects of coastal development on nearshore estuarine nekton communities,Anthro,Driver,FALSE,HabCreate,Management Practices,
2020-05-17,TRUE,Keep,R_YXKEu4Gaa1KX3oJ,JL,Effects of coastal development on nearshore estuarine nekton communities,Anthro,Driver,FALSE,HabCreate,Land use change,
2020-05-17,TRUE,Keep,R_YXKEu4Gaa1KX3oJ,JL,Effects of coastal development on nearshore estuarine nekton communities,Anthro,Driver,FALSE,HabCreate,Management Practices,
2020-05-17,TRUE,Keep,R_YXKEu4Gaa1KX3oJ,JL,Effects of coastal development on nearshore estuarine nekton communities,Anthro,OtherDriver,FALSE,HabCreate,Land use change=% Developed land,
2020-05-17,TRUE,Keep,R_YXKEu4Gaa1KX3oJ,JL,Effects of coastal development on nearshore estuarine nekton communities,Anthro,OtherDriver,FALSE,HabCreate,Management practice=Shoreline condition (bulkhead;riprap;natural),
2020-05-17,TRUE,Keep,R_SUearin0saoapS9,CK,Effects of coastal development on nearshore estuarine nekton communities,Anthro,Driver,FALSE,MaintainOpts,Land use change,
2020-05-17,TRUE,Keep,R_SUearin0saoapS9,CK,Effects of coastal development on nearshore estuarine nekton communities,Anthro,Driver,FALSE,MaintainOpts,Management Practices,
2020-05-17,FALSE,Keep,R_OvCFrp97r8Hposx,TK,Effects of habitat composition and landscape structure on worker foraging distances of five bumble bee species,Anthro,Driver,FALSE,Pollination,Land use change,
2020-05-17,FALSE,Keep,R_2wSsOF50uFGbhqw,SDJ,Effects of habitat loss on the plant-flower visitor network structure of a dune community,Anthro,Driver,TRUE,Pollination,Other,TRUE
2020-05-17,FALSE,Keep,R_2wSsOF50uFGbhqw,SDJ,Effects of habitat loss on the plant-flower visitor network structure of a dune community,Anthro,OtherDriver,TRUE,Pollination,golf course disturbance caused fewer flower visits,
2020-05-17,FALSE,Maybe,R_26hhXZOzq4brDdp,AK,Effects of land-use change on wetland ecosystem services: A case study in the Donana marshes (SW Spain),Anthro,Driver,FALSE,CulturePsych,Land use change,
2020-05-17,FALSE,Maybe,R_26hhXZOzq4brDdp,AK,Effects of land-use change on wetland ecosystem services: A case study in the Donana marshes (SW Spain),Anthro,Driver,FALSE,HabCreate,Land use change,
2020-05-17,FALSE,Maybe,R_26hhXZOzq4brDdp,AK,Effects of land-use change on wetland ecosystem services: A case study in the Donana marshes (SW Spain),Anthro,Driver,FALSE,Hazards,Land use change,
2020-05-17,FALSE,Maybe,R_26hhXZOzq4brDdp,AK,Effects of land-use change on wetland ecosystem services: A case study in the Donana marshes (SW Spain),Anthro,Driver,FALSE,MedGen,Land use change,
2020-05-17,FALSE,Maybe,R_26hhXZOzq4brDdp,AK,Effects of land-use change on wetland ecosystem services: A case study in the Donana marshes (SW Spain),Anthro,Driver,FALSE,Pollination,Land use change,
2020-05-17,FALSE,Maybe,R_26hhXZOzq4brDdp,AK,Effects of land-use change on wetland ecosystem services: A case study in the Donana marshes (SW Spain),Anthro,Driver,FALSE,SoilProtect,Land use change,
2020-05-17,FALSE,Keep,R_RP0TqDs7gK75AMV,CW,Effects of Morella faya tree invasion on aboveground carbon storage in Hawaii,Bio,Driver,FALSE,ClimReg,Service Provider (Q17),
2020-05-17,FALSE,Keep,R_RP0TqDs7gK75AMV,CW,Effects of Morella faya tree invasion on aboveground carbon storage in Hawaii,Env,Driver,FALSE,ClimReg,Climate,
2020-05-17,FALSE,Keep,R_2pMM6OVFDfUEU5m,SDJ,Emergy-based evaluation of pen-urban ecosystem services,Anthro,Driver,FALSE,coastWQReg,Land use change,
2020-05-17,FALSE,Keep,R_2pMM6OVFDfUEU5m,SDJ,Emergy-based evaluation of pen-urban ecosystem services,Anthro,Driver,FALSE,coastWQReg,Population growth,
2020-05-17,FALSE,Keep,R_2pMM6OVFDfUEU5m,SDJ,Emergy-based evaluation of pen-urban ecosystem services,Anthro,Driver,FALSE,CulturePsych,Land use change,
2020-05-17,FALSE,Keep,R_2pMM6OVFDfUEU5m,SDJ,Emergy-based evaluation of pen-urban ecosystem services,Anthro,Driver,FALSE,CulturePsych,Population growth,
2020-05-17,FALSE,Keep,R_2pMM6OVFDfUEU5m,SDJ,Emergy-based evaluation of pen-urban ecosystem services,Anthro,Driver,FALSE,Food,Land use change,
2020-05-17,FALSE,Keep,R_2pMM6OVFDfUEU5m,SDJ,Emergy-based evaluation of pen-urban ecosystem services,Anthro,Driver,FALSE,Food,Population growth,
2020-05-17,FALSE,Keep,R_2pMM6OVFDfUEU5m,SDJ,Emergy-based evaluation of pen-urban ecosystem services,Anthro,Driver,FALSE,freshWQReg,Land use change,
2020-05-17,FALSE,Keep,R_2pMM6OVFDfUEU5m,SDJ,Emergy-based evaluation of pen-urban ecosystem services,Anthro,Driver,FALSE,freshWQReg,Population growth,
2020-05-17,FALSE,Keep,R_2pMM6OVFDfUEU5m,SDJ,Emergy-based evaluation of pen-urban ecosystem services,Anthro,Driver,FALSE,SoilProtect,Land use change,
2020-05-17,FALSE,Keep,R_2pMM6OVFDfUEU5m,SDJ,Emergy-based evaluation of pen-urban ecosystem services,Anthro,Driver,FALSE,SoilProtect,Population growth,
2020-05-17,FALSE,Keep,R_2BqwFfxEDQ05vo0,SDJ,Enhancing Soil Organic Matter as a Route to the Ecological Intensification of European Arable Systems,Anthro,Driver,FALSE,Food,Management Practices,
2020-05-17,FALSE,Keep,R_2BqwFfxEDQ05vo0,SDJ,Enhancing Soil Organic Matter as a Route to the Ecological Intensification of European Arable Systems,Anthro,Driver,FALSE,PestPath,Management Practices,
2020-05-17,FALSE,Maybe,R_31WydZ14DUuPl2O,AK,Environmental Conservation and Social Benefits of Charcoal Production in Mozambique,Anthro,Driver,FALSE,Food,Land use change,
2020-05-17,FALSE,Maybe,R_31WydZ14DUuPl2O,AK,Environmental Conservation and Social Benefits of Charcoal Production in Mozambique,Anthro,Driver,FALSE,Materials,Land use change,
2020-05-17,TRUE,Keep,R_AFgyKn3Ie5am7v3,AK,Environmental context and magnitude of disturbance influence trait-mediated community responses to wastewater in streams,Anthro,Driver,TRUE,coastWQReg,Land use change,
2020-05-17,TRUE,Keep,R_AFgyKn3Ie5am7v3,AK,Environmental context and magnitude of disturbance influence trait-mediated community responses to wastewater in streams,Anthro,Driver,TRUE,coastWQReg,Other,TRUE
2020-05-17,TRUE,Keep,R_AFgyKn3Ie5am7v3,AK,Environmental context and magnitude of disturbance influence trait-mediated community responses to wastewater in streams,Anthro,OtherDriver,TRUE,coastWQReg,Wastewater,
2020-05-17,TRUE,Keep,R_AFgyKn3Ie5am7v3,AK,Environmental context and magnitude of disturbance influence trait-mediated community responses to wastewater in streams,Anthro,OtherDriver,TRUE,coastWQReg,pollution,
2020-05-17,TRUE,Keep,R_AFgyKn3Ie5am7v3,AK,Environmental context and magnitude of disturbance influence trait-mediated community responses to wastewater in streams,Anthro,OtherDriver,TRUE,coastWQReg,water quality,
2020-05-17,FALSE,Keep,R_3ENlsKCYcpReEQq,CW,"Evaluating carbon storage, timber harvest, and habitat possibilities for a Western Cascades (USA) forest landscape",Anthro,Driver,FALSE,ClimReg,Management Practices,
2020-05-17,FALSE,Keep,R_3ENlsKCYcpReEQq,CW,"Evaluating carbon storage, timber harvest, and habitat possibilities for a Western Cascades (USA) forest landscape",Anthro,Driver,FALSE,HabCreate,Management Practices,
2020-05-17,FALSE,Keep,R_3ENlsKCYcpReEQq,CW,"Evaluating carbon storage, timber harvest, and habitat possibilities for a Western Cascades (USA) forest landscape",Bio,Driver,FALSE,HabCreate,Service Provider (Q17),
2020-05-17,FALSE,Keep,R_1Kr0DWHqKe0fkiX,CK,Evaluating changes in marine communities that provide ecosystem services through comparative assessments of community indicators,Bio,Driver,TRUE,Food,Other,FALSE
2020-05-17,FALSE,Keep,R_10JCEQrvNM6VbWH,KCG,Evaluating management strategies to optimise coral reef ecosystem services,Anthro,Driver,FALSE,CulturePsych,Management Practices,
2020-05-17,FALSE,Keep,R_10JCEQrvNM6VbWH,KCG,Evaluating management strategies to optimise coral reef ecosystem services,Anthro,Driver,FALSE,CulturePsych,Exploitation (hunting or fishing),
2020-05-17,FALSE,Keep,R_10JCEQrvNM6VbWH,KCG,Evaluating management strategies to optimise coral reef ecosystem services,Anthro,Driver,FALSE,Food,Management Practices,
2020-05-17,FALSE,Keep,R_10JCEQrvNM6VbWH,KCG,Evaluating management strategies to optimise coral reef ecosystem services,Anthro,Driver,FALSE,Food,Exploitation (hunting or fishing),
2020-05-17,FALSE,Keep,R_10JCEQrvNM6VbWH,KCG,Evaluating management strategies to optimise coral reef ecosystem services,Anthro,Driver,FALSE,HabCreate,Management Practices,
2020-05-17,FALSE,Keep,R_10JCEQrvNM6VbWH,KCG,Evaluating management strategies to optimise coral reef ecosystem services,Anthro,Driver,FALSE,HabCreate,Exploitation (hunting or fishing),
2020-05-17,FALSE,Maybe,R_3s1wnnG0s4XeT5H,GV,Evaluating the eco-environment benefit of land reclamation in the dump of an opencast coal mine,Anthro,Driver,FALSE,AQReg,Land use change,
2020-05-17,FALSE,Maybe,R_3s1wnnG0s4XeT5H,GV,Evaluating the eco-environment benefit of land reclamation in the dump of an opencast coal mine,Anthro,Driver,FALSE,ClimReg,Land use change,
2020-05-17,FALSE,Maybe,R_3s1wnnG0s4XeT5H,GV,Evaluating the eco-environment benefit of land reclamation in the dump of an opencast coal mine,Anthro,Driver,FALSE,CulturePsych,Land use change,
2020-05-17,FALSE,Maybe,R_3s1wnnG0s4XeT5H,GV,Evaluating the eco-environment benefit of land reclamation in the dump of an opencast coal mine,Anthro,Driver,FALSE,Food,Land use change,
