assess_date,exclude,doublerev,ResponseId,Init,Title,GenInfo,SurveyNotes,KremenNotes,KT_None,Response,KT_Environmental_factors,Driver_Env,flag_otherEnv,OtherDriver_Env,flag_KTenv_uncheck,flag_KTenv_checked,FirstAuthor,SourcePublication,PublicationYear,Abstract
2020-05-17,Keep,FALSE,R_2dfEqBYNQBvo6Kt,SDJ,Regional-scale scenario modeling for coral reefs: a decision support tool to inform management of a complex system,CORSET model is described with an implementation in Meso-American marine waters with two scenarios,"the model incorporates bits of each of the drivers (hurricanes, nutrification, sedimentation, without emphasis on specific drivers of those forces).",the end goal is biomass and cover for the various functional groups in the coral system,0,"biomass, cover",0,Extreme Events,FALSE,,TRUE,FALSE,Melbourne-Thomas,ECOLOGICAL APPLICATIONS,2011,"The worldwide decline of coral reefs threatens the livelihoods of coastal communities and puts at risk valuable ecosystem services provided by reefs. There is a pressing need for robust predictions of potential futures of coral reef and associated human systems under alternative management scenarios. Understanding and predicting the dynamics of coral reef systems at regional scales of tens to hundreds of kilometers is imperative, because reef systems are connected by physical and socioeconomic processes across regions and often across international boundaries. We present a spatially explicit regional-scale model of ecological dynamics for a general coral reef system. In designing our model as a tool for decision support, we gave precedence to portability and accessibility; the model can be parameterized for dissimilar coral reef systems in different parts of the world, and the model components and outputs are understandable for nonexperts. The model simulates local-scale dynamics, which are coupled across regions through larval connectivity between reefs. We validate our model using an instantiation for the Meso-American Reef system. The model realistically captures local and regional ecological dynamics and responds to external forcings in the form of harvesting, pollution, and physical damage (e.g., hurricanes, coral bleaching) to produce trajectories that largely fall within limits observed in the real system. Moreover, the model demonstrates behaviors that have relevance for management considerations. In particular, differences in larval supply between reef localities drive spatial variability in modeled reef community structure. Reef tracts for which recruitment is low are more vulnerable to natural disturbance and synergistic effects of anthropogenic stressors. Our approach provides a framework for projecting the likelihood of different reef futures at local to regional scales, with important applications for the management of complex coral reef systems."
2020-05-17,Keep,FALSE,R_5o6QPiYZPg3OYYp,NBD,Relationships between renewable emergy storage or flow and biodiversity: A modeling investigation,,,,0,"energy flow,species diversity",0,Climate,FALSE,,TRUE,FALSE,Campbell,ECOLOGICAL MODELLING,2016,"In this study we investigate the relationships of emergy storage or flow to biodiversity using three different models a dynamic simulation model, a static scenario model, and a modified ecological network model. These models attempt to explain how disturbance regime, latitude, and trophic complexity are related to observed patterns of renewable emergy flows and storages and biodiversity. A prior hypothesis, which this work seeks to examine, suggests that as renewable emergy flow increases biodiversity will increase. In this regard, we simulate how H.T. Odum's original CLIMAX model, which tracks forest biomass and diversity over 100 years of succession, responds to a periodic disturbance. The static scenario model compares emergy flow, storage and diversity in five forest eco-regions along the east coast of the United States. An emergy flow matrix ecological network model was used to simulate biodiversity in a mature forest ecosystem and in a typical suburban forest system to investigate how the complexity of a forest system will affect emergy throughput. Comparisons were made for the Shannon diversity index and transformity at the individual trophic level. These comparisons seek to further our understanding of the relationship of emergy and biodiversity and to validate the use of renewable emergy flow to explain ecological phenomena (e.g., biodiversity increasing as latitude decreases, biodiversity increasing through the stages of forest succession). (C) 2016 Elsevier B.V. All rights reserved."
2020-05-17,Keep,FALSE,R_0VeP4WYR1jeZwHL,LB,Restricting new forests to conservation lands severely constrains carbon and biodiversity gains in New Zealand,"Takes place in New Zealand, which some people argue is not part of the Australian continent...",,,0,"restored significance,carbon gain",0,Climate,FALSE,,TRUE,FALSE,Carswell,BIOLOGICAL CONSERVATION,2015,"Increased afforestation of non-productive land could deliver win-win solutions for greenhouse gas mitigation through carbon sequestration and biodiversity gains, referred to here as increased 'ecological integrity'. We examined the potential trade-offs when selecting non-forested lands in New Zealand for natural forest regeneration to maximise gains in either, or both, carbon and biodiversity. We also examine the effect on potential gains and trade-offs of excluding non-conservation lands from spatial planning for conservation. The most significant per-hectare gains, for both carbon and biodiversity, were those occurring on non-conservation lands because conservation lands are mainly restricted to low-productivity environments where indigenous vegetation is already well represented. By contrast, productive environments, such as alluvial plains, where almost no indigenous vegetation remains, are primarily on non-conservation lands. These lands will need to be included in any reforestation strategy or else the most degraded ecosystems will not be restored. We found that biodiversity suffers a greater trade-off when carbon gain is prioritised than carbon does when biodiversity is prioritised. Trade-offs between carbon and biodiversity were higher on non-conservation lands but decreased with increasing area regenerated. Our study shows that natural regeneration will provide substantial increases in carbon and biodiversity on non-conservation lands compared with conservation lands. This emphasised the need for improved incentives to private land owners if carbon and biodiversity gain from afforestation is to be maximised. (C) 2014 Elsevier Ltd. All rights reserved."
2020-05-17,Keep,FALSE,R_1MRiI2YOAbSpzJu,IS,Rewiring of experimentally disturbed seed dispersal networks might lead to unexpected network configurations,,,measured all birds encountered totaling to 64 species across 17 sites,0,seed dispersal,0,Other,FALSE,rewiring,TRUE,FALSE,Costa,BASIC AND APPLIED ECOLOGY,2018,"The consequences of species extinctions in ecological communities may be buffered through the rearrangement (rewiring) of the interactions between the remaining species. The structural and functional consequences of such extinctions can be explored by means of computer simulations that try to predict secondary extinctions and the degradation of ecosystem services. However, to improve the accuracy of these simulations, it is pivotal to evaluate their performance in predicting changes observed in natural communities. In this study, we first described the avian seed dispersal networks in 17 sites throughout Portugal, and found that blackberry (Rubus ulmifolius) was the most dispersed species in 13 out of the 17 sites. Second, we performed a manipulative experiment to evaluate the effect of removing the most dispersed plant species and compared the observed outcome in the structure of the network with computer simulations with and without rewiring. Observed changes were consistent with some rapid network rewiring, with dispersers shifting to alternative fruit species. Although the observed network topology after the experimental removal was not accurately predicted, the extinction simulation with rewiring performed considerably better than that without rewiring. Individual species roles were even harder to predict than emergent network properties on both types of models. We show that incorporating rewiring rules can considerably increase the accuracy of species extinction models, however, the functional consequences of losing important resources might not be easily anticipated, and rewiring might occur in unexpected directions. (C) 2018 Gesellschaft fur Okologie. Published by Elsevier GmbH. All rights reserved."
2020-05-17,Keep,FALSE,R_3UBOalLS7sMCrsJ,LB,Seasonal nitrous oxide emissions from different land uses and their controlling factors in a tropical riparian ecosystem,,,,0,nitrous oxide flux,0,Climate,FALSE,,TRUE,FALSE,Kachenchart,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,2012,"An important ecological service provided by tropical riparian ecosystems is the mitigation of nutrient pollution (e.g. nitrate) from surrounding agricultural areas. However, a negative impact of this nutrient remediation may be that the ecozone also functions as a major emitter of nitrous oxide (N2O). We hypothesized that the high inorganic nitrogen, organic carbon, and soil water content in tropical riparian ecosystems enhances N2O production through rapid nitrification and denitrification processes. This study was therefore designed to quantify the variability in N2O emissions in such an ecosystem in northern Thailand with specific emphasis on (1) different land uses (comparing replicate leguminous reforestation areas with conventional maize agriculture with high rates of nitrogen fertilizer addition), and (2) temporal aspects (comparing wet and dry seasons). Our aim was to quantify N2O emissions and to identify the major drivers controlling these emissions. Using in situ closed chambers the annual average emissions of N2O from the leguminous reforestation area (3.3 kg N2O-N ha(-1) y(-1)) was significantly higher than agricultural areas with maize (2.2 kg N2O-N ha(-1) y(-1))). The seasonal variation results indicated that the rate of N2O flux in the wet season was higher than in the dry season. The variations of N2O emission rates were strongly correlated with water filled pore space (WFPS), denitrification, and microbial biomass C, but not with nitrification. This study indicates that when inorganic N and soil organic C are sufficient, WFPS plays an important role in controlling N2O emissions from denitrification. Comparatively, annual N2O emissions from the tropical riparian reforestation were similar to that reported for temperate riparian forests and other ecosystems. Although the annual N2O emissions from the maize agricultural area were comparable to other crops cultivated in riparian ecosystems, it was higher than the N2O fluxes from crops grown in non-riparian zones. We conclude that agricultural lands located in tropical riparian zones do not represent a major hotspot of N2O emissions and that this does not diminish the positive benefits they provide in relation to other aspects of ecosystem service provision. (C) 2012 Elsevier B.V. All rights reserved."
2020-05-17,Keep,FALSE,R_1LifUe6pTeDZbVA,CK,Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?,,This paper looks at ES bundles,,1,"pollination,Standing water quality, Running water quality,N retention, P retention,cattle, pigs, sheep, wheat,forest products,moose hunting, outdoor rec, summer cottages, horseback riding, cross country skiing, biodiversity appreciation",0,Other,FALSE,Slope,TRUE,FALSE,Meacham,ECOLOGY AND SOCIETY,2016,"In human dominated landscapes many diverse, and often antagonistic, human activities are intentionally and inadvertently determining the supply of various ecosystem services. Understanding how different social and ecological factors shape the availability of ecosystem services is essential for fair and effective policy and management. In this paper, we evaluate how well alternative social-ecological models of human impact on ecosystems explain patterns of 16 ecosystem services (ES) across the 62 municipalities of the Norrstrom drainage basin in Sweden. We test four models of human impact on ecosystems, land use, ecological modernization, ecological footprint, and location theory, and test their ability to predict both individual ES and bundles of ES. We find that different models do best to predict different types of individual ES. Land use is the best model for predicting provisioning services, standing water quality, biodiversity appreciation, and cross-country skiing, while other models work better for the remaining services. However, this range of models is not able to predict some of the cultural ES. ES bundles are predicted worse than individual ES by these models, but provide a clear picture of variation in multiple ecosystem services based on limited information. Based on our results, we offer suggestions on how social-ecological modeling and assessments of ecosystems can be further developed."
2020-05-17,Keep,FALSE,R_1jPa3Lxzg9RVdQk,JL,Soils Determine Early Revegetation Establishment with and without Cover Crops in Northern Mixed Grass Prairie after Energy Development,"Mix of experimental treatments (cover crops, seed mixes) and observed environmental variation (soil variables) to explain revegetatoin","I think this paper needs some discussion between multiple reviewers. Services linked to plant establishment and estimated rangeland health scores were not very clear and had to be inferred, with the exception of one sentence clearly linking reclamation(revegetation) to preventing soil erosion and runoff; Two indicators were clear proxies of services (soil formation and hydrology), but the other two services (habitat, pest control) were my best guess. Also unsure whether to classify drivers as Human or ESP.",I interpreted covercrop seeding (Y/N) and native grass seedmix choice as management practices (human drivers) rather than an ESP driver.. this is surely debatable,1,"biotic integrity score (rangeland health assessment),Hydrologic function score (rangeland health assessment),Soil & site stability score (rangeland health assessment), plant density,Invasive species cover",0,Other,FALSE,Other=soil variables(salts;Fe;Mn;pH),TRUE,FALSE,Espeland,ECOLOGICAL RESTORATION,2017,"Cover crops have been used to build soil health and improve ecosystem services in agricultural fields and pastures, but they have not been tested in restoration contexts. We conducted two experiments in interim oilfield reclamations at Ft. Berthold Indian Reservation in North Dakota: in 2014 two different perennial grass mixes, with and without an oat cover crop and, in 2015, a single grass mix with and without a cover crop cocktail. To determine whether cover crops speeded site recovery or whether they competed with perennial grasses, all sites were assessed for plant establishment and rangeland health in August 2015. Sites planted in 2014 ranged from 20 (+/- 10 SD) to 38 (+/- 0.5) perennial grass plants/m(2). Sites planted in 2015 ranged from 6 (+/- 1.8) to 29 (+/- 11) plants/m(2). Cover crop treatment and grass mix treatments were not significant determinants of perennial grass establishment (p> 0.05). Soil nutrients appeared to drive early revegetation establishment: sites with poor perennial grass establishment had lower levels of phosphorous and higher levels of calcium, iron and manganese. Rangeland health trended towards being greater when a cover crop was planted, but the effect was very small. We will eventually test whether the long-term benefits of cover crops in agricultural systems transfer to restoration, but when cover crops establish at low densities, as we observed in these studies, they may only have small effects in reclamations."
2020-05-17,Keep,TRUE,R_oZxMjYyc0edudl7,AK,Spatial variability in ecosystem services: simple rules for predator-mediated pest suppression,"This was totally simulation and didn't have an actual location for the model, i.e., it was generic so I chose global. Also note - it considered trends over 30 days in the model but didn't use multiple years of data in Q8",,Used four predator species groups to model impacts on pest load (including dispersal),0,pest load,0,,FALSE,,FALSE,FALSE,Bianchi,ECOLOGICAL APPLICATIONS,2010,"Agricultural pest control often relies on the ecosystem services provided by the predators of pests. Appropriate landscape and habitat management for pest control services requires an understanding of insect dispersal abilities and the spatial arrangement of source habitats for pests and their predators. Here we explore how dispersal and habitat configuration determine the locations where management actions are likely to have the biggest impact on natural pest control. The study focuses on the early colonization phase before predator reproduction takes place and when pest populations in crops are still relatively low. We developed a spatially explicit simulation model in which pest populations grow exponentially in pest patches and predators disperse across the landscape from predator patches. We generated 1000 computer-simulated landscapes in which the performance of four typical but different predator groups as biological control agents was evaluated. Predator groups represented trait combinations of poor and good dispersal ability and density-independent and density-dependent aggregation responses toward pests. Case studies from the literature were used to inform the parameterization of predator groups. Landscapes with a small nearest-neighbor distance between pest and predator patches had the lowest mean pest density at the landscape scale for all predator groups, but there can be high variation in pest density between the patches within these landscapes. Mobile and strongly aggregating predators provide the best pest suppression in the majority of landscape types. Ironically, this result is true except in landscapes with small nearest-neighbor distances between pest and predator patches. The pest control potential of mobile predators can best be explained by the mean distance between a pest patch and all predator patches in the landscape, whereas for poorly dispersing predators the distance between a pest patch and the nearest predator patch is the best explanatory variable. In conclusion, the spatial arrangement of source habitats for natural enemies of agricultural pest species can have profound effects on their potential to colonize crops and suppress pest populations."
2020-05-17,Keep,TRUE,R_6AvqPLCroIlK3Hr,GV,Spatial variability in ecosystem services: simple rules for predator-mediated pest suppression,Strictly simulation study focused on terrestrial patchy landscapes for agricultural pests and predators of those pests.,"Examined effects of the following on pest control: spatial arrangement of landscape of patches of pests and predators, dispersal ability of predators. This was purely a simulation study, and this made it hard to code.",,0,"Pest population,Predator population",0,Other,FALSE,Spatial arrangement of landscape,TRUE,FALSE,Bianchi,ECOLOGICAL APPLICATIONS,2010,"Agricultural pest control often relies on the ecosystem services provided by the predators of pests. Appropriate landscape and habitat management for pest control services requires an understanding of insect dispersal abilities and the spatial arrangement of source habitats for pests and their predators. Here we explore how dispersal and habitat configuration determine the locations where management actions are likely to have the biggest impact on natural pest control. The study focuses on the early colonization phase before predator reproduction takes place and when pest populations in crops are still relatively low. We developed a spatially explicit simulation model in which pest populations grow exponentially in pest patches and predators disperse across the landscape from predator patches. We generated 1000 computer-simulated landscapes in which the performance of four typical but different predator groups as biological control agents was evaluated. Predator groups represented trait combinations of poor and good dispersal ability and density-independent and density-dependent aggregation responses toward pests. Case studies from the literature were used to inform the parameterization of predator groups. Landscapes with a small nearest-neighbor distance between pest and predator patches had the lowest mean pest density at the landscape scale for all predator groups, but there can be high variation in pest density between the patches within these landscapes. Mobile and strongly aggregating predators provide the best pest suppression in the majority of landscape types. Ironically, this result is true except in landscapes with small nearest-neighbor distances between pest and predator patches. The pest control potential of mobile predators can best be explained by the mean distance between a pest patch and all predator patches in the landscape, whereas for poorly dispersing predators the distance between a pest patch and the nearest predator patch is the best explanatory variable. In conclusion, the spatial arrangement of source habitats for natural enemies of agricultural pest species can have profound effects on their potential to colonize crops and suppress pest populations."
2020-05-17,Keep,FALSE,R_6RqNYnqyvmVocH7,AIS,Spatially explicit quantification of the interactions among ecosystem services,,,,1,"NPP,water yield,soil conservation",0,"Other,Climate",FALSE,"DEM, NDVI, soil properties",TRUE,FALSE,Li,LANDSCAPE ECOLOGY,2017,"Human demands for ecosystem services (ES) have tremendously changed the landscape and led to degradation of ecosystems and associated services. The resolving of current eco-environmental problems calls for better understanding of the spatially explicit ES interactions to guide targeted land-use policy-making. We propose a framework to map ES in continuous time-series, based on which we further quantify interactions among multiple ES. The supply of three key ES-soil conservation (SC), net primary production (NPP) and water yield (WY)-were quantified and mapped at fine-resolution from 2000 to 2013 using easily-accessible spatial data. Pairwise ES interactions were quantified using a spatio-temporal statistical method. Spatio-temporal analyses of ES dynamics illustrated that the supply of the three ES increased over the past 14 years in northern Shaanxi, where land cover dramatically changed owing to the wide-range ecological restoration projects. Our results also revealed that ES interactions varied across locations due to landscape heterogeneity and climate difference. In the arid and semi-arid area, synergies among ES (e.g., SC vs. WY) tended to dominate in grassland, while in artificial lands ES were prone to show trade-offs. In the semi-humid area, pairwise ES (e.g., NPP vs. WY) in woodland tended to present synergies. The spatio-temporal variation of ES and their interactions resulted from coupling effect of human-induced climate and land-use change. In the long-term, spatially explicit quantification of ES interactions can help identify spatial heterogeneity in ES trade-offs and synergies, and inform regional targeted land-use policy adjustment and sustainable ecosystem management."
2020-05-17,Keep,FALSE,R_scxMja3EHUsEyYx,LB,Sustainable viticulture: The carbon-sink function of the vineyard agro-ecosystem,,,,0,Net C balance,0,Climate,FALSE,,TRUE,FALSE,Brunori,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,2016,"In addition to food production, tree crop-based agrosystems can provide other ecosystem services (ES) such as soil fertility maintenance, soil and water retention and landscape preservation. Tree crops can also act as carbon (C) storage facilities and climate change mitigating systems. We focus on the nature of viticulture as a provider of ES, in particular C storage. This study has been carried out focusing on two different wine-grape growing areas in central Italy (Latium region; natural and peri-urban hilly areas) where the vines (Vitis vinifera sativa L., cv Merlot) were cultivated according to two different management techniques (conventional vs organic farming). Grapevine C storage levels were analyzed in the two main vine C pools during the 2011 and 2012 growing seasons, i.e., above-ground and below-ground biomass, in accordance with the Net Ecosystem Production (NEP) methodology. In order to quantify C sequestration at the vineyard level, we determined soil C sequestration and soil functionality through the measurement of Total Organic Carbon (TOC), microbial biomass and soil and grapevine root respiration. To conclude, the net C balance was assessed at both the grapevine and the vineyard scale. Although the highest dry matter partitioning in the grapevines was measured in the above-ground organs, the root systems contributed to between 9 and 26% of the total vine C fixation. The soil's C fixation was maximized in the organically managed vineyards (73.35 tC ha(-1)). The CO2 sequestration of one hectare of vineyard ranged between 5.72 (+/-0.07) and 7.23(+/-1.11)tC ha(-1) year(-1). Soil respiration represented the main (99%) CO2 emission source in the vineyard agro-ecosystems. The Principal Component Analysis (PCA) indicated that the soil physical characteristics, the grapevine's biological properties, and the vineyard's management techniques, like those handling the inter-row space that highly differ in the organic and conventional farming, turned out to be the main factors influencing the soil's C storage and consequently the vineyard's C balance. Together, these findings prove that vineyards can act as C sinks, if properly managed. Furthermore, vineyards could represent a crucial cropping system able to provide pivotal ecological services such as carbon dioxide sequestration. Viticulture can also contribute to the preservation and regulation of natural resources -, such as soil and agricultural landscapes, according to the new European Commune Agricultural Policy (CAP). (C) 2016 Elsevier B.V. All rights reserved."
2020-05-17,Keep,FALSE,R_9YmKoU0OYdYSd3j,NBD,Temporal variation and spatial scale dependency of ecosystem service interactions: a case study on the central Loess Plateau of China,,,,0,"habitat quality,net primary productivity,water yield,evapotranspiration,recreation capacity",0,Climate,FALSE,,TRUE,FALSE,Hou,LANDSCAPE ECOLOGY,2017,"An important feature of ecosystem service interaction is that it changes over time and across spatial scales. This research aims to find which ecosystem service interactions temporally vary and depend on spatial scale. We calculated six ecosystem services of the Baota District on the central Loess Plateau of China for 2000, 2005, and 2010. Furthermore, we quantified the interactions among these services at the beginning and after the end of the first phase of the Grain for Green Program in this area, and across the pixel scale of 1 km(2) and the town scale. Water yield decreased significantly, and habitat quality, net primary productivity, and evapotranspiration increased significantly across different land use types from 2000 to 2005. The synergy between food productivity and water yield, and the trade-off between water yield and evapotranspiration, greatly reduced from 2000 to 2010 at the pixel scale. Water yield was a trade-off to habitat quality, NPP, and recreation capacity in 2000 at the pixel scale while a synergy to the three services in 2010. The synergies between habitat quality and NPP, evapotranspiration, and recreation capacity at the pixel scale were enhanced from 2000 to 2010. Changes in the direction or significance of correlations among ecosystem services were observed across the pixel and town scales in 2000 and 2010. This study contributes to increasing the understanding of the temporal variation of ecosystem service interactions caused by regional ecological restoration programs, and the spatial scale dependency of the interactions."
2020-05-17,Keep,FALSE,R_3sabt8BWgvBpBv5,SDJ,Terrestrial isopods as bioindicators for environmental monitoring in olive groves and natural ecosystems,measured isopod abundance across 4 differently managed olive grove farms to determine their role as bioindicator for environmental quality ,,found 7 isopod species ,0,environmental quality,0,,TRUE,"different olive grove types could be considered land use or management type (organic, conventional, abandoned, natural areas)",TRUE,FALSE,Solomou,JOURNAL OF NATURAL HISTORY,2019,"Terrestrial isopods (Crustacea: Isopoda: Oniscidea) are an important component of biodiversity as they constitute useful bioindicators for monitoring environmental quality in a variety of natural and agricultural ecosystems. In the present study, the predictive strength of several important components of biodiversity (e.g. herbaceous and woody plants, etc.) and agro-environmental factors for isopod species richness in each management system of olive groves and a natural ecosystem in central Greece was investigated. Our study highlights an increase in isopod species richness with increasing air humidity, woody plant species richness and soil organic matter in organic olive groves. It is noteworthy that woody plant species richness could be utilised as the best candidate for monitoring isopod species richness. In the conventional olive groves, isopod species richness decreases possibly due to herbicide and inorganic fertiliser application. In abandoned olive groves, isopod species richness increases with increasing soil plant litter and pH. Moreover, soil organic matter has been proved to be a positive indicator of isopod species richness in maquis ecosystems. The species Porcellio laevis can be regarded as an indicator for organic olive groves. Conclusively, this paper contributes to the integration of biodiversity conservation with ecologically sustainable agriculture, conservation of agroecosystem and natural ecosystem services and preserving landscape."
2020-05-17,Keep,FALSE,R_eRwdF7L0jVVOQoN,KCG,The benefits of hedgerows for pollinators and natural enemies depends on hedge quality and landscape context,Paired block design of field with different hedgerow compositions ,,,0,Invertebrate abundance (natural enemies),0,Other,FALSE,,TRUE,FALSE,Garratt,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,2017,"Ecological intensification advocates the harnessing of regulating and supporting ecosystem services to promote more sustainable food production, and this relies on effective management of non-cropped habitats. Hedgerows are an important component of the landscape in many farming systems across the world, management of which provides a potential mechanism to enhance ecological intensification. Here we investigate the value of hedgerows in Southern England as a source of functionally important taxa, and how hedgerow quality and local landscape composition impact on their potential contribution to sustainable agriculture in arable landscapes. We show that hedgerows are a source habitat for many natural enemies which spill over into neighbouring fields, and that hedgerows provide a valuable forage resource and corridor for movement of pollinators. Hedgerow quality affects these benefits and continuous unbroken hedgerows, with a high diversity of woody species, are more valuable for the provision of bumblebees and Linyphiid spiders, while the presence of trees within the hedgerow supports Lycosid spiders. Floral resources, beyond the woody hedgerow species themselves, are also a key forage resource for hoverflies. The impact of these hedgerows on invertebrate abundance is moderated by local landscape, and hedgerows are a more valuable forage resource for pollinators in more intensely managed landscapes. Our study shows that in order to support abundant and a broad range of natural enemies and pollinators in agricultural landscapes, both hedgerows and local semi-natural habitats need to be protected and managed. The benefit of hedgerows, as a habitat for functionally important taxa depends on hedgerow quality and management practices such as avoiding gaps, high hedge species diversity and maintaining an abundant understory of plants, can improve their value for ecological intensification."
2020-05-17,Keep,TRUE,R_32486uJXjAWzR26,LD,Using citizen scientists to measure an ecosystem service nationwide,"To quantify the impact of different dung decompos- ers, we targeted 82 cattle farms across Finland (Fig. 1). This large-scale experiment was conducted in collabo- ration with citizen scientists from the 4H Federation of Finland, a youth organization with 79000 members distributed across the Finnish countryside.","For the time question, they sampled multiple points (days) over the course of the experiment - 6 sample points in 60 days. They were trying to tease apart taxon-specific effects. Interesting: The current observations of the impact of dor beetles offer large-scale proof for previous findings obtained at smaller spatial scales: that dung beetle species of high body mass may be disproportionately important for sustaining an overall ecosystem service in both temper- ate (Rosenlew and Roslin 2008) and tropical regions (Larsen et al. 2005, Slade et al. 2007, 2011). The fate of a major ecosystem service may then hinge disproportion- ately on the fate of individual, large-sized species—a finding with profound consequences for conservation priorities. Overall, we note that our general approach of estimating functional contributions of decomposer taxa as differences in mass among dung pats to which they had vs. lacked access relies on the explicit assumption that relevant taxa were present across sites. For pat- dwelling dung beetles in the genus Aphodius, this assumption was verified through direct sampling of five bait pats (see above and Appendix B). For earthworms and dor beetles, the sampling techniques employed will suffice to establish neither their presence nor their abundance. ****FLAG AS AN INNOVATIVE APPROACH TO SCALE UP ES RESEARCH - citizen science experiments *****","decomposers and different treatments of them. xperimental treatments were implemented: (1) cow pats exposed to all local decomposers, (2) pats from which the burying activity of dor beetles (genus Geotropes) was blocked, (3) pats from which dor beetles were completely excluded, (4) pats from which both dor beetles and earthworms were excluded, and5) pats from which all local decomposers were excluded.",0,dung decomposition,0,Other,FALSE,rainfall,TRUE,FALSE,Kaartinen,ECOLOGY,2013,"The decomposition of dung constitutes an ecosystem service of massive proportions. Previous studies addressing how it depends on individual invertebrate taxa have been focused on small spatial scales, neglecting the impact of large-scale factors like climate. Here, we use the concept of citizen science to quantify taxon-specific contributions to dung decomposition at the level of a nation. Young people across Finland manipulated the decomposer communities of cow pats, then measured changes in pat mass over the grazing season. In southern Finland most (90%) of the cattle dung hitting pastures decomposed in just two months, whereas 1100 km to the north the corresponding fraction was smaller (74%). Of the total invertebrate-caused decomposition (13% of dung pat mass, independent of latitude), large tunneling dor beetles in the genus Geotrupes account for 61%, hence removing dung twice as fast as do smaller dung-dwelling beetles and earthworms. Overall, this paper illustrates how ecologists may direct citizen scientists to implement massive ecological experiments. Compared to an approach based purely on professional scientists, we saved three-quarters of the costs. Ultimately, citizen science may offer a key tool for testing current ecological theories at relevant spatial scalesand for disseminating these theories in the process."
2020-05-17,Keep,TRUE,R_3QXJSMkNbmrftx5,TK,Using citizen scientists to measure an ecosystem service nationwide,,,,0,dung decomposition,1,,FALSE,,FALSE,TRUE,Kaartinen,ECOLOGY,2013,"The decomposition of dung constitutes an ecosystem service of massive proportions. Previous studies addressing how it depends on individual invertebrate taxa have been focused on small spatial scales, neglecting the impact of large-scale factors like climate. Here, we use the concept of citizen science to quantify taxon-specific contributions to dung decomposition at the level of a nation. Young people across Finland manipulated the decomposer communities of cow pats, then measured changes in pat mass over the grazing season. In southern Finland most (90%) of the cattle dung hitting pastures decomposed in just two months, whereas 1100 km to the north the corresponding fraction was smaller (74%). Of the total invertebrate-caused decomposition (13% of dung pat mass, independent of latitude), large tunneling dor beetles in the genus Geotrupes account for 61%, hence removing dung twice as fast as do smaller dung-dwelling beetles and earthworms. Overall, this paper illustrates how ecologists may direct citizen scientists to implement massive ecological experiments. Compared to an approach based purely on professional scientists, we saved three-quarters of the costs. Ultimately, citizen science may offer a key tool for testing current ecological theories at relevant spatial scalesand for disseminating these theories in the process."
2020-05-17,Keep,TRUE,R_2dWubSmBsL1PhRO,AK,When things don't add up: quantifying impacts of multiple stressors from individual metabolism to ecosystem processing,It doesn't establish where the study takes place but authors are from NA and Europe,,,0,leaf litter decomposition,0,Other,FALSE,Temperature,TRUE,FALSE,Galic,ECOLOGY LETTERS,2018,"Ecosystems are exposed to multiple stressors which can compromise functioning and service delivery. These stressors often co-occur and interact in different ways which are not yet fully understood. Here, we applied a population model representing a freshwater amphipod feeding on leaf litter in forested streams. We simulated impacts of hypothetical stressors, individually and in pairwise combinations that target the individuals' feeding, maintenance, growth and reproduction. Impacts were quantified by examining responses at three levels of biological organisation: individual-level body sizes and cumulative reproduction, population-level abundance and biomass and ecosystem-level leaf litter decomposition. Interactive effects of multiple stressors at the individual level were mostly antagonistic, that is, less negative than expected. Most population- and ecosystem-level responses to multiple stressors were stronger than expected from an additive model, that is, synergistic. Our results suggest that across levels of biological organisation responses to multiple stressors are rarely only additive. We suggest methods for efficiently quantifying impacts of multiple stressors at different levels of biological organisation."
2020-05-17,Keep,TRUE,R_b2An512Hq1gvkpH,GV,When things don't add up: quantifying impacts of multiple stressors from individual metabolism to ecosystem processing,"Strictly simulations with hypothetical stressors (drivers) driving change at different levels in a population, all the way up to the service of leaf litter decomposition.",,,1,Decomposition of leaf litter in freshwater systems,0,Other,FALSE,Hypothetical stressors (abstract and vague),TRUE,FALSE,Galic,ECOLOGY LETTERS,2018,"Ecosystems are exposed to multiple stressors which can compromise functioning and service delivery. These stressors often co-occur and interact in different ways which are not yet fully understood. Here, we applied a population model representing a freshwater amphipod feeding on leaf litter in forested streams. We simulated impacts of hypothetical stressors, individually and in pairwise combinations that target the individuals' feeding, maintenance, growth and reproduction. Impacts were quantified by examining responses at three levels of biological organisation: individual-level body sizes and cumulative reproduction, population-level abundance and biomass and ecosystem-level leaf litter decomposition. Interactive effects of multiple stressors at the individual level were mostly antagonistic, that is, less negative than expected. Most population- and ecosystem-level responses to multiple stressors were stronger than expected from an additive model, that is, synergistic. Our results suggest that across levels of biological organisation responses to multiple stressors are rarely only additive. We suggest methods for efficiently quantifying impacts of multiple stressors at different levels of biological organisation."
