assess_date,exclude,doublerev,ResponseId,Init,Title,GenInfo,SurveyNotes,KremenNotes,KT_None,Response,KT_ESPs,Driver_Bio,flag_otherBio,OtherDriver_Bio,ESP_type,KT_Community_structure,flag_KTstructure,flag_structure_explanation,FirstAuthor,SourcePublication,PublicationYear,Abstract
2020-04-18,Keep,FALSE,R_eOKpUdG4poM32WR,AIS,Low tolerance of New Caledonian secondary forest species to savanna fires,,,,0,secondary forest fire tolerance,0,Other,FALSE,"bark thickness, tree height",,1,TRUE,Structure checked; ESP type and driver keywords do NOT suggest structure,Ibanez,JOURNAL OF VEGETATION SCIENCE,2013,"Questions How do early secondary successional forest species that grow in savannas differ in their tolerance to surface fires? What are the consequences of these fire tolerances for savannaforest dynamics and landscape management? Location Anthropogenic savannas in the New Caledonian biodiversity hotspot (SW Pacific). Methods We estimated the range of fire intensity in New Caledonian savannas using field survey of fuels and the BehavePlus fire behaviour model. Within the predicted range of fire line intensity, we assessed theoretical fire injury to the cambium and crown for 11 species: the dominant tree of New Caledonian savannas (Melaleuca quinquenervia) and early secondary successional forest species. Using empirical models, for each species we estimated cambium damage from depth of necrosis (as a function of fire line intensity and fire residence time) and bark thickness, and crown damage from scorch height (as a function of fire line intensity) and tree height. We compared bark thickness and tree height increment patterns among species as well as species potential fire tolerance. Results The 11 species had very contrasting capacity to avoid fire injury to the bole cambium due to differences in bark investment patterns, but were all very exposed to scorching and crown injury. Overall, most of sampled individuals are likely top-killed by low intensity fires (<1000 kW.m-1), which are frequent according to our simulations. Conclusions The early secondary successional forest species growing in New Caledonian savannas are poorly adapted to fire, in comparison with literature on worldwide trees in savannas. As a result, their juveniles are unlikely to reach adult size in fire-prone areas. Restoration using the most fire-tolerant species and fire prevention may be complementary strategies to manage such tropical landscapes in order to conserve biodiversity and ecosystem services."
2020-04-18,Keep,TRUE,R_1rpjuUq1KH7L696,KCG,Mammal diversity influences the carbon cycle through trophic interactions in the Amazon,"Unit of replication is transects, not plots","This paper seems like an excellent example of ESPs, functions, and services. ",,0,"Carbon per tree, soil carbon, carbon per area",1,Service Provider (Q17),FALSE,,"Multiple ESP species [e.g., multiple focal ESP species]",0,TRUE,Not checked; ESP type or keywords suggest structure,Sobral,NATURE ECOLOGY & EVOLUTION,2017,"Biodiversity affects many ecosystem functions and services, including carbon cycling and retention. While it is known that the efficiency of carbon capture and biomass production by ecological communities increases with species diversity, the role of vertebrate animals in the carbon cycle remains undocumented. Here, we use an extensive dataset collected in a high-diversity Amazonian system to parse out the relationship between animal and plant species richness, feeding interactions, tree biomass and carbon concentrations in soil. Mammal and tree species richness is positively related to tree biomass and carbon concentration in soil-and the relationship is mediated by organic remains produced by vertebrate feeding events. Our research advances knowledge of the links between biodiversity and carbon cycling and storage, supporting the view that whole community complexity-including vertebrate richness and trophic interactions-drives ecosystem function in tropical systems. Securing animal and plant diversity while protecting landscape integrity will contribute to soil nutrient content and carbon retention in the biosphere."
2020-04-18,Keep,TRUE,R_1ohcLMajY8ggLT8,TK,Mammal diversity influences the carbon cycle through trophic interactions in the Amazon,,,,0,"soil carbon, carbon in trees per area",1,Service Provider (Q17),FALSE,,"Across species  [e.g. community structure, diversity]",1,FALSE,,Sobral,NATURE ECOLOGY & EVOLUTION,2017,"Biodiversity affects many ecosystem functions and services, including carbon cycling and retention. While it is known that the efficiency of carbon capture and biomass production by ecological communities increases with species diversity, the role of vertebrate animals in the carbon cycle remains undocumented. Here, we use an extensive dataset collected in a high-diversity Amazonian system to parse out the relationship between animal and plant species richness, feeding interactions, tree biomass and carbon concentrations in soil. Mammal and tree species richness is positively related to tree biomass and carbon concentration in soil-and the relationship is mediated by organic remains produced by vertebrate feeding events. Our research advances knowledge of the links between biodiversity and carbon cycling and storage, supporting the view that whole community complexity-including vertebrate richness and trophic interactions-drives ecosystem function in tropical systems. Securing animal and plant diversity while protecting landscape integrity will contribute to soil nutrient content and carbon retention in the biosphere."
2020-04-18,Keep,FALSE,R_T8hA2FtQncJV6kV,CW,Mapping social-ecological vulnerability to inform local decision making,"Used a previously published model from the lead author to model fishing effort and ecological exposure around Moorea, collected data on spatially explicit indicators in a 6-month window, and used census data for social component","Paper talks about feedbacks but doesn't measure them directly. The way Q12 is structured doesn't seem well suited to capture studies like this one that provide wall-to-wall maps of ES's/resilience/vulnerability. Because it's a spatial study, it inherently addresses scale, but it's also tricky to answer Q9 for this (e.g. there are no ""plots""). Ecological vulnerability and social vulnerability are not correlated in the same way consistently across space. The authors use indices for all three response variables of interest (socio-ecological vulnerability, ecol. vulnerability, and social vulnerability) with multiple factors underlying those indices. Ecological resilience index is based on a normalized ""intrinsic vulnerability to fishing index"" [from another model] and fish assemblage data; socio indices based on 11 indicator that they lumped into 5 components (spatial mobility, materials assets, occupational mobility, attachment, and education). All response indices are on a 0 to 1 (low to high) scale. A reader would have to dig into the supplemental material and references to fully understand how and which data are used, how models work, etc.  ",Authors write they use fish count data but don't provide details on how many spp,0,"Socio-ecological vulnerability, Social vulnerability, ecological vulnerability",1,Service Provider (Q17),FALSE,,"Across species  [e.g. community structure, diversity]",0,TRUE,Not checked; ESP type or keywords suggest structure,Thiault,CONSERVATION BIOLOGY,2018,"An overarching challenge of natural resource management and biodiversity conservation is that relationships between people and nature are difficult to integrate into tools that can effectively guide decision making. Social-ecological vulnerability offers a valuable framework for identifying and understanding important social-ecological linkages, and the implications of dependencies and other feedback loops in the system. Unfortunately, its implementation at local scales has hitherto been limited due at least in part to the lack of operational tools for spatial representation of social-ecological vulnerability. We developed a method to map social-ecological vulnerability based on information on human-nature dependencies and ecosystem services at local scales. We applied our method to the small-scale fishery of Moorea, French Polynesia, by combining spatially explicit indicators of exposure, sensitivity, and adaptive capacity of both the resource (i.e., vulnerability of reef fish assemblages to fishing) and resource users (i.e., vulnerability of fishing households to the loss of fishing opportunity). Our results revealed that both social and ecological vulnerabilities varied considerably through space and highlighted areas where sources of vulnerability were high for both social and ecological subsystems (i.e., social-ecological vulnerability hotspots) and thus of high priority for management intervention. Our approach can be used to inform decisions about where biodiversity conservation strategies are likely to be more effective and how social impacts from policy decisions can be minimized. It provides a new perspective on human-nature linkages that can help guide sustainability management at local scales; delivers insights distinct from those provided by emphasis on a single vulnerability component (e.g., exposure); and demonstrates the feasibility and value of operationalizing the social-ecological vulnerability framework for policy, planning, and participatory management decisions."
2020-04-18,Keep,FALSE,R_22tef5kZ0vtkJSr,GV,More is more? Forest management allocation at different spatial scales to mitigate conflicts between ecosystem services,,Good example of tradeoffs between services and across spatial scales,"Only focuses on timber producing trees, but focuses on management of cutting not really about the biology of the trees",0,"carbon storage,timber production",0,,FALSE,,"Multiple ESP species [e.g., multiple focal ESP species]",0,TRUE,Not checked; ESP type or keywords suggest structure,Pohjanmies,LANDSCAPE ECOLOGY,2017,"Multi-objective management can mitigate conflicts among land-use objectives. However, the effectiveness of a multi-objective solution depends on the spatial scale at which land-use is optimized. This is because the ecological variation within the planning region influences the potential for site-specific prioritization according to the different objectives. We optimized the allocation of forest management strategies to maximize the joint production of two conflicting objectives, timber production and carbon storage, at increasing spatial scales. We examined the impacts of the extent of the planning region on the severity of the conflict, the potential for its mitigation, and the strategies that were identified as optimal. Using forecasted data from a forest simulator, we constructed Pareto frontiers optimizing the joint provision of the objectives in production forests in Finland. Optimization was conducted within increasing hierarchical spatial scales and outcomes were compared in terms of the severity of the conflict and the solution to mitigate it. The trade-offs between timber production and carbon storage appeared less severe and could be mitigated more effectively the larger the planning regions were, but the improvements became minor beyond the scale of 'large forest holding'. The results thus indicate that this scale, approximately 100 stands or 200 ha, is large enough to effectively mitigate the conflict between timber production and carbon storage. Management planning over relatively small forest areas (200 ha) can mitigate ecosystem service trade-offs effectively. Thus the effective use of multi-objective optimization tools may be feasible even in small-scale forestry."
2020-04-18,Keep,FALSE,R_3Ia7Pdvz5zwqLHG,TM,New Forests from the Twentieth Century are a Relevant Contribution for C Storage in the Iberian Peninsula,,,,0,"Carbon stock, growth rates",0,Other,FALSE,Forest type,,1,TRUE,Structure checked; ESP type and driver keywords do NOT suggest structure,Vila-Cabrera,ECOSYSTEMS,2017,"Land-use changes are one of the major drivers of global change. In many developed countries socioeconomic changes have induced forest expansion during the last centuries, with still seldom explored implications for ecosystem services. We assessed the growth rate and the contribution of these ""new forests"" on C storage under the imprint of land-use history from Mediterranean to temperate forests in two biogeographical regions in the Iberian Peninsula, using data from 6422 plots of the Spanish National Forest Inventory (1986-2007) and the land-cover map of 1956 to distinguish among pre-existing and new forests (appeared after 1956). Almost a quarter of current forests were new forests and they represented 22% of the total C pool. New forests maintained similar C stocks than pre-existing ones (similar to 45 Mg ha(-1)), but they are growing at rates 25% faster. Considering the whole Spanish forested territory, the new forest growth rate would offset around 9% of the rate of total C emitted in Spain between 1986 and 2007. The effects of land-use history on forest growth and C stocks varied with environmental conditions (for example, growth of new forests in areas with less water availability was higher than in pre-existing ones), supporting the idea that agricultural legacies may prevail in the long term. In a time when European forests exhibit the first signs of carbon sink saturation, our study endows a relevant ecological role to new forests appearing in the second half of the twentieth century."
2020-04-18,Keep,FALSE,R_9EqCanRz5Ek5Msh,IS,Non-linear effects of pesticide application on biodiversity-driven ecosystem services and disservices in a cacao agroecosystem: A modeling study,modeling only but did model yield of cacao (ES),strictly modelling paper but did model cacao yield as ES and also focused on two ESPs,two beneficial insects: a hymenopteran egg–parasitoid and a ceratopogonid pollinator,0,yield,1,Other,FALSE,"modeled influences of 3 organisms: 2 beneficial insects, 1 crop pest","Multiple ESP species [e.g., multiple focal ESP species]",0,TRUE,Not checked; ESP type or keywords suggest structure,Sabatier,BASIC AND APPLIED ECOLOGY,2013,"Growing concerns have been raised regarding the effects of disturbance due to agricultural practices on associate biodiversity and on the ecosystem services that biodiversity provides. Surprisingly little is known about the effects of such disturbances on complex agroecosystems with multiple interacting species. The aim of this study was to assess the effects of management by pesticide spraying on the productive outputs and the ecological functioning of a cacao agroecosystem. We built a mechanistic dynamic model including the dynamics of the crop, a pest (Cacao Pod Borer, Conopomorpha cramerella) and two beneficial insects: a hymenopteran egg-parasitoid and a ceratopogonid pollinator. Using this model, we tested the effects of a range of pesticide types characterized by their impacts on both the Cacao Pod Borer and the beneficial insects. Our results showed that yield strongly varies according to both pesticide type and timing of pesticide application. The type of pesticide had a strong influence on the flexibility of management. No simple spraying decision rule led to maximal yields for all types of pesticide. Although optimal spraying strategies differed with the type of pesticide used, they all showed a similar pattern, i.e. they limited and postponed the Cacao Pod Borer population peak while limiting the negative impacts on beneficial organisms. The results highlight the non-trivial effects of pesticide application in complex agroecosystems where associated biodiversity provides both ecosystem services and disservices. They illustrate the critical importance of providing good information to farmers on pesticide management because the use of pesticides can have a negative effect on production by decreasing ecosystem services such as pollination."
2020-04-18,Keep,FALSE,R_1fkB1rwYxOTFPbB,JL,Organic farming and host density affect parasitism rates of tortricid moths in vineyards,,"Feedbacks are complicated: they quantify parisitoids as a metric of biocontrol success and ask how land/use management affect parisitoids. Although they do not look at the effect of parasitoids on pest occupancy/health directly (meaning it is not an ESP DRIVER here), it could still be considered an ESP conceptually; and they DO look at how at how a separate ES metric (pest abundance) affects parisitioids... i.e. ES effect on ESP.","Technically the study uses multiple ESP species and community composition as direct measures of the ES (ESP response, as opposed to driver)... so there are no ESP drivers reported in the table, pest and parisitoids are rather incorporated as ecosystem disservices/services",0,"pest attack rate, pest community composition, pest parasitism rate (i.e. biocontrol success)",1,,FALSE,,"Multiple ESP species [e.g., multiple focal ESP species],Across species  [e.g. community structure, diversity]",0,TRUE,Not checked; ESP type or keywords suggest structure,Rusch,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,2015,"Natural pest control by predators and parasitoids is an important ecosystem service supporting crop production. It is now well known that the proportion of semi-natural habitats as well as organic farming enhance abundance and species richness of natural enemies in agroecosystems. However, few studies have examined how these environmental variables affect natural pest control services. Moreover, most studies have been performed in annual cropping systems and almost nothing is known about the effect of landscape complexity and organic farming in perennial crops, which differ greatly from annual ones in terms of disturbance regimes. In this study, we analyzed how landscape composition and farming systems affect abundance of insect pests of grape and their parasitism rates in 79 vineyards in southwestern France. Our results show that farming systems and host density affect biological control of tortricid moths by their parasitoids. Surprisingly, organic fields had lower parasitism rates compared to conventional ones and this rate was negatively correlated to host density at the field scale. We also found that moth community composition depended on the proportion of grapevine crop in the landscape in a 1 km radius but that pest abundance and parasitism rates did not change with landscape complexity. Our results suggest that some farming practices that are frequent in organic farming, such as organic-certified insecticides, copper or sulfur, can reduce parasitoid populations and thus limit biological control in vineyards. Negative density dependence relationship between parasitism rates and host abundance suggest a dilution effect of the biological control potential at the landscape scale and potential mechanisms such as variable parasitoid population sizes, relatively limited female longevity or fecundity, as well as increase in handling time. Further research on the effect of organic and conventional farming practices are now needed to provide a more mechanistic understanding of how these agricultural practices shape ecological processes such as biological control of pests. (C) 2015 Elsevier B.V. All rights reserved."
2020-04-18,Keep,FALSE,R_28ZM6opDBGwIGCX,CK,Organic farming at local and landscape scales fosters biological pest control in vineyards,,,,0,"Egg predation, larval removal, weed seed removal",0,,FALSE,,,1,TRUE,Structure checked; ESP type and driver keywords do NOT suggest structure,Muneret,ECOLOGICAL APPLICATIONS,2019,"While organic farming practices, which are often promoted as models of ecological intensification, generally enhance biodiversity, their effects on the delivery of ecosystem services, such as biological pest control, are still unknown. Here, using a multi-scale hierarchical design in southwestern France, we examined the effects of organic farming and seminatural habitats at the local and landscape scales on biological control services of three pests, including weeds and insects, in 42 vineyards. Organic farming at the local and landscape scales was beneficial to the mean and temporal stability of biological control services, while the proportion of seminatural habitats in the landscape reduced the level of biological pest control potential. The effects of organic farming and seminatural habitats across spatial scales varied with the type of prey considered and with time. Egg moth removal rates were higher in fields under organic management compared to conventional management while weed seed removal rates increased with the proportion of organic farming in the landscape. Larval removal rates as well as seed removal rates were always more stable within time in organic fields than in conventional fields. Moreover, independently of farming system type, local variables describing the agricultural management intensity, such as pesticide use or crop productivity, were also found to be important variables explaining levels of biological control services. Pesticide use tended to reduce biological control potential, while crop productivity was associated with contrasting biological control responses depending on the pest type. Our study demonstrates the need to target multiple spatial scales and to consider farming practices, as well as the proportion of seminatural habitats, to design functional landscapes that optimize biological pest control services."
2020-04-18,Keep,FALSE,R_es5TYGF5ZsgBYqt,CW,Organic farming promotes biotic resistance to foodborne human pathogens,"Surveyed above and below ground beetle communities at 70 farm sites along US West Coast (WA, OR and CA), paired with complementary lab microcosm experiments to measure pig feces removal rates by beetles collected with organic farm sites vs. conventional farm sites. Can't find how many feces removal microcosm reps used. 4 reps per farm soil treatment (16 farms?) for soil community (bacterial diversity) microcosm experiment. Data collected over two years, but they do not model effect of time (it's more they needed that amount of time to sample all of their sites). Use a geospatial data layer to quantify land cover type (e.g. wetland, grassland, etc.) surrounding each farm.","Everything measured in this study, even soil community biodiversity, is in relation to potential to mitigate pathogen spread to food through feces in crop fields (i.e. it's all about food safety risk). So only counting y-vars towards soil protection ES (e.g. not counting diversity response towards maintenance of options ES). The general result is organic farming improves below ground beetle diversity, greater beetle diversity associated with more feces removal, reduced E. coli levels. Farm management levels are conventional, organic, and integrated. They have an SEM for above and below ground farm mgmt-beetle-soil content-feces relationships.  ",,0,"E. coli levels,Feces removal rate",1,Service Provider (Q17),FALSE,,"Across species  [e.g. community structure, diversity]",0,TRUE,Not checked; ESP type or keywords suggest structure,Jones,JOURNAL OF APPLIED ECOLOGY,2019,"Farmland biodiversity benefits pollination, biological control and other key ecosystem services. Food safety has been seen as an exception to this broader pattern, as diverse farmlands attract wildlife that vector foodborne human pathogens. Resulting mitigation efforts thus often seek to deter wildlife by removing natural habitats, while also excluding vertebrate livestock. However, surprising recent evidence suggests that farm simplification actually increases the likelihood that produce will be contaminated with human pathogens. Here, we consider the possibility that intensified agriculture harms faeces-feeding (coprophagous) beetles and bacteria, which could contribute to heightened food-safety risk. In 70 commercial vegetable fields spanning the US west coast, using either organic or conventional farming methods, we surveyed coprophages both above- and below-ground. We also measured removal rates of the faeces of Sus scrofa, which vectors foodborne pathogens both as livestock and as feral wildlife. Above-ground, organic farms fostered dung beetle species that removed S.scrofa faeces more rapidly than was seen on conventional farms, although this benefit was weakened in simplified landscapes dominated by pasture and an introduced dung beetle. Below-ground, organic farming encouraged significantly higher biodiversity among soil bacteria. Organic farming similarly benefitted dung beetles and bacteria on farms that produced livestock alongside vegetables, or vegetables alone. Complementary laboratory experiments revealed that the dung beetle species and biodiverse bacterial assemblages typical of organic farms were significantly more effective at suppressing human-pathogenic Escherichia coli O157:H7, compared to coprophage communities associated with conventional farms. This suggests that farm management practices, coprophage conservation, and human-pathogen suppression might be linked.Synthesis and applications. Altogether, our results indicate that insects and microbes can rapidly remove faeces, with the potential to also decrease the persistence of human pathogens. In turn, this suggests that improved food safety may be an important, and perhaps underappreciated, ecosystem service that is enhanced by on-farm biodiversity. We recommend that farm managers and regulators consider the risks and benefits to coprophages when making management decisions regarding food safety. Altogether, our results indicate that insects and microbes can rapidly remove faeces, with the potential to also decrease the persistence of human pathogens. In turn, this suggests that improved food safety may be an important, and perhaps underappreciated, ecosystem service that is enhanced by on-farm biodiversity. We recommend that farm managers and regulators consider the risks and benefits to coprophages when making management decisions regarding food safety. Editor's Choice"
2020-04-18,Keep,FALSE,R_10wqdzUR7cNlcKG,CW,"Partitioning spatial, environmental, and community drivers of ecosystem functioning","Sampled 36 stream sites across 3 regions in Sweden, no manipulations applied to streams, site selected based on location and quality (reference vs. more human influenced), selected for environmental gradients within each of 3 regions, but anthro activity within each region varied; use trait data from online databases or other published studies; used Moran's Eigenvector Maps (MEM) to model spatial structuring of collected EF data, and then applied variance partitioning to assess how much spatial location, environ variables, and spp community explains variability in data, both within and between 3 regions","Variance partitioning paper.. hard to map that on to Q12. There was no direction of effects. Paper reported how much variability each explanatory component accounted for in the data, both within region, and jointly across regions. Notes on physio-chemical environmental variables used (copied verbatim from Appendix 1 in the supplement): Physical (including slope, water depth, stream width, temperature and flow) and chemical (alkalinity, pH, conductivity, TOC, turbidity, nutrients and oxygen saturation, among others) characteristics, measured at the sampling location (local scale; in blue) or at the catchment scales (regional scale; in black) are reported1. The Dundee Hydrological Regime Assessment Method (DHRAM, (Black et al. 2005)) generated 19 parameters characterising the extent of alterations to the hydrological regimes","7 different service provider metrics used as explanatory factors: biomass of primary producers in algal biofilms, decomposition of terrestrial detritus by decomposer assemblage, decomposition by microbial decomposers only, biomass accrual of aquatic fungi in presence of invertebrate detritivores, biomass accrual of aquatic fungi in absence of invertebrate detritivores, biomass accrual of aquatic bryophyte, fine particular organic matter decomposition. Also sampled benthic diatoms, macrophytes, benthic invertebrates, and fish from each location, and used phenological trait data for fish and invertebrates, and measured body length of shredders.. so they got at multiple levels of ESPs, across trophic levels..",0,"Total variation in functional matrix,Invertebrate traits, fish traits, invertebrate abundances, fish abundances",1,Service Provider (Q17),FALSE,,"Within species   [e.g. genetic diversity],Multiple ESP species [e.g., multiple focal ESP species],Across species  [e.g. community structure, diversity]",0,TRUE,Not checked; ESP type or keywords suggest structure,Truchy,LANDSCAPE ECOLOGY,2019,"Context Community composition, environmental variation, and spatial structuring can influence ecosystem functioning, and ecosystem service delivery. While the role of space in regulating ecosystem functioning is well recognised in theory, it is rarely considered explicitly in empirical studies. Objectives We evaluated the role of spatial structuring within and between regions in explaining the functioning of 36 reference and human-impacted streams. Methods We gathered information on regional and local environmental variables, communities (taxonomy and traits), and used variance partitioning analysis to explain seven indicators of ecosystem functioning. Results Variation in functional indicators was explained not only by environmental variables and community composition, but also by geographic position, with sometimes high joint variation among the explanatory factors. This suggests spatial structuring in ecosystem functioning beyond that attributable to species sorting along environmental gradients. Spatial structuring at the within-region scale potentially arose from movements of species and materials among habitat patches. Spatial structuring at the between-region scale was more pervasive, occurring both in analyses of individual ecosystem processes and of the full functional matrix, and is likely to partly reflect phenotypic variation in the traits of functionally important species. Characterising communities by their traits rather than taxonomy did not increase the total variation explained, but did allow for a better discrimination of the role of space. Conclusions These results demonstrate the value of accounting for the role of spatial structuring to increase explanatory power in studies of ecosystem processes, and underpin more robust management of the ecosystem services supported by those processes."
2020-04-18,Keep,TRUE,R_1lgYZP51UsQNRdq,JL,Performance of salmon fishery portfolios across western North America,,,,0,Risk-adjusted performance of chinook and sockey salmon fisheries,0,,FALSE,,,0,FALSE,,Griffiths,JOURNAL OF APPLIED ECOLOGY,2014,"<list list-type=""1"" id=""jpe12341-list-0001""> Quantifying the variability in the delivery of ecosystem services across the landscape can be used to set appropriate management targets, evaluate resilience and target conservation efforts. Ecosystem functions and services may exhibit portfolio-type dynamics, whereby diversity within lower levels promotes stability at more aggregated levels. Portfolio theory provides a framework to characterize the relative performance among ecosystems and the processes that drive differences in performance. We assessed Pacific salmon Oncorhynchus spp. portfolio performance across their native latitudinal range focusing on the reliability of salmon returns as a metric with which to assess the function of salmon ecosystems and their services to humans. We used the Sharpe ratio (e.g. the size of the total salmon return to the portfolio relative to its variability (risk)) to evaluate the performance of Chinook and sockeye salmon portfolios across the west coast of North America. We evaluated the effects on portfolio performance from the variance of and covariance among salmon returns within each portfolio, and the association between portfolio performance and watershed attributes. We found a positive latitudinal trend in the risk-adjusted performance of Chinook and sockeye salmon portfolios that also correlated negatively with anthropogenic impact on watersheds (e.g. dams and land-use change). High-latitude Chinook salmon portfolios were on average 25 times more reliable, and their portfolio risk was mainly due to low variance in the individual assets. Sockeye salmon portfolios were also more reliable at higher latitudes, but sources of risk varied among the highest performing portfolios.Synthesis and applications. Portfolio theory provides a straightforward method for characterizing the resilience of salmon ecosystems and their services. Natural variability in portfolio performance among undeveloped watersheds provides a benchmark for restoration efforts. Locally and regionally, assessing the sources of portfolio risk can guide actions to maintain existing resilience (protect habitat and disturbance regimes that maintain response diversity; employ harvest strategies sensitive to different portfolio components) or improve restoration activities. Improving our understanding of portfolio reliability may allow for management of natural resources that is robust to ongoing environmental change. Portfolio theory provides a straightforward method for characterizing the resilience of salmon ecosystems and their services. Natural variability in portfolio performance among undeveloped watersheds provides a benchmark for restoration efforts. Locally and regionally, assessing the sources of portfolio risk can guide actions to maintain existing resilience (protect habitat and disturbance regimes that maintain response diversity; employ harvest strategies sensitive to different portfolio components) or improve restoration activities. Improving our understanding of portfolio reliability may allow for management of natural resources that is robust to ongoing environmental change."
2020-04-18,Keep,TRUE,R_3QQPYeucNo4vXEI,TK,Performance of salmon fishery portfolios across western North America,,,,0,"salmon total run, spawner abundance",1,,FALSE,,"Multiple ESP species [e.g., multiple focal ESP species]",0,TRUE,Not checked; ESP type or keywords suggest structure,Griffiths,JOURNAL OF APPLIED ECOLOGY,2014,"<list list-type=""1"" id=""jpe12341-list-0001""> Quantifying the variability in the delivery of ecosystem services across the landscape can be used to set appropriate management targets, evaluate resilience and target conservation efforts. Ecosystem functions and services may exhibit portfolio-type dynamics, whereby diversity within lower levels promotes stability at more aggregated levels. Portfolio theory provides a framework to characterize the relative performance among ecosystems and the processes that drive differences in performance. We assessed Pacific salmon Oncorhynchus spp. portfolio performance across their native latitudinal range focusing on the reliability of salmon returns as a metric with which to assess the function of salmon ecosystems and their services to humans. We used the Sharpe ratio (e.g. the size of the total salmon return to the portfolio relative to its variability (risk)) to evaluate the performance of Chinook and sockeye salmon portfolios across the west coast of North America. We evaluated the effects on portfolio performance from the variance of and covariance among salmon returns within each portfolio, and the association between portfolio performance and watershed attributes. We found a positive latitudinal trend in the risk-adjusted performance of Chinook and sockeye salmon portfolios that also correlated negatively with anthropogenic impact on watersheds (e.g. dams and land-use change). High-latitude Chinook salmon portfolios were on average 25 times more reliable, and their portfolio risk was mainly due to low variance in the individual assets. Sockeye salmon portfolios were also more reliable at higher latitudes, but sources of risk varied among the highest performing portfolios.Synthesis and applications. Portfolio theory provides a straightforward method for characterizing the resilience of salmon ecosystems and their services. Natural variability in portfolio performance among undeveloped watersheds provides a benchmark for restoration efforts. Locally and regionally, assessing the sources of portfolio risk can guide actions to maintain existing resilience (protect habitat and disturbance regimes that maintain response diversity; employ harvest strategies sensitive to different portfolio components) or improve restoration activities. Improving our understanding of portfolio reliability may allow for management of natural resources that is robust to ongoing environmental change. Portfolio theory provides a straightforward method for characterizing the resilience of salmon ecosystems and their services. Natural variability in portfolio performance among undeveloped watersheds provides a benchmark for restoration efforts. Locally and regionally, assessing the sources of portfolio risk can guide actions to maintain existing resilience (protect habitat and disturbance regimes that maintain response diversity; employ harvest strategies sensitive to different portfolio components) or improve restoration activities. Improving our understanding of portfolio reliability may allow for management of natural resources that is robust to ongoing environmental change."
2020-04-18,Keep,TRUE,R_2w4PvLG17JzUrhW,KCG,Pollination benefits are maximized at intermediate nutrient levels,,,,0,yield,1,Service Provider (Q17),FALSE,,"Multiple ESP species [e.g., multiple focal ESP species]",0,TRUE,Not checked; ESP type or keywords suggest structure,Tamburini,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2017,"Yield production in flowering crops depends on both nutrient availability and pollination, but their relative roles and potential interactions are poorly understood. We measured pollination benefits to yield in sunflower, combining a gradient in insect pollination (0, 25, 50, 100%) with a continuous gradient in nitrogen (N) fertilization (from 0 to 150 kg N ha(-1)) in an experiment under realistic soil field conditions. We found that pollination benefits to yield were maximized at intermediate levels of N availability, bolstering yield by approximately 25% compared with complete pollinator exclusion. Interestingly, we found little decrease in yield when insect visits were reduced by 50%, indicating that the incremental contribution of pollination by insects to yield is greater when the baseline pollination service provision is very low. Our findings provide strong evidence for interactive, nonlinear effects of pollination and resource availability on seed production. Our results support ecological intensification as a promising strategy for sustainable management of agroecosystems. In particular, we found optimal level of pollination to potentially compensate for lower N applications."
2020-04-18,Keep,TRUE,R_31gFKUIGObw7kJ8,TK,Pollination benefits are maximized at intermediate nutrient levels,,,,0,sunflower yield,1,Service Provider (Q17),FALSE,,"Multiple ESP species [e.g., multiple focal ESP species]",0,TRUE,Not checked; ESP type or keywords suggest structure,Tamburini,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2017,"Yield production in flowering crops depends on both nutrient availability and pollination, but their relative roles and potential interactions are poorly understood. We measured pollination benefits to yield in sunflower, combining a gradient in insect pollination (0, 25, 50, 100%) with a continuous gradient in nitrogen (N) fertilization (from 0 to 150 kg N ha(-1)) in an experiment under realistic soil field conditions. We found that pollination benefits to yield were maximized at intermediate levels of N availability, bolstering yield by approximately 25% compared with complete pollinator exclusion. Interestingly, we found little decrease in yield when insect visits were reduced by 50%, indicating that the incremental contribution of pollination by insects to yield is greater when the baseline pollination service provision is very low. Our findings provide strong evidence for interactive, nonlinear effects of pollination and resource availability on seed production. Our results support ecological intensification as a promising strategy for sustainable management of agroecosystems. In particular, we found optimal level of pollination to potentially compensate for lower N applications."
