assess_date,newcase,doublerev,ResponseId,Init,Title,GenInfo,MethodsNotes,Observational,Experimental,Model_Data_Simulation,Social_survey_Interview,Other,Ecosystem,MultiScale,TimeTrends,FirstAuthor,SourcePublication,PublicationYear,Abstract
2020-04-29,TRUE,FALSE,R_1gnnpKABZZRCPMI,AK,Assessing mismatches in ecosystem services proficiency across the urban fabric of Porto (Portugal): The influence of structural and socioeconomic variables,,,1,,1,,,"Terrestrial,Urban",No,Yes,Graca,ECOSYSTEM SERVICES,2017,"Knowledge regarding Ecosystem Services (ES) delivery and the socio-ecological factors that influence their proficiency is essential to allow cities to adopt policies that lead to resource-efficient planning and greater resilience. As one of the matrix elements of urban ecological structure, vegetation may play a major role in promoting ES proficiency through planting design. This research addresses the heterogeneity of ES delivered by the urban vegetation of Porto, a Portuguese city. A methodology is proposed to investigate associations between socioeconomic indicators and structural variables of the urban forest, and also which structural variables of the urban forest, if any, differ along a socioeconomic gradient. Our results reveal that before setting planning and management goals, it is crucial to understand local patterns of ES and their relationships with socioeconomic patterns, which can be affected by variables such as building age. This should be followed by the identification of structural variables of the urban forest that better explain the differences, in order to target these through planning and management goals. The conceptual framework adopted in this research can guide adaptation of our methodology to other cities, providing insights for planning and management suitable to site-specific conditions and directly usable by stakeholders."
2020-04-29,TRUE,FALSE,R_2areXsS3KF89rBI,NBD,Assessing Resilience in Stressed Watersheds,,,,,1,,,Freshwater,No,Yes,Nemec,ECOLOGY AND SOCIETY,2014,"Although several frameworks for assessing the resilience of social-ecological systems (SESs) have been developed, some practitioners may not have sufficient time and information to conduct extensive resilience assessments. We have presented a simplified approach to resilience assessment that reviews the scientific, historical, and social literature to rate the resilience of an SES with respect to nine resilience properties: ecological variability, diversity, modularity, acknowledgement of slow variables, tight feedbacks, social capital, innovation, overlap in governance, and ecosystem services. We evaluated the effects of two large-scale projects, the construction of a major dam and the implementation of an ecosystem recovery program, on the resilience of the central Platte River SES (Nebraska, United States). We used this case study to identify the strengths and weaknesses of applying a simplified approach to resilience assessment. Although social resilience has increased steadily since the predam period for the central Platte River SES, ecological resilience was greatly reduced in the postdam period as compared to the predam and ecosystem recovery program time periods."
2020-04-29,TRUE,FALSE,R_1pMUi8TKDBRwWHH,AIS,Avian pest control in vineyards is driven by interactions between bird functional diversity and landscape heterogeneity,,,1,,1,,,"Terrestrial,Agricultural/Rural",Yes,No,Barbaro,JOURNAL OF APPLIED ECOLOGY,2017,"1. Insectivorous birds are increasingly recognized for the crucial pest control services they provide to agroecosystems. While both the foraging activity and functional diversity of birds are enhanced by multiscale habitat heterogeneity, little is known about how these relationships may influence avian top-down control of insects. Specifically, interactive effects of bird community structure and habitat heterogeneity on pest control across spatial scales have rarely been explored. 2. We sampled bird communities and measured avian predation on plasticine model prey, as a proxy for lepidopteran pest control, in 20 vineyards of south-western France. Vineyards differed both in sward heterogeneity at the local scale and amount of surrounding semi-natural habitats at the landscape scale. Functional diversity metrics and community-weighted mean traits were computed for bird communities based on a species-trait table including diet, foraging method, nesting site, migration strategy, laying date, home range size, clutch size and body mass. We used mixed models to test for the interacting effects of habitat heterogeneity and bird functional diversity on avian predation rates of plasticine prey. 3. Contrary to expectations, bird functional diversity decreased with landscape-scale heterogeneity, but was higher in vineyards managed with heterogeneous sward structures. In contrast, foliage-gleaning insectivores were more abundant in landscapes supporting more semi-natural habitats, suggesting an increase in their contribution to pest control along the landscape heterogeneity gradient. Accordingly, we found that avian predation on plasticine prey increased with bird functional evenness both in more heterogeneous vineyards at the local scale and in landscape mosaics supporting more semi-natural habitats. 4. Synthesis and applications. Our study demonstrates that habitat heterogeneity at both local and landscape scales influenced avian insectivory in vineyard agroecosystems by interacting with bird community structure. It provides important insights for ecological intensification in vineyards, pointing out that management options need to be adapted to both the functional composition of local bird communities and landscape context. We suggest that both on-field and off-field management can be used to enhance natural pest control services provided by birds in vineyards, especially by favouring sward heterogeneity and patches of semi-natural habitats within large vineyard stands at the landscape scale."
2020-04-29,TRUE,FALSE,R_2XgrJFKeKnMspj5,KCG,Balancing yield with resilience and conservation objectives in harvested predator-prey communities,Simulated data,,,,1,,,Marine/Off-shore,No,Yes,Tromeur,OIKOS,2017,"The global overexploitation of fish stocks is endangering many marine food webs. Scientists and managers now call for an ecosystem-based fisheries management, able to take into account the complexity of marine ecosystems and the multiple ecosystem services they provide. By contrast, many fishery management plans only focus on maximizing the productivity of harvested stocks. Such practices are suggested to affect other ecosystem services, altering the integrity and resilience of natural communities. Here we show that while yield-maximizing policies can allow for coexistence and resilience in predator-prey communities, they are not optimal in a multi-objective context. We find that although total prey and predator maximum yields are higher with a prey-oriented harvest, focusing on the predator improves species coexistence. Also, moderate harvesting of the predator can enhance resilience. Furthermore, increasing maximum yields by changing catchabilities improves resilience in predator-oriented systems, but reduces it in prey-oriented systems. In a multi-objective context, optimal harvesting strategies involve a general tradeoff between yield and resilience. Resilience-maximizing strategies are however compatible with quite high yields, and should often be favored. Our results further suggest that balancing harvest between trophic levels is often best at maintaining simultaneously species coexistence, resilience and yield."
2020-04-29,TRUE,FALSE,R_3QVN7sk2L6ezbxj,TK,Bat diversity in Carajas National Forest (Eastern Amazon) and potential impacts on ecosystem services under climate change,,,,,1,,,Terrestrial,No,Yes,Costa,BIOLOGICAL CONSERVATION,2018,"Anthropogenic climate change is one of the main current threats to biodiversity, and it has been linked to species decline. Bats deserve attention because they occupy different trophic niches and perform different functions in nature, acting as flower pollinators (nectarivores), seed dispersers (frugivores), and pest controllers (insectivores). The effects of climate change on the distribution of bat species occurring in the Carajas National Forest (Eastern Amazon, southeastern Path state, Brazil) was examined by modeling species distributions. A total of 83 species of bats providing the above mentioned services were analyzed for the years 2050 and 2070 to answer the following two questions: (i) Which species are potentially more sensitive to climate changes and will not be able to find suitable areas in Carajas in the future, and (ii) Which are the priority areas that protect the greatest number of species from climate change. Of the total species analyzed, 47 (57%) will potentially not find suitable areas in Carajas under the scenarios employed. Pollinators, seed dispersers, and more-generalist (omnivorous) bats will potentially be the most affected, suffering a 28-36% decrease in suitable area under the 2070 scenario, which may have implications for the plants with which those species interact. According to the scenarios employed, the Carajas National Forest, as well as other conservation units in Path, will not protect most species in the future. The most suitable areas are located mainly to the north and west of the state and under varying degrees of conservation: from well-preserved protected areas to areas degraded due to different anthropogenic impacts. This study emphasizes that the possible effect of climate change and the location of species protection areas need to be analyzed together to ensure that the areas that will act as potential climate refuges for species in the future are indeed protected."
2020-04-29,FALSE,FALSE,R_12LTy7jbBE8ZpVJ,CW,"BIMBY's first steps: a pilot study on the contribution of residential front-yards in Phoenix and Maastricht to biodiversity, ecosystem services and urban sustainability",Observational data collected through field notes and taking photos in front-yard visits,,1,,,,,Urban,No,No,Beumer,URBAN ECOSYSTEMS,2016,"Large parts of urban space around the world exist of small-scale plots such as domestic gardens. These small-scale urban spaces carry potential for enhancing biodiversity, sustainability and ecosystem services in and beyond cities. However, domestic gardening and residential garden designs are often guided by aesthetics and ease more than by the aim to create habitat and biological diversity. Yard-management decisions impact socio-ecological systems in various ways, for example through irrigation patterns, fertilization or the use of pesticides or through the choice for exotic species that may become invasive over time. Yard-management decisions can also positively influence the presence of pollinators, improve soil quality or even foster small scale 'Wildlife Habitats' that can function as ecological stepping stones to the wider environment. In this paper a pilot assessment is presented of the contribution of residential front-yards in Phoenix (Arizona) and Maastricht (The Netherlands) to biodiversity, ecosystem services and sustainability by applying the BIMBY (Biodiversity in My (Back) Yard) framework."
2020-04-29,FALSE,FALSE,R_3qaJH0Ny7mg0fC9,LD,Biodiversity and ecological long-term plots in Southern Patagonia to support sustainable land management: The case of PEBANPA network,"In 2002, the PEBANPA (Parcelas de Ecología y Biodiversidad de Ambientes Naturales en Patagonia Austral) Network was estab- lished to monitor these ecosystems and to produce scientific research focused on ecosystem function and ES (e.g. soil carbon stocks, nutrients, forestry), as well as on trends in biodiversity and the interactions between natural environments and land-use activities throughout southern Patagonia, Argentina. Long-term monitoring assesses bio-indicators, which therefore reveal the cur- rent state of the environment, particular stresses in ecosystems and early warnings of environmental changes ahead.",,1,,,,,Terrestrial,No,Yes,Luis Peri,JOURNAL FOR NATURE CONSERVATION,2016,"Historically, interactions and trends between biodiversity, ecosystem function (EF) and land use practices in southern Patagonia (Argentina) have been largely undocumented and poorly understood. Since 2002, 1214 permanent and semi-permanent plots within the PEBANPA Network have enabled researchers to monitor and assess functions and trends among vegetation parameters, biodiversity, forest dynamics, soil physicochemical characteristics, and land use management. The objectives of this manuscript are to communicate the role and rationale of the PEBANPA Network, summarize examples of the main results found within the network and provide guidance to decision makers with respect to advancing sustainable land management in southern Patagonia. As examples, rangeland health indices, seedling and sapling regeneration under different timber managed forests, litterfall and seeds production under silvopastoral use, and soil carbon content impacted by livestock grazing have all been assessed. Vegetation and environmental variables including soil respiration, soil water infiltration, soil water retention capacity, soil erosion, and litter cover were measured under different grazing intensities. Livestock and forestry production have caused changes in the original floristic patterns, with several areas experiencing desertification. Heavy stocking rates have caused the greatest impacts on grassland soil carbon (C) loss as a consequence of soil erosion. We were able to conclude that low medium grazing intensities yield the most positive impacts for biodiversity and soil physicochemical characteristics. Studies regarding levels of seedling and sapling regeneration post-harvest of timber further supported the importance of long-term monitoring due to the strongest evidence of interactions occurring 20 to 30 years after harvest. Distribution patterns of vascular plants and epigaeic coleopterons diversity revealed statistically significant differences among geographical zones and dominant vegetation types. The PEBANPA Network helps southern Patagonia address the challenges of unsustainable land management and climate change through monitoring ecosystem function and services. Long-term monitoring of biodiversity and ecosystem function help decision makers better understand the impacts of land use practices, develop well-informed policies and secure present and future human well-being. (C) 2016 Elsevier GmbH. All rights reserved."
2020-04-29,FALSE,FALSE,R_3M0en6hxEdSAAnL,SDJ,Biodiversity-multifunctionality relationships depend on identity and number of measured functions,81 plots of different combinations of plants. measured EF variables,,,1,,,,"Terrestrial,Other",No,Yes,Meyer,NATURE ECOLOGY & EVOLUTION,2018,"Biodiversity ensures ecosystem functioning and provisioning of ecosystem services, but it remains unclear how biodiversity-ecosystem multifunctionality relationships depend on the identity and number of functions considered. Here, we demonstrate that ecosystem multifunctionality, based on 82 indicator variables of ecosystem functions in a grassland biodiversity experiment, increases strongly with increasing biodiversity. Analysing subsets of functions showed that the effects of biodiversity on multifunctionality were stronger when more functions were included and that the strength of the biodiversity effects depended on the identity of the functions included. Limits to multifunctionality arose from negative correlations among functions and functions that were not correlated with biodiversity. Our findings underline that the management of ecosystems for the protection of biodiversity cannot be replaced by managing for particular ecosystem functions or services and emphasize the need for specific management to protect biodiversity. More plant species from the experimental pool of 60 species contributed to functioning when more functions were considered. An individual contribution to multifunctionality could be demonstrated for only a fraction of the species."
2020-04-29,TRUE,TRUE,R_cVdiQuvh5deX9K1,CK,"Biofuels on the landscape: Is ""land sharing"" preferable to ""land sparing""?",,,,,1,,,"Terrestrial,Agricultural/Rural",No,Yes,Anderson-Teixeira,ECOLOGICAL APPLICATIONS,2012,"Widespread land use changes, and ensuing effects on ecosystem services, are expected from expanding bioenergy production. Although most U. S. production of ethanol is from corn, it is envisaged that future ethanol production will also draw from cellulosic sources such as perennial grasses. In selecting optimal bioenergy crops, there is debate as to whether it is preferable from an environmental standpoint to cultivate bioenergy crops with high ecosystem services (a ""land-sharing"" strategy) or to grow crops with lower ecosystem services but higher yield, thereby requiring less land to meet bioenergy demand (a ""land-sparing"" strategy). Here, we develop a simple model to address this question. Assuming that bioenergy crops are competing with uncultivated land, our model calculates land requirements to meet a given bioenergy demand intensity based upon the yields of bioenergy crops. The model combines fractional land cover of each ecosystem type with its associated ecosystem services to determine whether land-sharing or land-sparing strategies maximize ecosystem services at the landscape level. We apply this model to a case in which climate protection through GHG regulation-an ecosystem's greenhouse gas value (GHGV)-is the ecosystem service of interest. Our results show that the relative advantages of land sparing and land sharing depend upon the type of ecosystem displaced by the bioenergy crop; as the GHGV of the unfarmed land increases, the preferable strategy shifts from land sharing to land sparing. Although it may be preferable to replace ecologically degraded land with high-GHGV, lower yielding bioenergy crops, average landscape GHGV will most often be maximized through high-yielding bioenergy crops that leave more land for uncultivated, high-GHGV ecosystems. Although our case study focuses on GHGV, the same principles will be applicable to any ecosystem service whose value does not depend upon the spatial configuration of the landscape. Whenever bioenergy crops have substantially lower ecosystem services than the ecosystems with which they are competing for land, the most effective strategy for meeting bioenergy demand while maximizing ecosystem services on a landscape level is one of land sparing: focusing simultaneously on maximizing the yield of bioenergy crops while preserving or restoring natural ecosystems."
2020-04-29,FALSE,TRUE,R_veLNHh1Lzxv1kcN,JL,"Biofuels on the landscape: Is ""land sharing"" preferable to ""land sparing""?","Modeling paper that uses a 30yr or 100yr timeframe for estimating greenhouse gas emissions, but this is different from a specific look at changes in an ES over time",,,,1,,,"Terrestrial,Agricultural/Rural",No,No,Anderson-Teixeira,ECOLOGICAL APPLICATIONS,2012,"Widespread land use changes, and ensuing effects on ecosystem services, are expected from expanding bioenergy production. Although most U. S. production of ethanol is from corn, it is envisaged that future ethanol production will also draw from cellulosic sources such as perennial grasses. In selecting optimal bioenergy crops, there is debate as to whether it is preferable from an environmental standpoint to cultivate bioenergy crops with high ecosystem services (a ""land-sharing"" strategy) or to grow crops with lower ecosystem services but higher yield, thereby requiring less land to meet bioenergy demand (a ""land-sparing"" strategy). Here, we develop a simple model to address this question. Assuming that bioenergy crops are competing with uncultivated land, our model calculates land requirements to meet a given bioenergy demand intensity based upon the yields of bioenergy crops. The model combines fractional land cover of each ecosystem type with its associated ecosystem services to determine whether land-sharing or land-sparing strategies maximize ecosystem services at the landscape level. We apply this model to a case in which climate protection through GHG regulation-an ecosystem's greenhouse gas value (GHGV)-is the ecosystem service of interest. Our results show that the relative advantages of land sparing and land sharing depend upon the type of ecosystem displaced by the bioenergy crop; as the GHGV of the unfarmed land increases, the preferable strategy shifts from land sharing to land sparing. Although it may be preferable to replace ecologically degraded land with high-GHGV, lower yielding bioenergy crops, average landscape GHGV will most often be maximized through high-yielding bioenergy crops that leave more land for uncultivated, high-GHGV ecosystems. Although our case study focuses on GHGV, the same principles will be applicable to any ecosystem service whose value does not depend upon the spatial configuration of the landscape. Whenever bioenergy crops have substantially lower ecosystem services than the ecosystems with which they are competing for land, the most effective strategy for meeting bioenergy demand while maximizing ecosystem services on a landscape level is one of land sparing: focusing simultaneously on maximizing the yield of bioenergy crops while preserving or restoring natural ecosystems."
2020-04-29,TRUE,FALSE,R_2RRrEwHEFBCmmju,KCG,Carbon stocks and dynamics at different successional stages in an Afromontane tropical forest,Transect of plots ranging in disturbance values,,1,,,,,Terrestrial,No,Space for time,Nyirambangutse,BIOGEOSCIENCES,2017,"As a result of different types of disturbance, forests are a mixture of stands at different stages of ecological succession. Successional stage is likely to influence forest productivity and carbon storage, linking the degree of forest disturbance to the global carbon cycle and climate. Although tropical montane forests are an important part of tropical forest ecosystems (ca. 8 %, elevation > 1000m a.s.l.), there are still significant knowledge gaps regarding the carbon dynamics and stocks of these forests, and how these differ between early (ES) and late successional (LS) stages. This study examines the carbon (C) stock, relative growth rate (RGR) and net primary production (NPP) of ES and LS forest stands in an Afromontane tropical rainforest using data from inventories of quantitatively important ecosystem compartments in fifteen 0.5 ha plots in Nyungwe National Park in Rwanda. The total C stock was 35% larger in LS compared to ES plots due to significantly larger above-ground biomass (AGB; 185 and 76MgC ha(-1) in LS and ES plots), while the soil and root C stock (down to 45 cm depth in the mineral soil) did not significantly differ between the two successional stages (178 and 204MgC ha(-1) in LS and ES plots). The main reasons for the difference in AGB were that ES trees had significantly lower stature and wood density compared to LS trees. However, ES and LS stands had similar total NPP (canopy, wood and roots of all plots similar to 9.4MgC ha(-1)) due to counterbalancing effects of differences in AGB (higher in LS stands) and RGR (higher in ES stands). The AGB in the LS plots was considerably higher than the average value reported for old-growth tropical montane forest of south-east Asia and Central and South America at similar elevations and temperatures, and of the same magnitude as in tropical lowland forest of these regions. The results of this study highlight the importance of accounting for disturbance regimes and differences in wood density and allometry of tree species dominating at different successional stages in an attempt to quantify the C stock and sink strength of tropical montane forests and how they may differ among continents."
2020-04-29,FALSE,FALSE,R_26g6p5N6agrVmjY,CW,"Challenging the land degradation in China's Loess Plateau: Benefits, limitations, sustainability, and adaptive strategies of soil and water conservation","Compiled data from published datasets (e.g. soil maps from other studies, derived from Landsat), weather stations, MODIS (used for NDVI), Gravity Recovery and Climate Experiment (GRACE) to aproximate groundwater levels, and used an empirical model (Revised Universal Soil Loss Equation) to model soil erosion over space. Validated model output with comparative values from related literature.",,1,,1,,,Terrestrial,Yes,Yes,Jiang,ECOLOGICAL ENGINEERING,2019,"Land degradation is a global environmental problem that threatens human safety and socioeconomic development. In order to alleviate severe soil erosion, China has implemented historically unprecedented large-scale afforestation. In this study, we selected the most severely eroded Loess Plateau as a case, to assess the effectiveness of soil and water conservation (SWC) efforts based on the Revised Universal Soil Loss Equation. In addition, the underlying drivers for soil erosion changes and hydrological effects of SWC were investigated, and finally the potential policy implications of our findings were discussed. The soil erosion intensity from 2000 to 2015 was weakened largely due to favorable climate conditions and SWC efforts, which promoted vegetation restoration and enhanced soil retention. However, there was a significant trade-off between water provision and soil retention functions. The excessively artificial afforestation reduced sediment yield but depleted surface runoff. Furthermore, artificial afforestation and increasing irrigation water consumption overused groundwater resources and finally lowered groundwater table. The SWC efforts characterized by artificial afforestation induced soil moisture declining, particularly for the conversion type of farmland to forest/ shrub. Our results suggested that afforestation might be a poor choice in arid and semiarid regions, because it did not consider local precipitation conditions, and have exacerbated water shortages and offset SWC efforts. Therefore, the future ecological restoration efforts should be transformed from simple species-based measures to optimal plant species combinations to minimize the tradeoff between water yield and soil retention. The strategies for ecological restoration of drylands should also account for water balance to ensure effectiveness and sustainability."
2020-04-29,FALSE,FALSE,R_7P3SpB4PEitCRrP,IS,China's progress towards sustainable land degradation control: Insights from the northwest arid regions,The paper only really modeled wind erosion and vegetation cover and didn't explicitly call these ecosystem functions or services,,,,1,,,Terrestrial,No,Yes,Jiang,ECOLOGICAL ENGINEERING,2019,"Soil erosion is a widespread environmental problem, which threatens the environmental sustainability. The northwest arid region (NAR) in China is known as one of the most severe soil loss in the world that suffering from wind erosion. Based on the Revised Wind Erosion Equation (RWEQ), the spatio-temporal change of wind erosion was identified, and the underlying drivers and influencing factors of soil erosion process were investigated. In addition, the implications of constraint effects in soil erosion control were discussed. The results showed that the wind erosion from 1990 to 2013 was substantially lessened, and the government-aided desertification prevention and control programs, as well as increasing precipitation and decreasing wind speed might have contributed to these trends. The constraint line analyses indicated that the vegetation cover had nonlinear and threshold effects on soil erosion through constraining the water condition (precipitation). Specifically, when the precipitation is below the threshold (approximately 50-100 mm yr(-1) in the NAR), the precipitation (water condition) is not sufficient to maintain a good vegetation cover (about 20-40%), therefore the vegetation cannot efficiently prevent wind erosion. However, once the precipitation exceeds this threshold, the vegetation's sand retention function will enhance and thereby reducing soil loss substantially. Vegetation cover has a lower and an upper threshold for controlling wind erosion. A plant cover lower than 10% does little to reduce wind velocity at the soil surface. The effect of vegetation on reducing wind erosion basically reaches the maximum when plant cover is 40% or above. The constraint effects of precipitation on vegetation cover in the arid region should be considered to improve the efficiency of afforestation and reforestation efforts aiming at mitigating and preventing soil loss."
2020-04-29,FALSE,FALSE,R_3e3vKQ83zWKIX69,CW,"Community size, activity and C:N stoichiometry of soil microorganisms following reforestation in a Karst region","Study in forested Karst region of China; select 5 sites on a chronosequence of forest recovery (0, 2, 4, 8, and 12 years); subsample and homogenize 10 soil cores per plot to assess soil physio-chemical properties and soil microbe metabolic and chemical properties in relation to temporal length of forest recovery",,1,,,,,Terrestrial,No,Space for time,Hu,EUROPEAN JOURNAL OF SOIL BIOLOGY,2016,"Reforestation has been widely adopted to restore soil fertility and ecosystem service in the rocky-desertifled Karst region of southwestern China. As a key indicator of ecosystem restoration, soil microbial characteristics however remained poorly understood following reforestation on the degraded Karst soils. This study employed site comparisons along a chronosequence of Toona sinensis reforestation in soil microbial biomass carbon (MBC), microbial biomass nitrogen (MBN), basal respiration (BR), microbial metabolic quotient (qCO(2)), microbial quotient (MBC:TOC), and microbial C:N stoichiometry. Results showed that MBC, MBN, BR as well as soil organic C and N contents, moisture and porosity increased with the reforestation age. The 0-yr control of bare soil showed the highest microbial metabolic quotient (qCO(2), 2.48 mg g(-1) h(-1)) and lowest microbial quotient (MBC:TOC, 2.29%), reflecting the disturbed and stressed habitats. After 12-yr reforestation, qCO(2) decreased to 1.49 mg g(-1) h(-1) and MBC:TOC increased to 4.70%, due to the disturbance cessation and the weakened stress. The consistent increases in microbial C:N ratio and soil C:N ratio under the reforestation indicated microbial adaptive response to substrate resource stoichiometry. This study suggested that these microbial indices independently or in combination can be used as the early indicators of the restoration of Karst ecosystems. (C) 2016 Elsevier Masson SAS. All rights reserved."
2020-04-29,TRUE,FALSE,R_zT1MccZwcFDjW3n,KCG,"Community structure dynamics and carbon stock change of rehabilitated mangrove forests in Sulawesi, Indonesia","Compared carbon stock in two mangrove sites, one which had been rehabilitated for 10 yrs, and one not rehabilitated ",,1,,,,,Coastal,No,No,Cameron,ECOLOGICAL APPLICATIONS,2019,"To date, discourse associated with the potential application of ""blue carbon"" within real-world carbon markets has focused on blue carbon as a mitigation strategy in the context of avoided deforestation (e.g., REDD+). Here, we report structural dynamics and carbon storage gains from mangrove sites that have undergone rehabilitation to ascertain whether reforestation can complement conservation activities and warrant project investment. Replicated sites at two locations with contrasting geomorphic conditions were selected, Tiwoho and Tanakeke on the island of Sulawesi, Indonesia. These locations are representative of high (Tiwoho, deep muds and silty substrates) and low (Tanakeke, shallow, coralline sands) productivity mangrove ecosystems. They share a similar management history of clearing and conversion for aquaculture before restorative activities were undertaken using the practice of Ecological Mangrove Rehabilitation (EMR). Species diversity and mean biomass carbon storage gains after 10 yr of regrowth from the high productivity sites of Tiwoho (49.2 +/- 9.1 Mg C center dot ha(-1)center dot yr(-1)) are already almost of one-third of mean biomass stocks exhibited by mature forests (167.8 +/- 30.3 Mg C center dot ha(-1)center dot yr(-1)). Tiwoho's EMR sites, on average, will have offset all biomass C that was initially lost through conversion within the next 11 yr, a finding in marked contrast to the minimal carbon gains observed on the low productivity, low diversity, coral atoll EMR sites of Tanakeke (1.1 +/- 0.4 Mg C center dot ha(-1)center dot yr(-1)). These findings highlight the importance of geomorphic and biophysical site selection if the primary purpose of EMR is intended to maximize carbon sequestration gains."
2020-04-29,FALSE,FALSE,R_1gqr2d1b2MW2dSp,NBD,Constructing more informative plant-pollinator networks: visitation and pollen deposition networks in a heathland plant community,Used pollinator visitation data and pollen deposition to create visitation networks (model),,1,,1,,,Terrestrial,No,No,Ballantyne,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2015,"Interaction networks are widely used as tools to understand plant pollinator communities, and to examine potential threats to plant diversity and food security if the ecosystem service provided by pollinating animals declines. However, most networks to date are based on recording visits to flowers, rather than recording dearly defined effective pollination events. Here we provide the first networks that explicitly incorporate measures of pollinator effectiveness (PE) from pollen deposition on stigmas per visit, and pollinator importance (PI) as the product of PE and visit frequency. These more informative networks, here produced for a low diversity heathland habitat, reveal that plant pollinator interactions are more specialized than shown in most previous studies. At the studied site, the spedalization index H-2' was lower for the visitation network than the PE network, which was in turn lower than H-2' for the PI network Our study shows that collecting PE data is feasible for community-level studies in low diversity communities and that including information about PE can change the structure of interaction networks. This could have important consequences for our understanding of threats to pollination systems."
2020-04-29,FALSE,FALSE,R_3PB06kHYEnddzWY,GV,Coral identity underpins architectural complexity on Caribbean reefs,Coral reef,,1,,,,,Marine/Off-shore,No,No,Alvarez-Filip,ECOLOGICAL APPLICATIONS,2011,"The architectural complexity of ecosystems can greatly influence their capacity to support biodiversity and deliver ecosystem services. Understanding the components underlying this complexity can aid the development of effective strategies for ecosystem conservation. Caribbean coral reefs support and protect millions of livelihoods, but recent anthropogenic change is shifting communities toward reefs dominated by stress-resistant coral species, which are often less architecturally complex. With the regionwide decline in reef fish abundance, it is becoming increasingly important to understand changes in coral reef community structure and function. We quantify the influence of coral composition, diversity, and morpho-functional traits on the architectural complexity of reefs across 91 sites at Cozumel, Mexico. Although reef architectural complexity increases with coral cover and species richness, it is highest on sites that are low in taxonomic evenness and dominated by morpho-functionally important, reef-building coral genera, particularly Montastraea. Sites with similar coral community composition also tend to occur on reefs with very similar architectural complexity, suggesting that reef structure tends to be determined by the same key species across sites. Our findings provide support for prioritizing and protecting particular reef types, especially those dominated by key reef-building corals, in order to enhance reef complexity."
2020-04-29,FALSE,FALSE,R_29nt3j9Tr1WGtyU,GV,Decline in medicinal and forage species with warming is mediated by plant traits on the Tibetan Plateau,Warming and grazing experiments - effect on medicinal and palatable plants,,,1,,,,Terrestrial,No,Yes,Klein,ECOSYSTEMS,2008,"Experimental studies of how global changes and human activities affect plant diversity often focus on broad measures of diversity and discuss the implications of these changes for ecosystem function. We examined how experimental warming and grazing affected species within plant groups of direct importance to Tibetan pastoralists: medicinal plants used by humans and palatable plants consumed by livestock. Warming resulted in species losses from both the medicinal and palatable plant groups; however, differential relative vulnerability to warming occurred. With respect to the percent of warming-induced species losses, the overall plant community lost 27%, medicinal plants lost 21%, and non-medicinal plants lost 40% of species. Losses of palatable and non-palatable species were similar to losses in the overall plant community. The deep-rootedness of medicinal plants resulted in lowered sensitivity to warming, whereas the shallow-rootedness of non-medicinal plants resulted in greater sensitivity to warming; the variable rooting depth of palatable and non-palatable plants resulted in an intermediate response to warming. Predicting the vulnerability of plant groups to human activities can be enhanced by knowledge of plant traits, their response to specific drivers, and their distribution within plant groups. Knowledge of the mechanisms through which a driver operates, and the evolutionary interaction of plants with that driver, will aid predictions. Future steps to protect ecosystem services furnished by medicinal and palatable plants will be required under the novel stress of a warmer climate. Grazing may be an important tool in maintaining some of these services under future warming."
2020-04-29,FALSE,FALSE,R_3HnNbYsVkbdaoFU,GV,Defining functional groups using dietary data: Quantitative comparison suggests functional classification for seed-dispersing waterfowl,"Observed seagrass acreage coverage, used it to estimate N and C storage",,1,,1,,,Coastal,No,Yes,Reynolds,BASIC AND APPLIED ECOLOGY,2016,"Recent years have seen considerable advances in ecological understanding of the functional role(s) of biodiversity and the connections between biodiversity, ecosystem function and ecosystem service provision Functional approaches have become important tools for simplifying biodiversity-ecosystem function relationships, but they also have some obvious weaknesses, In particular, since analyses that use functional groups treat members of a group as ecologically interchangeable, functional groups must be defined at a level that simplifies ecological complexity yet retains key ecological distinctions between groups of species. We developed a data-driven approach to functional group definition and applied it to a case study of 16 species of seed -dispersing Afrotropical waterfowl for which we created seed dispersal functional groups using both a priori categories, as typically done in previous studies, and a hierarchical clustering approach. Relevant functional differences and similarities occur among the waterfowl, particularly in the types of plant family dispersed. We found evidence for at least five functional groups of seed disperser. The different groupings have important implications for both wetland and terrestrial plant dispersal. Our analysis suggests that even for a relatively data-scarce study system, using a data-driven approach to generate functional groups offers a feasible and ecologically rigorous approach and is a useful alternative to simple a priori classification schemes. Our approach is capable of capturing variation across several functional traits and suggests that existing datasets may be useful in exploring variation in biodiversity ecosystem function relationships. Since functional classification schemes may affect our conclusions about biodiversity, ecosystem function and ecosystem service provision, considerable care should be given to ensuring that functional groups are not defined in such a way as to mask important ecological differences among supposedly similar species."
