assess_date,newcase,doublerev,ResponseId,Init,Title,GenInfo,MultiScale,ScaleNotes,group,group_levels,interval_abbr,interval,count,nothing_entered,Connect,ConnectDist,KT4_scale,TimeTrends
2020-04-22,FALSE,FALSE,R_tDOoGqw4GF8f93H,JL,Combined effects of agrochemicals and ecosystem services on crop yield across Europe,,Yes,"7 regions (10000km2) with 57 sets of paired field sites (within a couple km) comprising 114 individual fields, each of which had 4 plots of 168m2 ; I said 'yes' to Q10 because models included random effects for these spatial hierarchies (field, field site, and regional identity)",Sites,2,100Mgm,"1,001-100,000 km²",.1-10,,Yes,"1m² - 25m²,1-10 km²,Unclear or not specified",1,No
2020-04-22,FALSE,FALSE,R_3e3vKQ83zWKIX69,CW,"Community size, activity and C:N stoichiometry of soil microorganisms following reforestation in a Karst region","Study in forested Karst region of China; select 5 sites on a chronosequence of forest recovery (0, 2, 4, 8, and 12 years); subsample and homogenize 10 soil cores per plot to assess soil physio-chemical properties and soil microbe metabolic and chemical properties in relation to temporal length of forest recovery",No,"5 sites in chronosequence (sites = +10,000 m^2 in area); 6 replicate plots (20x20m each) per site ",Plots,1,500m,101m² - 500m²,.11-50,,No,,0,Space for time
2020-04-22,FALSE,FALSE,R_3e3vKQ83zWKIX69,CW,"Community size, activity and C:N stoichiometry of soil microorganisms following reforestation in a Karst region","Study in forested Karst region of China; select 5 sites on a chronosequence of forest recovery (0, 2, 4, 8, and 12 years); subsample and homogenize 10 soil cores per plot to assess soil physio-chemical properties and soil microbe metabolic and chemical properties in relation to temporal length of forest recovery",No,"5 sites in chronosequence (sites = +10,000 m^2 in area); 6 replicate plots (20x20m each) per site ",Sites,1,1km,501m² - 1km²,.1-10,,No,,0,Space for time
2020-04-22,TRUE,FALSE,R_zT1MccZwcFDjW3n,KCG,"Community structure dynamics and carbon stock change of rehabilitated mangrove forests in Sulawesi, Indonesia","Compared carbon stock in two mangrove sites, one which had been rehabilitated for 10 yrs, and one not rehabilitated ",No,,Plots,1,500m,101m² - 500m²,.50+,,No,,0,No
2020-04-22,TRUE,FALSE,R_zT1MccZwcFDjW3n,KCG,"Community structure dynamics and carbon stock change of rehabilitated mangrove forests in Sulawesi, Indonesia","Compared carbon stock in two mangrove sites, one which had been rehabilitated for 10 yrs, and one not rehabilitated ",No,,Sites,1,100km,10-100 km²,.11-25,,No,,0,No
2020-04-22,FALSE,FALSE,R_e3XYR7oFs2me0SJ,LB,Community-driven skyrise greenery in a dense tropical city provides biodiversity and ecosystem service benefits,,No,They surveyed plants on one randomly chosen floor from 135 buildings,Sites,1,unk,Unclear or not specified,.26+,Plots,No,,0,No
2020-04-22,FALSE,FALSE,R_1gqr2d1b2MW2dSp,NBD,Constructing more informative plant-pollinator networks: visitation and pollen deposition networks in a heathland plant community,Used pollinator visitation data and pollen deposition to create visitation networks (model),No,"The study takes place within one site that is a 1ha, but within that site the unit of replication is flower- replication is that they measured ~90-350 replicates of each flower species. Not sure how to code that",Sites,1,1km,501m² - 1km²,.1-10,Plots,No,,0,No
2020-04-22,FALSE,FALSE,R_2YtYQ36LbvkHsoP,AIS,Context-dependent effects of freshwater mussels on stream benthic communities,,No,one 200m stream reach (site). 60 enclosures (50x50x30 cm3),Plots,1,25m,1m² - 25m²,.50+,,No,,0,Yes
2020-04-22,FALSE,FALSE,R_2YtYQ36LbvkHsoP,AIS,Context-dependent effects of freshwater mussels on stream benthic communities,,No,one 200m stream reach (site). 60 enclosures (50x50x30 cm3),Sites,1,500m,101m² - 500m²,.1-10,,No,,0,Yes
2020-04-22,FALSE,FALSE,R_24GHk4OvHz9AfDs,JL,Converting Lawn to Restored Forest on a Midwest College Campus: A Seven Year Assessment of Herbaceous Plant Establishment,,No,6 plots (25m2) at a single study site,Plots,1,25m,1m² - 25m²,.1-10,,No,,0,Yes
2020-04-22,FALSE,FALSE,R_24GHk4OvHz9AfDs,JL,Converting Lawn to Restored Forest on a Midwest College Campus: A Seven Year Assessment of Herbaceous Plant Establishment,,No,6 plots (25m2) at a single study site,Sites,1,1km,501m² - 1km²,.1-10,,No,,0,Yes
2020-04-22,FALSE,FALSE,R_3PB06kHYEnddzWY,GV,Coral identity underpins architectural complexity on Caribbean reefs,Coral reef,No,"91 plots (each with single transect) along southwestern coast of Cozumel, at least 200m apart",Plots,1,50m,26m² - 50m²,.50+,Sites,No,,0,No
2020-04-22,FALSE,FALSE,R_WkrudX0Pys47HOx,NBD,Cultural Ecosystem Services and Popular Perceptions of the Benefits of an Ecological Restoration Project in the Brazilian Atlantic Forest,,No,restoration area survey is focused on is 80 ha- but it is a social survvy about the area,Sites,1,1km,501m² - 1km²,.1-10,Plots,No,,0,No
2020-04-22,FALSE,FALSE,R_29nt3j9Tr1WGtyU,GV,Decline in medicinal and forage species with warming is mediated by plant traits on the Tibetan Plateau,Warming and grazing experiments - effect on medicinal and palatable plants,No,4 sites with 16 4x4m plots each,Plots,1,25m,1m² - 25m²,.50+,,No,,0,Yes
2020-04-22,FALSE,FALSE,R_29nt3j9Tr1WGtyU,GV,Decline in medicinal and forage species with warming is mediated by plant traits on the Tibetan Plateau,Warming and grazing experiments - effect on medicinal and palatable plants,No,4 sites with 16 4x4m plots each,Sites,1,100m,51m² - 100m²,.1-10,,No,,0,Yes
2020-04-22,FALSE,FALSE,R_3HnNbYsVkbdaoFU,GV,Defining functional groups using dietary data: Quantitative comparison suggests functional classification for seed-dispersing waterfowl,"Observed seagrass acreage coverage, used it to estimate N and C storage",No,Plots planted with seagrass (restoration project) eventually grew together and became inseparable. Single site.,Sites,1,unk,Unclear or not specified,.1-10,Plots,No,,0,Yes
2020-04-22,FALSE,FALSE,R_2VPcco1o8T95nSu,AIS,"Demographic drivers of biomass carbon recovery in degraded perennial tussock grassland, with and without domestic grazing",,No,22 stands that varied from 4 to 80 m2 (plots) across the four sites with different management histories (sites),Plots,1,25m,1m² - 25m²,.11-50,Sites,No,,0,Yes
2020-04-22,FALSE,FALSE,R_2VPcco1o8T95nSu,AIS,"Demographic drivers of biomass carbon recovery in degraded perennial tussock grassland, with and without domestic grazing",,No,22 stands that varied from 4 to 80 m2 (plots) across the four sites with different management histories (sites),Plots,2,50m,26m² - 50m²,.11-50,Sites,No,,0,Yes
2020-04-22,FALSE,FALSE,R_2VPcco1o8T95nSu,AIS,"Demographic drivers of biomass carbon recovery in degraded perennial tussock grassland, with and without domestic grazing",,No,22 stands that varied from 4 to 80 m2 (plots) across the four sites with different management histories (sites),Plots,3,100m,51m² - 100m²,.11-50,Sites,No,,0,Yes
2020-04-22,FALSE,TRUE,R_Rr7vEkLFgKenWeZ,LD,Detecting pest control services across spatial and temporal scales,"the study was conducted on 24 organic broccoli farms in Santa Cruz, Monterey, and San Benito Counties during the summer grow- ing seasons of 2006–2008",Yes,,Plots,1,50m,26m² - 50m²,.11-50,Sites,No,,1,Yes
2020-04-22,FALSE,TRUE,R_2zeg9KfUwU5gLrg,TK,Detecting pest control services across spatial and temporal scales,,Yes,Weekly 50 m transect for 4-7 weeks at subsample of 24 farms across three years.,Plots,1,50m,26m² - 50m²,.50+,,No,,1,Yes
2020-04-22,FALSE,TRUE,R_2zeg9KfUwU5gLrg,TK,Detecting pest control services across spatial and temporal scales,,Yes,Weekly 50 m transect for 4-7 weeks at subsample of 24 farms across three years.,Sites,1,10km,1-10 km²,.11-25,,No,,1,Yes
2020-04-22,FALSE,FALSE,R_2OVmpkwkPMa4PmB,CW,"Determinants of establishment survival for residential trees in Sacramento County, CA","Monitored trees post-planting for data on species, survivorship, and structure; also pulled ownership and socioeconomic data (covariates) from Multiple Listing Services and US Census and ",No,"1 site = Sacramento and surrounding areas (paper doesn't state how large this is); monitored 436 trees, and each household received no more than 10 trees",Plots,1,25m,1m² - 25m²,.50+,,No,,0,Yes
2020-04-22,FALSE,FALSE,R_2OVmpkwkPMa4PmB,CW,"Determinants of establishment survival for residential trees in Sacramento County, CA","Monitored trees post-planting for data on species, survivorship, and structure; also pulled ownership and socioeconomic data (covariates) from Multiple Listing Services and US Census and ",No,"1 site = Sacramento and surrounding areas (paper doesn't state how large this is); monitored 436 trees, and each household received no more than 10 trees",Sites,1,unk,Unclear or not specified,.1-10,,No,,0,Yes
2020-04-22,FALSE,FALSE,R_2tKGcAmuLYLhLC6,LB,Different cutting regimes improve species and functional diversity of insect-pollinated plants in power-line clearings,,No,"ignore the 0 under 501m2. there were 19 sites, 3 large treatment plots per site, and 9 1m2 plots within each treatment plot",Plots,1,25m,1m² - 25m²,.50+,,No,,0,No
2020-04-22,FALSE,FALSE,R_2tKGcAmuLYLhLC6,LB,Different cutting regimes improve species and functional diversity of insect-pollinated plants in power-line clearings,,No,"ignore the 0 under 501m2. there were 19 sites, 3 large treatment plots per site, and 9 1m2 plots within each treatment plot",Sites,1,unk,Unclear or not specified,.11-25,,No,,0,No
2020-04-22,FALSE,FALSE,R_1FDZjlEE4eM0fsJ,CW,Diverse pollinator communities enhance plant reproductive success,,Yes,"I'm considering a plant pot as a ""plot"" and pollination cage as ""site"". There were 12 pollination cages site up, and 9 plants (1 per pot) per cage. Measurements taken on each plant, at all cages.",Plots,1,25m,1m² - 25m²,.50+,,No,,1,Yes
2020-04-22,FALSE,FALSE,R_1FDZjlEE4eM0fsJ,CW,Diverse pollinator communities enhance plant reproductive success,,Yes,"I'm considering a plant pot as a ""plot"" and pollination cage as ""site"". There were 12 pollination cages site up, and 9 plants (1 per pot) per cage. Measurements taken on each plant, at all cages.",Sites,1,25m,1m² - 25m²,.11-25,,No,,1,Yes
2020-04-22,TRUE,FALSE,R_3UcyoDB7VaosvbH,SDJ,Does rotational heather burning increase red grouse abundance and breeding success on moors in northern England?,effect of burning on vegetation height and grouse breeding success,No,plots vs. sites is confusing for this one...remove answer (11-50 sites at 1-10 km2). The map shows 36 very different locations. 4-7 transects were done at each one.,Plots,1,1km,501m² - 1km²,.1-10,,No,,0,No
2020-04-22,TRUE,FALSE,R_3UcyoDB7VaosvbH,SDJ,Does rotational heather burning increase red grouse abundance and breeding success on moors in northern England?,effect of burning on vegetation height and grouse breeding success,No,plots vs. sites is confusing for this one...remove answer (11-50 sites at 1-10 km2). The map shows 36 very different locations. 4-7 transects were done at each one.,Plots,2,10km,1-10 km²,.11-50,,No,,0,No
2020-04-22,TRUE,FALSE,R_3UcyoDB7VaosvbH,SDJ,Does rotational heather burning increase red grouse abundance and breeding success on moors in northern England?,effect of burning on vegetation height and grouse breeding success,No,plots vs. sites is confusing for this one...remove answer (11-50 sites at 1-10 km2). The map shows 36 very different locations. 4-7 transects were done at each one.,Sites,1,10km,1-10 km²,.26+,,No,,0,No
2020-04-22,FALSE,FALSE,R_3DpVGJZ0nGWNLi7,AK,Does Tree Species Composition Affect Productivity in a Tropical Planted Forest?,,No,eight 18m2 plots at single experimental forest site,Plots,1,25m,1m² - 25m²,.1-10,,No,,0,Yes
2020-04-22,FALSE,FALSE,R_3DpVGJZ0nGWNLi7,AK,Does Tree Species Composition Affect Productivity in a Tropical Planted Forest?,,No,eight 18m2 plots at single experimental forest site,Sites,1,unk,Unclear or not specified,.1-10,,No,,0,Yes
2020-04-22,FALSE,FALSE,R_3EEdwsrEF3Odhec,AK,Early eclosion of overwintering cotton bollworm moths from warming temperatures accentuates yield loss in wheat,time series analysis,No,,Plots,1,25m,1m² - 25m²,.11-50,,No,,0,Yes
2020-04-22,FALSE,FALSE,R_3EEdwsrEF3Odhec,AK,Early eclosion of overwintering cotton bollworm moths from warming temperatures accentuates yield loss in wheat,time series analysis,No,,Sites,1,10km,1-10 km²,.1-10,,No,,0,Yes
2020-04-22,FALSE,FALSE,R_en5BX7SvN0WYOd3,NBD,"Earthworm functional traits, landscape degradation and ecosystem services in the Brazilian Amazon deforestation arc",,Yes,"3 sites, 27 farms total, 5 plots per farm",Plots,1,unk,Unclear or not specified,.50+,,Yes,101m² - 500m²,0,No
2020-04-22,FALSE,FALSE,R_en5BX7SvN0WYOd3,NBD,"Earthworm functional traits, landscape degradation and ecosystem services in the Brazilian Amazon deforestation arc",,Yes,"3 sites, 27 farms total, 5 plots per farm",Sites,1,unk,Unclear or not specified,.1-10,,Yes,101m² - 500m²,0,No
2020-04-22,FALSE,FALSE,R_24NqG3lt1m459PS,AIS,Ecological consequences of invasive lake trout on river otters in Yellowstone National Park,,No,"Two lakes, one 11km2 and the other 341 km2(sites). 4 plots per lake",Plots,1,unk,Unclear or not specified,.1-10,,No,,0,Yes
2020-04-22,FALSE,FALSE,R_24NqG3lt1m459PS,AIS,Ecological consequences of invasive lake trout on river otters in Yellowstone National Park,,No,"Two lakes, one 11km2 and the other 341 km2(sites). 4 plots per lake",Sites,1,100km,10-100 km²,.1-10,,No,,0,Yes
2020-04-22,FALSE,FALSE,R_24NqG3lt1m459PS,AIS,Ecological consequences of invasive lake trout on river otters in Yellowstone National Park,,No,"Two lakes, one 11km2 and the other 341 km2(sites). 4 plots per lake",Sites,2,1000km,"101-1,000 km²",.1-10,,No,,0,Yes
2020-04-22,FALSE,FALSE,R_WDMsvRHrmN0LGP7,GV,Ecological erosion of an Afrotropical forest and potential consequences for tree recruitment and forest biomass,,No,30 sites 1ha each,Plots,1,1km,501m² - 1km²,.11-50,,No,,0,No
2020-04-22,FALSE,FALSE,R_WDMsvRHrmN0LGP7,GV,Ecological erosion of an Afrotropical forest and potential consequences for tree recruitment and forest biomass,,No,30 sites 1ha each,Sites,1,100Mgm,"1,001-100,000 km²",.1-10,,No,,0,No
2020-04-22,FALSE,FALSE,R_SBqMIEYkxG4gJ45,GV,Ecological interactions shape the distribution of a cultural ecosystem service: Argali sheep (Ovis ammon) in the Gobi-Steppe of Mongolia,Distribution of a sheep species (which is cultural services as tourist attraction).,No,"Single site, with radio-collar data from many sheep.",Sites,1,1000km,"101-1,000 km²",.1-10,Plots,No,,0,No
2020-04-22,FALSE,FALSE,R_1nYKu5l6LVxgmgt,LD,"Ecosystem change assessment in the Three-river Headwater Region, China: Patterns, causes, and implications"," The three-rivers headwater region (TRHR) is a nature reserve located in the hinterland of the Qinghai–Tibet Plateau, an impor- tant source of fresh water resources in China and Asia",No,eyeballed based on Fig 8,Sites,1,1000km,"101-1,000 km²",.1-10,Plots,No,,0,Yes
2020-04-22,FALSE,FALSE,R_2SHXlFRl1HFN1e0,JL,Ecosystem Properties of Urban Land Covers at the Aboveground-Belowground Interface,,No,16 plots were 100m2 (4 plots for each of 4 treatments); all located at a single study site approx 8400m2,Plots,1,100m,51m² - 100m²,.11-50,,No,,0,Yes
2020-04-22,FALSE,FALSE,R_2SHXlFRl1HFN1e0,JL,Ecosystem Properties of Urban Land Covers at the Aboveground-Belowground Interface,,No,16 plots were 100m2 (4 plots for each of 4 treatments); all located at a single study site approx 8400m2,Sites,1,1km,501m² - 1km²,.1-10,,No,,0,Yes
2020-04-22,FALSE,FALSE,R_RlCDrcf5G0L2329,AIS,Ecosystem service bundles along the urban-rural gradient: Insights for landscape planning and management,,Yes,"164 municipalities (plots, size not specified) within the Barcelona Metropolitan Region (3244 km2)",Plots,1,unk,Unclear or not specified,.50+,,Yes,1m² - 25m²,1,No
2020-04-22,FALSE,FALSE,R_RlCDrcf5G0L2329,AIS,Ecosystem service bundles along the urban-rural gradient: Insights for landscape planning and management,,Yes,"164 municipalities (plots, size not specified) within the Barcelona Metropolitan Region (3244 km2)",Sites,1,100Mgm,"1,001-100,000 km²",.1-10,,Yes,1m² - 25m²,1,No
2020-04-22,FALSE,FALSE,R_PUspG8Ujq8cJlMB,JL,"Ecosystem services assessment of the urban forests of Addis Ababa, Ethiopia",,No,"One 32km2 site, in which 100 plots were installed (20m x 20m); smaller subplots within were used to sample different things, but not for the purpose of addressing differences in scale",Plots,1,500m,101m² - 500m²,.50+,,No,,0,No
2020-04-22,FALSE,FALSE,R_PUspG8Ujq8cJlMB,JL,"Ecosystem services assessment of the urban forests of Addis Ababa, Ethiopia",,No,"One 32km2 site, in which 100 plots were installed (20m x 20m); smaller subplots within were used to sample different things, but not for the purpose of addressing differences in scale",Sites,1,100km,10-100 km²,.1-10,,No,,0,No
2020-04-22,FALSE,FALSE,R_1DU8YpIS9LJQw3D,AK,Effects of between-site variation in soil microbial communities and plant-soil feedbacks on the productivity and composition of plant communities,,No,"25 soil samples were used as base for both experiments, samples taken from 4 sites",Plots,1,unk,Unclear or not specified,.11-50,,No,,0,No
2020-04-22,FALSE,FALSE,R_1DU8YpIS9LJQw3D,AK,Effects of between-site variation in soil microbial communities and plant-soil feedbacks on the productivity and composition of plant communities,,No,"25 soil samples were used as base for both experiments, samples taken from 4 sites",Sites,1,unk,Unclear or not specified,.1-10,,No,,0,No
2020-04-22,FALSE,TRUE,R_SUearin0saoapS9,CK,Effects of coastal development on nearshore estuarine nekton communities,,No,"One site encompassing a section of the James River; 50 ""plots"" where a ""seine haul"" was conducted at two points in time.",Plots,1,25m,1m² - 25m²,.50+,,No,,0,No
2020-04-22,FALSE,TRUE,R_SUearin0saoapS9,CK,Effects of coastal development on nearshore estuarine nekton communities,,No,"One site encompassing a section of the James River; 50 ""plots"" where a ""seine haul"" was conducted at two points in time.",Sites,1,10km,1-10 km²,.1-10,,No,,0,No
2020-04-22,FALSE,TRUE,R_YXKEu4Gaa1KX3oJ,JL,Effects of coastal development on nearshore estuarine nekton communities,"They sampled at two times per replicate, but these occurred within a 2 month period and were averaged (temporal dynamics not a focus)",Yes,"729m2 plots (called 'sites' in the paper) across a stretch of the James River. Total area of the stretch was not specified, but pre-study sampling to designate sites covered a 6.7km2 area of shoreline. Multiple spatial scales of a human driver (land development) are considered, but NOT multiple spatial scales of the EF/ES response.",Plots,1,1km,501m² - 1km²,.50+,,No,,0,No
2020-04-22,FALSE,TRUE,R_YXKEu4Gaa1KX3oJ,JL,Effects of coastal development on nearshore estuarine nekton communities,"They sampled at two times per replicate, but these occurred within a 2 month period and were averaged (temporal dynamics not a focus)",Yes,"729m2 plots (called 'sites' in the paper) across a stretch of the James River. Total area of the stretch was not specified, but pre-study sampling to designate sites covered a 6.7km2 area of shoreline. Multiple spatial scales of a human driver (land development) are considered, but NOT multiple spatial scales of the EF/ES response.",Sites,1,10km,1-10 km²,.1-10,,No,,0,No
2020-04-22,FALSE,FALSE,R_OvCFrp97r8Hposx,TK,Effects of habitat composition and landscape structure on worker foraging distances of five bumble bee species,,No,couldn't unclick the 100-1000km row there so just selected 0.,Plots,1,500m,101m² - 500m²,.50+,,Yes,Unclear or not specified,0,No
2020-04-22,FALSE,FALSE,R_OvCFrp97r8Hposx,TK,Effects of habitat composition and landscape structure on worker foraging distances of five bumble bee species,,No,couldn't unclick the 100-1000km row there so just selected 0.,Sites,1,100km,10-100 km²,.1-10,,Yes,Unclear or not specified,0,No
2020-04-22,TRUE,FALSE,R_2wSsOF50uFGbhqw,SDJ,Effects of habitat loss on the plant-flower visitor network structure of a dune community,observed flower visits by 8 insect groups over 4 years. disturbance of the site part way through led to declined insect visits...used a network to display community info,No,each flower within the study area was haphazardly observed for 3-5 minutes. delete unclear answer above,Sites,1,1km,501m² - 1km²,.1-10,Plots,No,,0,Yes
2020-04-22,FALSE,FALSE,R_26hhXZOzq4brDdp,AK,Effects of land-use change on wetland ecosystem services: A case study in the Donana marshes (SW Spain),land cover changes over ~90 year period + social perceptions,No,"two ""plots""- basically included two wetland ecosystems within the single Donana site",Plots,1,100Mgm,"1,001-100,000 km²",.1-10,,No,,0,Yes
2020-04-22,FALSE,FALSE,R_26hhXZOzq4brDdp,AK,Effects of land-use change on wetland ecosystem services: A case study in the Donana marshes (SW Spain),land cover changes over ~90 year period + social perceptions,No,"two ""plots""- basically included two wetland ecosystems within the single Donana site",Sites,1,100Mgm,"1,001-100,000 km²",.1-10,,No,,0,Yes
2020-04-22,FALSE,FALSE,R_RP0TqDs7gK75AMV,CW,Effects of Morella faya tree invasion on aboveground carbon storage in Hawaii,Uses LiDAR data to model carbon sequestration in invaded areas. Carbon stored is allometrically determined.,No,"36 circular field plots situated across LiDAR study area as ground validation for canopy structure and biomass estimates. Each plot is 20m radius (1256m^2 area), and LiDAR study area (level at which inference made) is 4120 hectares.",Plots,1,1km,501m² - 1km²,.11-50,,No,,0,No
2020-04-22,FALSE,FALSE,R_RP0TqDs7gK75AMV,CW,Effects of Morella faya tree invasion on aboveground carbon storage in Hawaii,Uses LiDAR data to model carbon sequestration in invaded areas. Carbon stored is allometrically determined.,No,"36 circular field plots situated across LiDAR study area as ground validation for canopy structure and biomass estimates. Each plot is 20m radius (1256m^2 area), and LiDAR study area (level at which inference made) is 4120 hectares.",Sites,1,100km,10-100 km²,.1-10,,No,,0,No
2020-04-22,FALSE,FALSE,R_2BqwFfxEDQ05vo0,SDJ,Enhancing Soil Organic Matter as a Route to the Ecological Intensification of European Arable Systems,used soil organic carbon as a proxy for SOM to see if increasing it led to just as much crop yield as when you add fertilizer. Also looked at pests,No,"They had 8 pairs of plots in UK, Netherlands, and Sweden. They had 9 pairs of plots in Germany and Poland. Each was 14x12 m",Plots,1,500m,101m² - 500m²,.50+,,No,,0,No
2020-04-22,FALSE,FALSE,R_2BqwFfxEDQ05vo0,SDJ,Enhancing Soil Organic Matter as a Route to the Ecological Intensification of European Arable Systems,used soil organic carbon as a proxy for SOM to see if increasing it led to just as much crop yield as when you add fertilizer. Also looked at pests,No,"They had 8 pairs of plots in UK, Netherlands, and Sweden. They had 9 pairs of plots in Germany and Poland. Each was 14x12 m",Sites,1,500m,101m² - 500m²,.26+,,No,,0,No
2020-04-22,FALSE,FALSE,R_31WydZ14DUuPl2O,AK,Environmental Conservation and Social Benefits of Charcoal Production in Mozambique,participatory process informed Bayesian Belief Network,No,"Study in one village, plots aren't relevant ",Sites,1,unk,Unclear or not specified,.1-10,Plots,No,,0,No
2020-04-22,FALSE,FALSE,R_AFgyKn3Ie5am7v3,AK,Environmental context and magnitude of disturbance influence trait-mediated community responses to wastewater in streams,,No,"12 streams with 3 sample spots at each...size of sample site not specified. Distance between sites (Q10B) ranges from 67-824 meters, but not square meters! ",Plots,1,unk,Unclear or not specified,.11-50,,Yes,"101m² - 500m²,501m² - 1km²",0,No
2020-04-22,FALSE,FALSE,R_AFgyKn3Ie5am7v3,AK,Environmental context and magnitude of disturbance influence trait-mediated community responses to wastewater in streams,,No,"12 streams with 3 sample spots at each...size of sample site not specified. Distance between sites (Q10B) ranges from 67-824 meters, but not square meters! ",Sites,1,unk,Unclear or not specified,.11-25,,Yes,"101m² - 500m²,501m² - 1km²",0,No
2020-04-22,FALSE,FALSE,R_3ENlsKCYcpReEQq,CW,"Evaluating carbon storage, timber harvest, and habitat possibilities for a Western Cascades (USA) forest landscape","Used LandCarb model (Harmon 2012 [Harmon is one of the co-authors in current paper) to simulate forest vegetation and growth, timber harvest, and carbon dynamic and stores from different mgmt scenarios; use habitat capability index (HCI) models for each focal bird species (and use empirical from 2 published studies to parameterize HCI models); validate models with empirical (published) data",No,"1 study site 160,000ha (1,600 km2) modeled, pixel resolution (""plot"") within study site is 1ha (0.01 km2) (160,000 pixels)",Plots,1,1km,501m² - 1km²,.50+,,No,,0,Yes
2020-04-22,FALSE,FALSE,R_3ENlsKCYcpReEQq,CW,"Evaluating carbon storage, timber harvest, and habitat possibilities for a Western Cascades (USA) forest landscape","Used LandCarb model (Harmon 2012 [Harmon is one of the co-authors in current paper) to simulate forest vegetation and growth, timber harvest, and carbon dynamic and stores from different mgmt scenarios; use habitat capability index (HCI) models for each focal bird species (and use empirical from 2 published studies to parameterize HCI models); validate models with empirical (published) data",No,"1 study site 160,000ha (1,600 km2) modeled, pixel resolution (""plot"") within study site is 1ha (0.01 km2) (160,000 pixels)",Sites,1,100Mgm,"1,001-100,000 km²",.1-10,,No,,0,Yes
2020-04-22,TRUE,FALSE,R_10JCEQrvNM6VbWH,KCG,Evaluating management strategies to optimise coral reef ecosystem services,,No,Modeled fish yield for one coral reef,Plots,1,50m,26m² - 50m²,.1-10,,No,,0,Yes
2020-04-22,TRUE,FALSE,R_10JCEQrvNM6VbWH,KCG,Evaluating management strategies to optimise coral reef ecosystem services,,No,Modeled fish yield for one coral reef,Sites,1,50m,26m² - 50m²,.1-10,,No,,0,Yes
2020-04-22,FALSE,FALSE,R_3s1wnnG0s4XeT5H,GV,Evaluating the eco-environment benefit of land reclamation in the dump of an opencast coal mine,,No,"Single site, remote sensing data",Sites,1,1km,501m² - 1km²,.1-10,Plots,No,,0,Yes
2020-04-22,FALSE,TRUE,R_2ZOG3Rj49wd8u7V,AIS,Evaluating the effectiveness of urban trees to mitigate storm water runoff via transpiration and stemflow,,No,3 urban parks (plots) in 1 city (site),Plots,1,unk,Unclear or not specified,.1-10,,No,,0,No
2020-04-22,FALSE,TRUE,R_2ZOG3Rj49wd8u7V,AIS,Evaluating the effectiveness of urban trees to mitigate storm water runoff via transpiration and stemflow,,No,3 urban parks (plots) in 1 city (site),Sites,1,unk,Unclear or not specified,.1-10,,No,,0,No
2020-04-22,FALSE,TRUE,R_1INs5d4lozmezrt,AK,Evaluating the effectiveness of urban trees to mitigate storm water runoff via transpiration and stemflow,,No,Plots in this case are individual trees (they collected data from 15 trees at 3 sites),Plots,1,25m,1m² - 25m²,.11-50,,No,,0,Yes
2020-04-22,FALSE,TRUE,R_1INs5d4lozmezrt,AK,Evaluating the effectiveness of urban trees to mitigate storm water runoff via transpiration and stemflow,,No,Plots in this case are individual trees (they collected data from 15 trees at 3 sites),Sites,1,25m,1m² - 25m²,.1-10,,No,,0,Yes
2020-04-22,TRUE,FALSE,R_2vYs6Qi0Cuy6Es6,SDJ,Evaluation of a new method for assessing resilience in urban aquatic social-ecological systems,mostly a methods paper. proof of concept on a watershed in New Zealand. obtained observational data for model,No,1 watershed assessed outside Aukland (37 km2),Sites,1,100km,10-100 km²,.1-10,Plots,No,,0,No
2020-04-22,FALSE,FALSE,R_33wdvswusYd68LW,CK,Evidence of sustainable intensification among British farms,,No,20 farmers - presumably all farms are different sizes but the sizes are not reported,Plots,1,unk,Unclear or not specified,.11-50,Sites,No,,0,No
2020-04-22,FALSE,FALSE,R_3dYSTs9eOHcRska,CK,Experimental rewilding enhances grassland functional composition and pollinator habitat use,,No,Vegetation surveys and pollinator surveys were done at plots of different sizes. ,Plots,1,25m,1m² - 25m²,.11-50,,No,,0,Yes
2020-04-22,FALSE,FALSE,R_3dYSTs9eOHcRska,CK,Experimental rewilding enhances grassland functional composition and pollinator habitat use,,No,Vegetation surveys and pollinator surveys were done at plots of different sizes. ,Plots,2,50m,26m² - 50m²,.1-10,,No,,0,Yes
2020-04-22,FALSE,FALSE,R_3dYSTs9eOHcRska,CK,Experimental rewilding enhances grassland functional composition and pollinator habitat use,,No,Vegetation surveys and pollinator surveys were done at plots of different sizes. ,Sites,1,10km,1-10 km²,.1-10,,No,,0,Yes
2020-04-22,FALSE,TRUE,R_1ffTHyis8NbyFIo,JL,Exploring the complex relations between water resources and social indicators: The Biobio Basin (Chile),"For the study, they used several dozen types of indicators, for which all data were pulled from the literature (no original data collection)",No,"Conducted an assessment for the Biobio River basin (one site, ~24000 km2). No other explicit spatial breakdowns were specificed.",Sites,1,100Mgm,"1,001-100,000 km²",.1-10,Plots,No,,0,Yes
2020-04-22,FALSE,TRUE,R_3me0AOlwT1SpyQ8,TK,Exploring the complex relations between water resources and social indicators: The Biobio Basin (Chile),,No,Considers many different ecosystem services in a single drainage over time,Sites,1,100Mgm,"1,001-100,000 km²",.1-10,Plots,No,,0,Yes
2020-04-22,FALSE,FALSE,R_29v55RDeGcg3YVt,GV,Farm and landscape factors interact to affect the supply of pollination services,"Abundance, diversity, and visitation to blueberry flowers to measure pollination services.",Yes,15 fields of around 1 ha,Plots,1,10km,1-10 km²,.11-50,Sites,No,,1,No
