review_round,reviewer_init,doublerev,title,reviewer_comments,outsidereviewer,outsidereviewer_notes,exclusion_reason,fullquestion,exclusion_id,SourcePublication,PublicationYear,FirstAuthor
1,LD/CW,TRUE,Bridging ecology and conservation: from ecological networks to ecosystem function,"LD/CW: CTW re-evaluated article for Q8 -- added to ""Excluded but useful"" folder",NA,NA,review,Is this a review?,2,JOURNAL OF APPLIED ECOLOGY,2017,Harvey
1,LD/CW,TRUE,Challenges for the conservation of marine small natural features,LD/CW: CTW re-evaluated article for Q8; LD: review paper,NA,NA,review,Is this a review?,2,BIOLOGICAL CONSERVATION,2017,Lundquist
1,TK,FALSE,Conservation of species interaction networks,NA,NA,NA,review,Is this a review?,2,BIOLOGICAL CONSERVATION,2010,Tylianakis
1,LD/CW,TRUE,Credit of ecological interactions: A new conceptual framework to support conservation in a defaunated world,NA,NA,NA,review,Is this a review?,2,ECOLOGY AND EVOLUTION,2017,Genes
1,LD/CW,TRUE,Designing agricultural landscapes for biodiversity-based ecosystem services,NA,NA,NA,review,Is this a review?,2,BASIC AND APPLIED ECOLOGY,2017,Landis
1,CK,FALSE,Incorporating Health Outcomes into Land-Use Planning,NA,NA,NA,review,Is this a review?,2,ECOHEALTH,NA,McClure
1,LD/CW,TRUE,Managing temporary streams and rivers as unique rather than second-class ecosystems,"LD/CW: CTW re-evaluated article for Q8; LD: A review but the table within it is useful, also useful examples. I put this in the excluded but useful paper folder.",NA,NA,review,Is this a review?,2,BIOLOGICAL CONSERVATION,2017,Acuna
1,LD/CW,TRUE,"Next-Generation Individual-Based Models Integrate Biodiversity and Ecosystems: Yes We Can, and Yes We Must",LD/CW: CTW re-evaluated article for Q8; LD: OPINION,NA,NA,review,Is this a review?,2,ECOSYSTEMS,2017,Grimm
1,LD/CW,TRUE,Refocusing ecosystem services towards sustainability,NA,NA,NA,review,Is this a review?,2,ECOSYSTEM SERVICES,2017,Schroeter
1,LD/CW,TRUE,Rethinking Resilience in Industrial Symbiosis: Conceptualization and Measurements,NA,NA,NA,review,Is this a review?,2,ECOLOGICAL ECONOMICS,2017,Fraccascia
1,LD/CW,TRUE,The city as a refuge for insect pollinators,NA,NA,NA,review,Is this a review?,2,CONSERVATION BIOLOGY,2017,Hall
1,AIS,FALSE,"Urban green space, public health, and environmental justice: The challenge of making cities 'just green enough'",NA,NA,NA,review,Is this a review?,2,LANDSCAPE AND URBAN PLANNING,2014,Wolch
1,CK,FALSE,Wetland Conservation Requires Transition toward Landscape-Scale Interdisciplinary Approaches,NA,NA,NA,review,Is this a review?,2,WETLANDS,NA,Murry
1,AK,FALSE,'Mind the Gap' between ecosystem services classification and strategic decision making,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOSYSTEM SERVICES,2018,van Oudenhoven
1,IS,FALSE,"A Case Study Examining the Efficacy of Drainage Setbacks for Limiting Effects to Wetlands in the Prairie Pothole Region, USA",NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,JOURNAL OF FISH AND WILDLIFE MANAGEMENT,2017,Tangen
1,AIS,FALSE,A conceptual framework for understanding forest socio-ecological systems,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,BIODIVERSITY AND CONSERVATION,2014,Kalaba
1,TK,FALSE,A conceptual framework to assess the effects of environmental change on ecosystem services,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,BIODIVERSITY AND CONSERVATION,2010,Rounsevell
1,IS,FALSE,A DEA-Based Performance Evaluation of Ecological Land Development of Cities,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,EKOLOJI,2018,Lin
1,SDJ,FALSE,A depth-resolved artificial neural network model of marine phytoplankton primary production,SDJ: using artificial neural networks and remotely sensed data to predict phytoplankton primary productivity,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOLOGICAL MODELLING,2018,Mattei
1,GV,FALSE,A diffusive logistic growth model to describe forest recovery,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOLOGICAL MODELLING,2012,Acevedo
1,AK,FALSE,A dynamic eco-compensation standard for Hani Rice Terraces System in southwest China,AK: how much should be paid to compensate farmers for changing farming practices,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOSYSTEM SERVICES,2019,Liu Moucheng
1,AK,FALSE,A four-component classification of uncertainties in biological invasions: implications for management,AK: framework for improve how uncertainty is captured in invasion science,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOSPHERE,2019,Latombe
1,IS,FALSE,A framework designation for the assessment of urban ecological risks,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,INTERNATIONAL JOURNAL OF SUSTAINABLE DEVELOPMENT AND WORLD ECOLOGY,2018,Tang
1,TK,FALSE,A framework for assessing ecological quality based on ecosystem services,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOLOGICAL COMPLEXITY,2010,Paetzold
1,LB,FALSE,A Framework to Optimize Biodiversity Restoration Efforts Based on Habitat Amount and Landscape Connectivity,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,RESTORATION ECOLOGY,2014,Tambosi
1,GV,FALSE,A global map of the functionality of terrestrial ecosystems,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOLOGICAL COMPLEXITY,2012,Freudenberger
1,AK,FALSE,A green space vision in Southeast Michigan's most heavily industrialized area,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,URBAN ECOSYSTEMS,2019,Draus
1,JL,FALSE,A life course approach to understanding social drivers of rangeland conversion,JL: May revisit - not convinced that they actually quantified woody plant encroachment in a viable way (this would be the EF/ES of interest),NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOLOGY AND SOCIETY,2017,Hurst
1,TK,FALSE,A Matrix-Calibrated Species-Area Model for Predicting Biodiversity Losses Due to Land-Use Change,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,CONSERVATION BIOLOGY,2010,Koh
1,AIS,FALSE,"A method for calculating minimum biodiversity offset multipliers accounting for time discounting, additionality and permanence",NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,METHODS IN ECOLOGY AND EVOLUTION,2014,Laitila
1,TM,FALSE,A model of plant community dynamics based on replacement networks,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,JOURNAL OF VEGETATION SCIENCE,2015,Alcantara
1,CK,FALSE,A modest proposal for restoration ecology,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,RESTORATION ECOLOGY,2019,Brick
1,TM,FALSE,A multi-dimensional classification and equity analysis of an urban park system: A novel methodology and case study application,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,LANDSCAPE AND URBAN PLANNING,2015,Ibes
1,CK,FALSE,A nation-wide survey of neonicotinoid insecticides in agricultural land with implications for agri-environment schemes,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,JOURNAL OF APPLIED ECOLOGY,2019,Humann-Guilleminot
1,AK,FALSE,"A new baseline for countrywide alpha-diversity and species distributions: illustration using > 6,000 plant species in Panama",AK: species distributions,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOLOGICAL APPLICATIONS,2019,Leung
1,LB,FALSE,A partnership approach to addressing applied ecological research needs of an oil and gas business,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,JOURNAL OF APPLIED ECOLOGY,2013,Pedroni
1,CK,FALSE,A primer on choosing goals and indicators to evaluate ecological restoration success,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,RESTORATION ECOLOGY,2019,Prach
1,SDJ,FALSE,A proposed framework for participatory forest restoration in semiarid areas of North Africa,SDJ: ways to make restoration participatory,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,RESTORATION ECOLOGY,2018,Derak
1,TM,FALSE,A riparian conservation network for ecological resilience,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,BIOLOGICAL CONSERVATION,2015,Fremier
1,AIS,FALSE,A riverscape transect approach to studying and restoring river systems: A case study from southern China,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOLOGICAL ENGINEERING,2014,Zhou
1,SDJ,FALSE,A social-ecological approach to land-use conflict to inform regional and conservation planning and management,SDJ: conflict analysis for land use,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,LANDSCAPE ECOLOGY,2018,Karimi
1,LB,FALSE,A social-ecological assessment of vacant lots in New York City,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,LANDSCAPE AND URBAN PLANNING,2013,Kremer
1,KCG,FALSE,Aboveground biomass production of a semi-arid southern African savanna: towards a new model,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,AFRICAN JOURNAL OF RANGE & FORAGE SCIENCE,2016,Palmer
1,CK,FALSE,Acacia mangium increases the mesofauna density and diversity in the litter layer in Eucalyptus grandis plantations,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,EUROPEAN JOURNAL OF SOIL BIOLOGY,2019,Guidetti Zagatto
1,GV,FALSE,Accelerating Adaptation of Natural Resource Management to Address Climate Change,GV: Tool/framework for managing ES across jurisdictions.,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,CONSERVATION BIOLOGY,2013,Cross
1,TK,FALSE,Accounting for the ecosystem services of migratory species: Quantifying migration support and spatial subsidies,TK: Conceptual framework and valuation method for migratory species.,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOLOGICAL ECONOMICS,2011,Semmens
1,CK,FALSE,Achieving social and ecological goals of coastal management through integrated monitoring,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,JOURNAL OF APPLIED ECOLOGY,2019,Wongbusarakum
1,CW,FALSE,"Activity, diversity and function of arbuscular mycorrhizae vary with changes in agricultural management intensity","CW: Measures AMF diversity, activity, biomass, and ordinates AMF communities under 3 ag mgmt treatments. The introduction nominally connects AMF to three ecosystem services, and states AMF can improve ecosystem function, but authors never state AMF diversity is being used as a proxy or for any specific EF.",NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,2017,Gottshall
1,LB,FALSE,Adaptive wetland management in an uncertain and changing arid environment,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOLOGY AND SOCIETY,2014,Downard
1,CK,FALSE,Adding ecological and evolutionary processes to restoration biodiversity offset models using neutral theory,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,DIVERSITY AND DISTRIBUTIONS,2019,Buschke
1,IS,FALSE,Adventure racing enables access to cultural ecosystem services at multiple scales,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOSYSTEM SERVICES,2017,Smith
1,LB,FALSE,Afforestation or natural succession? Looking for the best way to manage abandoned cut-over peatlands for biodiversity conservation,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOLOGICAL ENGINEERING,2014,Woziwoda
1,IS,FALSE,"Age, sex, and climate factors show different effects on survival of three different bat species in a woodland bat community",IS: measured bat survival and mentioned tie to ES but no direct measurement of EF/ES,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,GLOBAL ECOLOGY AND CONSERVATION,2017,Culina
1,AIS,FALSE,Agricultural ewetland restorations on the USA Atlantic Coastal Plain achieve diverse native wetland plant communities but differ from natural wetlands,AIS: measures biodiversity as proxy for ES,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,2014,Yepsen
1,AIS,FALSE,Agrochemicals indirectly increase survival of E. coli O157:H7 and indicator bacteria by reducing ecosystem services,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOLOGICAL APPLICATIONS,2014,Staley
1,GV,FALSE,Aldo Leopold's Land Health from a Resilience Point of View: Self-renewal Capacity of Social-Ecological Systems,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOHEALTH,2012,Berkes
1,IS,FALSE,Alien plants have greater impact than habitat fragmentation on native insect flower visitation networks,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,DIVERSITY AND DISTRIBUTIONS,2018,Hansen
1,TM,FALSE,Aligning 'public good' environmental stewardship with the landscape-scale: Adapting MBIs for private land conservation policy,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOLOGICAL ECONOMICS,2015,Cooke
1,GV,FALSE,Allelopathy: a tool for weed management in forest restoration,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,PLANT ECOLOGY,2012,Cummings
1,JL,FALSE,Allometry data and equations for coastal marsh plants,"JL: Thorough description of allometric relationships that can be used to estimate biomass (which then can link to ES), but no substantial development or addressing of the idea that biomass stands for particular functions or services.",NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOLOGY,2016,Lu
1,IS,FALSE,Amphibian species and functional diversity as indicators of restoration success in tropical montane forest,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,BIODIVERSITY AND CONSERVATION,2017,Diaz-Garcia
1,AK,FALSE,An ArcMap plug-in for calculating landscape metrics of vector data,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOLOGICAL INFORMATICS,2019,Yu
1,TM,FALSE,An Ecological Network Perspective in Improving Reserve Design and Connectivity: A Case Study of Wuyishan Nature Reserve in China,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOLOGICAL MODELLING,2015,Liu
1,LD,FALSE,An Ecological Perspective on Sleep Disruption,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,AMERICAN NATURALIST,2017,Tougeron
1,TK,FALSE,An Ecological View of the History of the City of Cape Town,TK: This is an ecological history paper.,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOLOGY AND SOCIETY,2012,Anderson
1,TM,FALSE,An evaluation of ecological losses from hydropower development in Tibet,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOLOGICAL ENGINEERING,2015,Li
1,TK,FALSE,An integrated conceptual framework for long-term social-ecological research,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,FRONTIERS IN ECOLOGY AND THE ENVIRONMENT,2011,Collins
1,AK,FALSE,"An integrated multi-scale approach to restoring a degraded secondary forest ecosystem: A case study in the Changbai Mountains, northeastern China",NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOLOGICAL ENGINEERING,2018,Qi
1,TK,FALSE,An outcome-based model for predicting recovery pathways in restored ecosystems: The Recovery Cascade Model,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOLOGICAL ENGINEERING,2011,Robson
1,IS,FALSE,"Analysing Betula litwinowii encroachment and reforestation in the Kazbegi region, Greater Caucasus, Georgia",NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,JOURNAL OF VEGETATION SCIENCE,2018,Hansen
1,KCG,FALSE,ANALYSING THE ATTRIBUTES OF ECOLOGICAL EVALUATION ON LOCAL AND REGIONAL LEVELS VIA WILLINGNESS TO PAY (WTP) - A HUNGARIAN CASE STUDY,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH,2016,Fogarassy
1,IS,FALSE,Analysis of Behavior Choice Willingness of Rural Land Transfer and Ecological Farming in the Perspective of Farmer Cognition,IS: Measured demographics of stakeholders,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,EKOLOJI,2018,Guo
1,GV,FALSE,Animal welfare and decision making in wildlife research,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,BIOLOGICAL CONSERVATION,2012,McMahon
1,CK,FALSE,Ant assemblages on littered food waste and food removal rates in urban-suburban parks of Tokyo,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,BASIC AND APPLIED ECOLOGY,2019,Hosaka
1,IS,FALSE,Ants as ecological indicators of rainforest restoration: Community convergence and the development of an Ant Forest Indicator Index in the Australian wet tropics,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOLOGY AND EVOLUTION,2017,Lawes
1,LB,FALSE,Apex scavenger movements call for transboundary conservation policies,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,BIOLOGICAL CONSERVATION,2014,Lambertucci
1,JL,FALSE,Application of a coupled human natural system framework to organize and frame challenges and opportunities for biodiversity conservation on private lands.,"JL: Reviews some important concepts (e.g., nonlinear dynamics, scales, thresholds) in the context of linking social dynamics into ES frameworks... but doesn't generate new understanding itself",NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOLOGY AND SOCIETY,2017,Quinn
1,GV,FALSE,Applying Landscape Science to Natural Resource Management,GV: Intro to a special feature,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOLOGY AND SOCIETY,2013,Robinson
1,AIS,FALSE,"Are empidine dance flies major flower visitors in alpine environments? A case study in the Alps, France",NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,BIOLOGY LETTERS,2014,Lefebvre
1,TK,FALSE,Are soils in urban ecosystems compacted? A citywide analysis,TK: Measures soil compaction without a link to EF or ES,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,BIOLOGY LETTERS,2011,Edmondson
1,LB,FALSE,Assessing and comparing relationships between urban environmental stewardship networks and land cover in Baltimore and Seattle,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,LANDSCAPE AND URBAN PLANNING,2013,Romolini
1,CK,FALSE,Assessing Biophilic Design Elements for ecosystem service attributes - A subtropical Australian case,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOSYSTEM SERVICES,2019,Kambo
1,CK,FALSE,Assessing Ecological Risks from Atmospheric Deposition of Nitrogen and Sulfur to US Forests Using Epiphytic Macrolichens,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,DIVERSITY-BASEL,2019,Geiser
1,AIS,FALSE,Assessing hotspots within hotspots to conserve biodiversity and support fisheries management,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,MARINE ECOLOGY PROGRESS SERIES,2014,Schmiing
1,LB,FALSE,Assessing Impacts of Roads: Application of a Standard Assessment Protocol,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,RANGELAND ECOLOGY & MANAGEMENT,2013,Duniway
1,AK,FALSE,Assessing local attitudes and perceptions of non-native species to inform management of novel ecosystems,AK: perceptions/attitudes about non-native species presence that may provide benefits..could maybe be in included but I lean towards excluding,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,BIOLOGICAL INVASIONS,2019,Lewis
1,LB,FALSE,Assessing the landscape and ecological quality of urban green spaces in a compact city,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,LANDSCAPE AND URBAN PLANNING,2014,Tian
1,KCG,FALSE,Assessing the Potential for Transitions from Tallgrass Prairie to Woodlands: Are We Operating Beyond Critical Fire Thresholds?,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,RANGELAND ECOLOGY & MANAGEMENT,2016,Ratajczak
1,CK,FALSE,"Assessing, with limited resources, the ecological outcomes of wetland restoration: a South African case",NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,RESTORATION ECOLOGY,2019,Kotze
1,IS,FALSE,"Assessment of ecological risks induced by land use and land cover changes in Xiamen City, China",NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,INTERNATIONAL JOURNAL OF SUSTAINABLE DEVELOPMENT AND WORLD ECOLOGY,2018,Hua
1,IS,FALSE,Assessment of urbanization-induced ecological risks in an area with significant ecosystem services based on land use/cover change scenarios,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,INTERNATIONAL JOURNAL OF SUSTAINABLE DEVELOPMENT AND WORLD ECOLOGY,2018,Liao
1,AIS,FALSE,Assessments of ecosystem services and human well-being in Thailand build and create demand for coproductive capacity,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOLOGY AND SOCIETY,2015,Lebel
1,GV,FALSE,Assisted Colonization of Foundation Species: Lack of Consideration of the Extended Phenotype Concept-Response to Kreyling et al. (2011),GV: response to another article,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,RESTORATION ECOLOGY,2012,Frascaria-Lacoste
1,GV,FALSE,Associations of Grassland Bird Communities with Black-Tailed Prairie Dogs in the North American Great Plains,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,CONSERVATION BIOLOGY,2013,Augustine
1,LB,FALSE,Attitudes toward forest diversity and forest ecosystem services-a cross-cultural comparison between China and Switzerland,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,JOURNAL OF PLANT ECOLOGY,2014,Lindemann-Matthies
1,IS,FALSE,Bark beetles as agents of change in social-ecological systems,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,FRONTIERS IN ECOLOGY AND THE ENVIRONMENT,2018,Morris
1,AK,FALSE,Bat boxes and climate change: testing the risk of over-heating in the Mediterranean region,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,BIODIVERSITY AND CONSERVATION,2019,Martin Bideguren
1,LD,FALSE,Bat boxes in urban non-native forests: a popular practice that should be reconsidered,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,URBAN ECOSYSTEMS,2017,Lopez-Baucells
1,GV,FALSE,Bats as bioindicators - the need of a standardized method for acoustic bat activity surveys,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,METHODS IN ECOLOGY AND EVOLUTION,2012,Stahlschmidt
1,IS,FALSE,Beef or grasshopper hamburgers: The ecological implications of choosing one over the other,IS: Only pointed to insects as a food source and seems to not really directly measure or model insect abundance?,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,BASIC AND APPLIED ECOLOGY,2018,Wegier
1,CK,FALSE,Beta diversity of aquatic invertebrates increases along an altitudinal gradient in a Neotropical mountain,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,BIOTROPICA,2019,Castro
1,TM,FALSE,Beyond prime areas of nature protection in East Africa: conservation ecology of a narrowly distributed Kenyan endemic bird species,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,BIODIVERSITY AND CONSERVATION,2015,Habel
1,TM,FALSE,Beyond species loss: the extinction of ecological interactions in a changing world,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,FUNCTIONAL ECOLOGY,2015,Valiente-Banuet
1,IS,FALSE,Biocultural approaches to well-being and sustainability indicators across scales,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,NATURE ECOLOGY & EVOLUTION,2017,Sterling
1,AK,FALSE,Biodiversity hotspots are not congruent with conservation areas in the Gulf of California,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,BIODIVERSITY AND CONSERVATION,2018,Morzaria-Luna
1,GV,FALSE,Biophysical feedback mediates effects of invasive grasses on coastal dune shape,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOLOGY,2012,Zarnetske
1,TM,FALSE,Blue is the new green - Ecological enhancement of concrete based coastal and marine infrastructure,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOLOGICAL ENGINEERING,2015,Ido
1,CK,FALSE,"Bridging practices, institutions, and landscapes through a scale-based approach for research and practice: A case study of a business association in South India",NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOLOGICAL ECONOMICS,2019,Asokan
1,CK,FALSE,Broadly inflicted stressors can cause ecosystem thinning,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,THEORETICAL ECOLOGY,2019,Burgess
1,AIS,FALSE,Building biodiversity: Vegetated facades as habitats for spider and beetle assemblages,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,GLOBAL ECOLOGY AND CONSERVATION,2015,Madre
1,SDJ,FALSE,Can conservation in protected areas and visitor preferences converge? An empirical study in Central Chile,SDJ: visitor willingness to pay - assesses different EF/ES monetarily,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,BIODIVERSITY AND CONSERVATION,2018,Cerda
1,AK,FALSE,Can Financial Incentives Change Farmers' Motivations? An Agrarian System Approach to Development Pathways at the Nicaraguan Agricultural Frontier,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOLOGICAL ECONOMICS,2019,Van Hecken
1,IS,FALSE,"Can income diversification resolve social-ecological traps in small-scale fisheries and aquaculture in the global south? A case study of response diversity in the Tam Giang lagoon, central Vietnam",NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOLOGY AND SOCIETY,2018,Tong Thi Hai Hanh
1,TK,FALSE,Can long-term floodplain meadow recreation replicate species composition and functional characteristics of target grasslands?,TK: Measures traits but there is no tie to EF or ES.,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,JOURNAL OF APPLIED ECOLOGY,2011,Woodcock
1,LB,FALSE,Can wetlands maintained for human use also help conserve biodiversity? Landscape-scale patterns of bird use of wetlands in an agricultural landscape in north India,LB: beta-div,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,BIOLOGICAL CONSERVATION,2013,Sundar
1,AK,FALSE,Canadian Prairie Rangeland and Seeded Forage Classification Using Multiseason Landsat 8 and Summer RADARSAT-2,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,RANGELAND ECOLOGY & MANAGEMENT,2019,Lindsay
1,LB,FALSE,"Capacity, pressure, demand, and flow: A conceptual framework for analyzing ecosystem service provision and delivery",NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOLOGICAL COMPLEXITY,2013,Villamagna
1,CK,FALSE,Capturing emergent phenomena in social-ecological systems: an analytical framework,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOLOGY AND SOCIETY,2019,Schluter
1,TM,FALSE,Carrion ecology modelling for vulture conservation: are vulture restaurants needed to sustain the densest breeding population of the African white-backed vulture?,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ANIMAL CONSERVATION,2015,Kane
1,AK,FALSE,"Causes and consequences of crayfish extinction: Stream connectivity, habitat changes, alien species and ecosystem services",AK: extinction risk of native crayfish just sprinkle in ES term.,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,FRESHWATER BIOLOGY,2019,Manenti
1,AIS,FALSE,Challenges of achieving Good Environmental Status in the Northeast Atlantic,"AIS: (Ref ID 1190) This is a conceptual model linking political, social, economic, and ecological drivers of the NE Atlantic. Superficially uses an ES as a case study, but no empirical work nor quantification of ES/EF",NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOLOGY AND SOCIETY,2015,Alexander
1,LB,FALSE,Challenges of ecological restoration: Lessons from forests in northern Europe,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,BIOLOGICAL CONSERVATION,2013,Halme
