StartDate,EndDate,RecordedDate,ResponseId,Init,doublerev,version,Title,id,answer,clean_answer,fullquestion,abbr,qnum,survey_order,reviewer_surveynotes,reviewer_exclusion_status,flagged4review,reason_flagged,outsidereviewer,outsidereviewer_notes,exclusion_reason
2020-02-12T18:36:52Z,2020-02-12T18:47:10Z,2020-02-12T18:47:11Z,R_WkrudX0Pys47HOx,NBD,FALSE,final,Cultural Ecosystem Services and Popular Perceptions of the Benefits of an Ecological Restoration Project in the Brazilian Atlantic Forest,Q29,No answer (question not yet created),No answer (question not yet created),Q3b: This paper ONLY focuses on social dimensions of services (no measurement of services or processes),SocialOnly,Q3,21,NBD: very hard to code- answers to survey about forest recovery's impact on water purification,Maybe exclude (uncertainty in survey notes),TRUE,Reviewer notes trigger outside review for exclusion,LD,LD: perception social only,SocialOnly
2020-02-12T18:36:52Z,2020-02-12T18:47:10Z,2020-02-12T18:47:11Z,R_WkrudX0Pys47HOx,NBD,FALSE,final,Cultural Ecosystem Services and Popular Perceptions of the Benefits of an Ecological Restoration Project in the Brazilian Atlantic Forest,Q30,No answer (question not yet created),No answer (question not yet created),"This paper is a Review, Synthesis, Meta-analysis or a Methods only paper.",ReviewOnly,Q3,22,NBD: very hard to code- answers to survey about forest recovery's impact on water purification,Maybe exclude (uncertainty in survey notes),TRUE,Reviewer notes trigger outside review for exclusion,LD,LD: perception social only,SocialOnly
2020-04-06T23:23:24Z,2020-04-06T23:30:25Z,2020-04-06T23:30:25Z,R_33BHePaY0hIsWJR,JL,TRUE,original,Defining core areas of ecological infrastructure to secure rural livelihoods in South Africa,Q2,No,No,Q3: This paper only measures biodiversity/abundance but NOT as an explicit proxy for EF/ES,BiodivOnly,Q3,20,NA,Excluded by Q3,TRUE,Inconsistent reviewer answers to Q3,NBD,"NBD: I think it should be excluded because it is too social. The paper does talk about ecosystem services, but just to ask people which services are the most important to them, and then it looks at how infrastructure could improve that.",SocialOnly
2020-04-06T23:23:24Z,2020-04-06T23:30:25Z,2020-04-06T23:30:25Z,R_33BHePaY0hIsWJR,JL,TRUE,original,Defining core areas of ecological infrastructure to secure rural livelihoods in South Africa,Q29,Yes,Yes,Q3b: This paper ONLY focuses on social dimensions of services (no measurement of services or processes),SocialOnly,Q3,21,NA,Excluded by Q3,TRUE,Inconsistent reviewer answers to Q3,NBD,"NBD: I think it should be excluded because it is too social. The paper does talk about ecosystem services, but just to ask people which services are the most important to them, and then it looks at how infrastructure could improve that.",SocialOnly
2020-04-06T23:23:24Z,2020-04-06T23:30:25Z,2020-04-06T23:30:25Z,R_33BHePaY0hIsWJR,JL,TRUE,original,Defining core areas of ecological infrastructure to secure rural livelihoods in South Africa,Q30,NA (paper already excluded),NA (paper already excluded),"This paper is a Review, Synthesis, Meta-analysis or a Methods only paper.",ReviewOnly,Q3,22,NA,Excluded by Q3,TRUE,Inconsistent reviewer answers to Q3,NBD,"NBD: I think it should be excluded because it is too social. The paper does talk about ecosystem services, but just to ask people which services are the most important to them, and then it looks at how infrastructure could improve that.",SocialOnly
2020-04-16T19:35:48Z,2020-04-16T20:30:09Z,2020-04-16T20:30:10Z,R_3KCsKZPnK4qWsSN,TK,TRUE,original,Defining core areas of ecological infrastructure to secure rural livelihoods in South Africa,Q2,No,No,Q3: This paper only measures biodiversity/abundance but NOT as an explicit proxy for EF/ES,BiodivOnly,Q3,20,NA,Keep paper,TRUE,Inconsistent reviewer answers to Q3,NBD,"NBD: I think it should be excluded because it is too social. The paper does talk about ecosystem services, but just to ask people which services are the most important to them, and then it looks at how infrastructure could improve that.",SocialOnly
2020-04-16T19:35:48Z,2020-04-16T20:30:09Z,2020-04-16T20:30:10Z,R_3KCsKZPnK4qWsSN,TK,TRUE,original,Defining core areas of ecological infrastructure to secure rural livelihoods in South Africa,Q29,No,No,Q3b: This paper ONLY focuses on social dimensions of services (no measurement of services or processes),SocialOnly,Q3,21,NA,Keep paper,TRUE,Inconsistent reviewer answers to Q3,NBD,"NBD: I think it should be excluded because it is too social. The paper does talk about ecosystem services, but just to ask people which services are the most important to them, and then it looks at how infrastructure could improve that.",SocialOnly
2020-04-16T19:35:48Z,2020-04-16T20:30:09Z,2020-04-16T20:30:10Z,R_3KCsKZPnK4qWsSN,TK,TRUE,original,Defining core areas of ecological infrastructure to secure rural livelihoods in South Africa,Q30,No,No,"This paper is a Review, Synthesis, Meta-analysis or a Methods only paper.",ReviewOnly,Q3,22,NA,Keep paper,TRUE,Inconsistent reviewer answers to Q3,NBD,"NBD: I think it should be excluded because it is too social. The paper does talk about ecosystem services, but just to ask people which services are the most important to them, and then it looks at how infrastructure could improve that.",SocialOnly
2020-02-12T17:32:20Z,2020-02-12T17:52:18Z,2020-02-12T17:52:19Z,R_RQYDj57vgDfJ2tX,LB,FALSE,final,Deicing Salt Pollution Affects the Foliar Traits and Arthropods' Biodiversity of Lime Trees in Riga's Street Greeneries,Q2,Yes,Yes,Q3: This paper only measures biodiversity/abundance but NOT as an explicit proxy for EF/ES,BiodivOnly,Q3,20,NA,Excluded by Q3,FALSE,NA,NA,NA,BiodivOnly
2020-02-12T17:32:20Z,2020-02-12T17:52:18Z,2020-02-12T17:52:19Z,R_RQYDj57vgDfJ2tX,LB,FALSE,final,Deicing Salt Pollution Affects the Foliar Traits and Arthropods' Biodiversity of Lime Trees in Riga's Street Greeneries,Q29,NA (paper already excluded),NA (paper already excluded),Q3b: This paper ONLY focuses on social dimensions of services (no measurement of services or processes),SocialOnly,Q3,21,NA,Excluded by Q3,FALSE,NA,NA,NA,BiodivOnly
2020-02-12T17:32:20Z,2020-02-12T17:52:18Z,2020-02-12T17:52:19Z,R_RQYDj57vgDfJ2tX,LB,FALSE,final,Deicing Salt Pollution Affects the Foliar Traits and Arthropods' Biodiversity of Lime Trees in Riga's Street Greeneries,Q30,NA (paper already excluded),NA (paper already excluded),"This paper is a Review, Synthesis, Meta-analysis or a Methods only paper.",ReviewOnly,Q3,22,NA,Excluded by Q3,FALSE,NA,NA,NA,BiodivOnly
2020-03-30T20:42:53Z,2020-03-30T21:34:08Z,2020-03-30T21:34:09Z,R_AaOxs4IwmGqRJHr,JL,TRUE,original,Delineating and mapping riparian areas for ecosystem service assessment,Q2,No,No,Q3: This paper only measures biodiversity/abundance but NOT as an explicit proxy for EF/ES,BiodivOnly,Q3,20,NA,Excluded by Q3,FALSE,NA,NA,NA,ReviewOnly
2020-03-30T20:42:53Z,2020-03-30T21:34:08Z,2020-03-30T21:34:09Z,R_AaOxs4IwmGqRJHr,JL,TRUE,original,Delineating and mapping riparian areas for ecosystem service assessment,Q29,No,No,Q3b: This paper ONLY focuses on social dimensions of services (no measurement of services or processes),SocialOnly,Q3,21,NA,Excluded by Q3,FALSE,NA,NA,NA,ReviewOnly
2020-03-30T20:42:53Z,2020-03-30T21:34:08Z,2020-03-30T21:34:09Z,R_AaOxs4IwmGqRJHr,JL,TRUE,original,Delineating and mapping riparian areas for ecosystem service assessment,Q30,Yes,Yes,"This paper is a Review, Synthesis, Meta-analysis or a Methods only paper.",ReviewOnly,Q3,22,NA,Excluded by Q3,FALSE,NA,NA,NA,ReviewOnly
2020-04-17T00:22:14Z,2020-04-17T00:42:52Z,2020-04-17T00:42:53Z,R_1r7ACqvEo2RTVtm,TK,TRUE,original,Delineating and mapping riparian areas for ecosystem service assessment,Q2,No,No,Q3: This paper only measures biodiversity/abundance but NOT as an explicit proxy for EF/ES,BiodivOnly,Q3,20,NA,Excluded by Q3,FALSE,NA,NA,NA,ReviewOnly
2020-04-17T00:22:14Z,2020-04-17T00:42:52Z,2020-04-17T00:42:53Z,R_1r7ACqvEo2RTVtm,TK,TRUE,original,Delineating and mapping riparian areas for ecosystem service assessment,Q29,No,No,Q3b: This paper ONLY focuses on social dimensions of services (no measurement of services or processes),SocialOnly,Q3,21,NA,Excluded by Q3,FALSE,NA,NA,NA,ReviewOnly
2020-04-17T00:22:14Z,2020-04-17T00:42:52Z,2020-04-17T00:42:53Z,R_1r7ACqvEo2RTVtm,TK,TRUE,original,Delineating and mapping riparian areas for ecosystem service assessment,Q30,Yes,Yes,"This paper is a Review, Synthesis, Meta-analysis or a Methods only paper.",ReviewOnly,Q3,22,NA,Excluded by Q3,FALSE,NA,NA,NA,ReviewOnly
2020-04-16T23:21:43Z,2020-04-16T23:31:52Z,2020-04-16T23:31:52Z,R_3IWbR1QP1Pt9b0i,KCG,FALSE,final,Designed habitat heterogeneity on green roofs increases seedling survival but not plant species diversity,Q2,Yes,Yes,Q3: This paper only measures biodiversity/abundance but NOT as an explicit proxy for EF/ES,BiodivOnly,Q3,20,NA,Excluded by Q3,FALSE,NA,NA,NA,BiodivOnly
2020-04-16T23:21:43Z,2020-04-16T23:31:52Z,2020-04-16T23:31:52Z,R_3IWbR1QP1Pt9b0i,KCG,FALSE,final,Designed habitat heterogeneity on green roofs increases seedling survival but not plant species diversity,Q29,NA (paper already excluded),NA (paper already excluded),Q3b: This paper ONLY focuses on social dimensions of services (no measurement of services or processes),SocialOnly,Q3,21,NA,Excluded by Q3,FALSE,NA,NA,NA,BiodivOnly
2020-04-16T23:21:43Z,2020-04-16T23:31:52Z,2020-04-16T23:31:52Z,R_3IWbR1QP1Pt9b0i,KCG,FALSE,final,Designed habitat heterogeneity on green roofs increases seedling survival but not plant species diversity,Q30,NA (paper already excluded),NA (paper already excluded),"This paper is a Review, Synthesis, Meta-analysis or a Methods only paper.",ReviewOnly,Q3,22,NA,Excluded by Q3,FALSE,NA,NA,NA,BiodivOnly
2020-03-05T19:41:30Z,2020-03-05T19:51:20Z,2020-03-05T19:51:21Z,R_3L6fM5z3EX6BPWj,GV,FALSE,final,Determinants of the distribution of nitrogen-cycling microbial communities at the landscape scale,Q2,Yes,Yes,Q3: This paper only measures biodiversity/abundance but NOT as an explicit proxy for EF/ES,BiodivOnly,Q3,20,NA,Excluded by Q3,FALSE,NA,NA,NA,BiodivOnly
2020-03-05T19:41:30Z,2020-03-05T19:51:20Z,2020-03-05T19:51:21Z,R_3L6fM5z3EX6BPWj,GV,FALSE,final,Determinants of the distribution of nitrogen-cycling microbial communities at the landscape scale,Q29,NA (paper already excluded),NA (paper already excluded),Q3b: This paper ONLY focuses on social dimensions of services (no measurement of services or processes),SocialOnly,Q3,21,NA,Excluded by Q3,FALSE,NA,NA,NA,BiodivOnly
2020-03-05T19:41:30Z,2020-03-05T19:51:20Z,2020-03-05T19:51:21Z,R_3L6fM5z3EX6BPWj,GV,FALSE,final,Determinants of the distribution of nitrogen-cycling microbial communities at the landscape scale,Q30,NA (paper already excluded),NA (paper already excluded),"This paper is a Review, Synthesis, Meta-analysis or a Methods only paper.",ReviewOnly,Q3,22,NA,Excluded by Q3,FALSE,NA,NA,NA,BiodivOnly
2020-03-18T15:10:15Z,2020-03-18T15:15:15Z,2020-03-18T15:15:15Z,R_1GDoHceLBdbMDOi,IS,FALSE,final,"Differences in macrobenthic faunal communities in mangrove wetland habitats (Zhanjiang, China) invaded and non-invaded by exotic cordgrass Spartina alterniflora",Q2,Yes,Yes,Q3: This paper only measures biodiversity/abundance but NOT as an explicit proxy for EF/ES,BiodivOnly,Q3,20,NA,Excluded by Q3,FALSE,NA,NA,NA,BiodivOnly
2020-03-18T15:10:15Z,2020-03-18T15:15:15Z,2020-03-18T15:15:15Z,R_1GDoHceLBdbMDOi,IS,FALSE,final,"Differences in macrobenthic faunal communities in mangrove wetland habitats (Zhanjiang, China) invaded and non-invaded by exotic cordgrass Spartina alterniflora",Q29,NA (paper already excluded),NA (paper already excluded),Q3b: This paper ONLY focuses on social dimensions of services (no measurement of services or processes),SocialOnly,Q3,21,NA,Excluded by Q3,FALSE,NA,NA,NA,BiodivOnly
2020-03-18T15:10:15Z,2020-03-18T15:15:15Z,2020-03-18T15:15:15Z,R_1GDoHceLBdbMDOi,IS,FALSE,final,"Differences in macrobenthic faunal communities in mangrove wetland habitats (Zhanjiang, China) invaded and non-invaded by exotic cordgrass Spartina alterniflora",Q30,NA (paper already excluded),NA (paper already excluded),"This paper is a Review, Synthesis, Meta-analysis or a Methods only paper.",ReviewOnly,Q3,22,NA,Excluded by Q3,FALSE,NA,NA,NA,BiodivOnly
2020-04-16T17:42:39Z,2020-04-16T18:23:44Z,2020-04-16T18:23:45Z,R_3n0lfo630u2aZ8m,KCG,FALSE,final,Dominance structure of assemblages is regulated over a period of rapid environmental change,Q2,No,No,Q3: This paper only measures biodiversity/abundance but NOT as an explicit proxy for EF/ES,BiodivOnly,Q3,20,NA,Excluded by Q3,FALSE,NA,NA,NA,ReviewOnly
2020-04-16T17:42:39Z,2020-04-16T18:23:44Z,2020-04-16T18:23:45Z,R_3n0lfo630u2aZ8m,KCG,FALSE,final,Dominance structure of assemblages is regulated over a period of rapid environmental change,Q29,No,No,Q3b: This paper ONLY focuses on social dimensions of services (no measurement of services or processes),SocialOnly,Q3,21,NA,Excluded by Q3,FALSE,NA,NA,NA,ReviewOnly
2020-04-16T17:42:39Z,2020-04-16T18:23:44Z,2020-04-16T18:23:45Z,R_3n0lfo630u2aZ8m,KCG,FALSE,final,Dominance structure of assemblages is regulated over a period of rapid environmental change,Q30,Yes,Yes,"This paper is a Review, Synthesis, Meta-analysis or a Methods only paper.",ReviewOnly,Q3,22,NA,Excluded by Q3,FALSE,NA,NA,NA,ReviewOnly
2020-03-31T23:56:09Z,2020-04-01T00:09:45Z,2020-04-01T00:09:45Z,R_24NqG3lt1m459PS,AIS,FALSE,final,Ecological consequences of invasive lake trout on river otters in Yellowstone National Park,Q2,No,No,Q3: This paper only measures biodiversity/abundance but NOT as an explicit proxy for EF/ES,BiodivOnly,Q3,20,NA,Keep paper,TRUE,Flagged by JL/GV during new scale question review,LD,LD: Q1,BiodivOnly
2020-03-31T23:56:09Z,2020-04-01T00:09:45Z,2020-04-01T00:09:45Z,R_24NqG3lt1m459PS,AIS,FALSE,final,Ecological consequences of invasive lake trout on river otters in Yellowstone National Park,Q29,No,No,Q3b: This paper ONLY focuses on social dimensions of services (no measurement of services or processes),SocialOnly,Q3,21,NA,Keep paper,TRUE,Flagged by JL/GV during new scale question review,LD,LD: Q1,BiodivOnly
2020-03-31T23:56:09Z,2020-04-01T00:09:45Z,2020-04-01T00:09:45Z,R_24NqG3lt1m459PS,AIS,FALSE,final,Ecological consequences of invasive lake trout on river otters in Yellowstone National Park,Q30,No,No,"This paper is a Review, Synthesis, Meta-analysis or a Methods only paper.",ReviewOnly,Q3,22,NA,Keep paper,TRUE,Flagged by JL/GV during new scale question review,LD,LD: Q1,BiodivOnly
2020-04-08T13:34:13Z,2020-04-08T13:34:31Z,2020-04-08T13:34:31Z,R_ysZJbEE7Wg2vKU1,IS,FALSE,final,Ecological contributions to human health in cities,Q2,No,No,Q3: This paper only measures biodiversity/abundance but NOT as an explicit proxy for EF/ES,BiodivOnly,Q3,20,NA,Excluded by Q3,FALSE,NA,NA,NA,ReviewOnly
2020-04-08T13:34:13Z,2020-04-08T13:34:31Z,2020-04-08T13:34:31Z,R_ysZJbEE7Wg2vKU1,IS,FALSE,final,Ecological contributions to human health in cities,Q29,No,No,Q3b: This paper ONLY focuses on social dimensions of services (no measurement of services or processes),SocialOnly,Q3,21,NA,Excluded by Q3,FALSE,NA,NA,NA,ReviewOnly
2020-04-08T13:34:13Z,2020-04-08T13:34:31Z,2020-04-08T13:34:31Z,R_ysZJbEE7Wg2vKU1,IS,FALSE,final,Ecological contributions to human health in cities,Q30,Yes,Yes,"This paper is a Review, Synthesis, Meta-analysis or a Methods only paper.",ReviewOnly,Q3,22,NA,Excluded by Q3,FALSE,NA,NA,NA,ReviewOnly
2020-03-30T21:05:13Z,2020-03-30T21:10:41Z,2020-03-30T21:10:42Z,R_1MYE98HQXxtEHCe,GV,FALSE,final,"Ecosystem and Social Construction: an Interdisciplinary Case Study of the Shurkul Lake Landscape in Khorezm, Uzbekistan",Q2,No,No,Q3: This paper only measures biodiversity/abundance but NOT as an explicit proxy for EF/ES,BiodivOnly,Q3,20,NA,Excluded by Q3,FALSE,NA,NA,NA,SocialOnly
2020-03-30T21:05:13Z,2020-03-30T21:10:41Z,2020-03-30T21:10:42Z,R_1MYE98HQXxtEHCe,GV,FALSE,final,"Ecosystem and Social Construction: an Interdisciplinary Case Study of the Shurkul Lake Landscape in Khorezm, Uzbekistan",Q29,Yes,Yes,Q3b: This paper ONLY focuses on social dimensions of services (no measurement of services or processes),SocialOnly,Q3,21,NA,Excluded by Q3,FALSE,NA,NA,NA,SocialOnly
2020-03-30T21:05:13Z,2020-03-30T21:10:41Z,2020-03-30T21:10:42Z,R_1MYE98HQXxtEHCe,GV,FALSE,final,"Ecosystem and Social Construction: an Interdisciplinary Case Study of the Shurkul Lake Landscape in Khorezm, Uzbekistan",Q30,NA (paper already excluded),NA (paper already excluded),"This paper is a Review, Synthesis, Meta-analysis or a Methods only paper.",ReviewOnly,Q3,22,NA,Excluded by Q3,FALSE,NA,NA,NA,SocialOnly
2020-04-01T14:34:24Z,2020-04-01T14:41:20Z,2020-04-01T14:41:20Z,R_b7RMSRD3wbh7yZH,CK,FALSE,final,Ecosystem service delivery of agri-environment measures: A synthesis for hedgerows and grass strips on arable land,Q2,No,No,Q3: This paper only measures biodiversity/abundance but NOT as an explicit proxy for EF/ES,BiodivOnly,Q3,20,NA,Excluded by Q3,FALSE,NA,NA,NA,ReviewOnly
2020-04-01T14:34:24Z,2020-04-01T14:41:20Z,2020-04-01T14:41:20Z,R_b7RMSRD3wbh7yZH,CK,FALSE,final,Ecosystem service delivery of agri-environment measures: A synthesis for hedgerows and grass strips on arable land,Q29,No,No,Q3b: This paper ONLY focuses on social dimensions of services (no measurement of services or processes),SocialOnly,Q3,21,NA,Excluded by Q3,FALSE,NA,NA,NA,ReviewOnly
2020-04-01T14:34:24Z,2020-04-01T14:41:20Z,2020-04-01T14:41:20Z,R_b7RMSRD3wbh7yZH,CK,FALSE,final,Ecosystem service delivery of agri-environment measures: A synthesis for hedgerows and grass strips on arable land,Q30,Yes,Yes,"This paper is a Review, Synthesis, Meta-analysis or a Methods only paper.",ReviewOnly,Q3,22,NA,Excluded by Q3,FALSE,NA,NA,NA,ReviewOnly
2020-04-10T04:46:21Z,2020-04-10T04:55:32Z,2020-04-10T04:55:32Z,R_3hokte5x88zoUA2,TK,FALSE,final,Ecosystem Services and Abrupt Transformations in a Coastal Wetland Social-Ecological System: Tubul-Raqui after the 2010 Earthquake in Chile,Q2,No,No,Q3: This paper only measures biodiversity/abundance but NOT as an explicit proxy for EF/ES,BiodivOnly,Q3,20,NA,Excluded by Q3,FALSE,NA,NA,NA,SocialOnly
2020-04-10T04:46:21Z,2020-04-10T04:55:32Z,2020-04-10T04:55:32Z,R_3hokte5x88zoUA2,TK,FALSE,final,Ecosystem Services and Abrupt Transformations in a Coastal Wetland Social-Ecological System: Tubul-Raqui after the 2010 Earthquake in Chile,Q29,Yes,Yes,Q3b: This paper ONLY focuses on social dimensions of services (no measurement of services or processes),SocialOnly,Q3,21,NA,Excluded by Q3,FALSE,NA,NA,NA,SocialOnly
2020-04-10T04:46:21Z,2020-04-10T04:55:32Z,2020-04-10T04:55:32Z,R_3hokte5x88zoUA2,TK,FALSE,final,Ecosystem Services and Abrupt Transformations in a Coastal Wetland Social-Ecological System: Tubul-Raqui after the 2010 Earthquake in Chile,Q30,NA (paper already excluded),NA (paper already excluded),"This paper is a Review, Synthesis, Meta-analysis or a Methods only paper.",ReviewOnly,Q3,22,NA,Excluded by Q3,FALSE,NA,NA,NA,SocialOnly
2020-03-27T16:32:28Z,2020-03-27T16:39:22Z,2020-03-27T16:39:23Z,R_5ywMTaeGxGZlvEt,GV,FALSE,final,Effect of the conversion of conventional pasture to intensive silvopastoral systems on edaphic bacterial and ammonia oxidizer communities in Colombia,Q2,Yes,Yes,Q3: This paper only measures biodiversity/abundance but NOT as an explicit proxy for EF/ES,BiodivOnly,Q3,20,NA,Excluded by Q3,FALSE,NA,NA,NA,BiodivOnly
2020-03-27T16:32:28Z,2020-03-27T16:39:22Z,2020-03-27T16:39:23Z,R_5ywMTaeGxGZlvEt,GV,FALSE,final,Effect of the conversion of conventional pasture to intensive silvopastoral systems on edaphic bacterial and ammonia oxidizer communities in Colombia,Q29,NA (paper already excluded),NA (paper already excluded),Q3b: This paper ONLY focuses on social dimensions of services (no measurement of services or processes),SocialOnly,Q3,21,NA,Excluded by Q3,FALSE,NA,NA,NA,BiodivOnly
2020-03-27T16:32:28Z,2020-03-27T16:39:22Z,2020-03-27T16:39:23Z,R_5ywMTaeGxGZlvEt,GV,FALSE,final,Effect of the conversion of conventional pasture to intensive silvopastoral systems on edaphic bacterial and ammonia oxidizer communities in Colombia,Q30,NA (paper already excluded),NA (paper already excluded),"This paper is a Review, Synthesis, Meta-analysis or a Methods only paper.",ReviewOnly,Q3,22,NA,Excluded by Q3,FALSE,NA,NA,NA,BiodivOnly
2020-04-20T18:47:33Z,2020-04-20T19:14:21Z,2020-04-20T19:14:21Z,R_1msIAH4SYBWz4wk,CK,FALSE,final,Effects of dams on downstream molluscan predator–prey interactions in the Colorado River estuary,Q2,Yes,Yes,Q3: This paper only measures biodiversity/abundance but NOT as an explicit proxy for EF/ES,BiodivOnly,Q3,20,NA,Excluded by Q3,FALSE,NA,NA,NA,BiodivOnly
2020-04-20T18:47:33Z,2020-04-20T19:14:21Z,2020-04-20T19:14:21Z,R_1msIAH4SYBWz4wk,CK,FALSE,final,Effects of dams on downstream molluscan predator–prey interactions in the Colorado River estuary,Q29,NA (paper already excluded),NA (paper already excluded),Q3b: This paper ONLY focuses on social dimensions of services (no measurement of services or processes),SocialOnly,Q3,21,NA,Excluded by Q3,FALSE,NA,NA,NA,BiodivOnly
2020-04-20T18:47:33Z,2020-04-20T19:14:21Z,2020-04-20T19:14:21Z,R_1msIAH4SYBWz4wk,CK,FALSE,final,Effects of dams on downstream molluscan predator–prey interactions in the Colorado River estuary,Q30,NA (paper already excluded),NA (paper already excluded),"This paper is a Review, Synthesis, Meta-analysis or a Methods only paper.",ReviewOnly,Q3,22,NA,Excluded by Q3,FALSE,NA,NA,NA,BiodivOnly
2020-04-16T23:40:02Z,2020-04-16T23:41:21Z,2020-04-16T23:41:21Z,R_1OUN0ujR46tHibl,KCG,FALSE,final,Enhancing bioassessment approaches: development of a river services assessment framework,Q2,No,No,Q3: This paper only measures biodiversity/abundance but NOT as an explicit proxy for EF/ES,BiodivOnly,Q3,20,NA,Excluded by Q3,FALSE,NA,NA,NA,ReviewOnly
2020-04-16T23:40:02Z,2020-04-16T23:41:21Z,2020-04-16T23:41:21Z,R_1OUN0ujR46tHibl,KCG,FALSE,final,Enhancing bioassessment approaches: development of a river services assessment framework,Q29,No,No,Q3b: This paper ONLY focuses on social dimensions of services (no measurement of services or processes),SocialOnly,Q3,21,NA,Excluded by Q3,FALSE,NA,NA,NA,ReviewOnly
2020-04-16T23:40:02Z,2020-04-16T23:41:21Z,2020-04-16T23:41:21Z,R_1OUN0ujR46tHibl,KCG,FALSE,final,Enhancing bioassessment approaches: development of a river services assessment framework,Q30,Yes,Yes,"This paper is a Review, Synthesis, Meta-analysis or a Methods only paper.",ReviewOnly,Q3,22,NA,Excluded by Q3,FALSE,NA,NA,NA,ReviewOnly
2020-02-12T18:41:56Z,2020-02-12T19:11:12Z,2020-02-12T19:11:12Z,R_AFgyKn3Ie5am7v3,AK,TRUE,original,Environmental context and magnitude of disturbance influence trait-mediated community responses to wastewater in streams,Q2,No,No,Q3: This paper only measures biodiversity/abundance but NOT as an explicit proxy for EF/ES,BiodivOnly,Q3,20,NA,Keep paper,TRUE,Inconsistent reviewer answers to Q3,LD,LD: Q1,BiodivOnly
2020-02-12T18:41:56Z,2020-02-12T19:11:12Z,2020-02-12T19:11:12Z,R_AFgyKn3Ie5am7v3,AK,TRUE,original,Environmental context and magnitude of disturbance influence trait-mediated community responses to wastewater in streams,Q29,No answer (question not yet created),No answer (question not yet created),Q3b: This paper ONLY focuses on social dimensions of services (no measurement of services or processes),SocialOnly,Q3,21,NA,Keep paper,TRUE,Inconsistent reviewer answers to Q3,LD,LD: Q1,BiodivOnly
2020-02-12T18:41:56Z,2020-02-12T19:11:12Z,2020-02-12T19:11:12Z,R_AFgyKn3Ie5am7v3,AK,TRUE,original,Environmental context and magnitude of disturbance influence trait-mediated community responses to wastewater in streams,Q30,No answer (question not yet created),No answer (question not yet created),"This paper is a Review, Synthesis, Meta-analysis or a Methods only paper.",ReviewOnly,Q3,22,NA,Keep paper,TRUE,Inconsistent reviewer answers to Q3,LD,LD: Q1,BiodivOnly
2020-03-05T19:52:52Z,2020-03-05T19:58:49Z,2020-03-05T19:58:50Z,R_3GqYGrqNpeFHjdK,GV,TRUE,original,Environmental context and magnitude of disturbance influence trait-mediated community responses to wastewater in streams,Q2,Yes,Yes,Q3: This paper only measures biodiversity/abundance but NOT as an explicit proxy for EF/ES,BiodivOnly,Q3,20,NA,Excluded by Q3,TRUE,Inconsistent reviewer answers to Q3,LD,LD: Q1,BiodivOnly
2020-03-05T19:52:52Z,2020-03-05T19:58:49Z,2020-03-05T19:58:50Z,R_3GqYGrqNpeFHjdK,GV,TRUE,original,Environmental context and magnitude of disturbance influence trait-mediated community responses to wastewater in streams,Q29,NA (paper already excluded),NA (paper already excluded),Q3b: This paper ONLY focuses on social dimensions of services (no measurement of services or processes),SocialOnly,Q3,21,NA,Excluded by Q3,TRUE,Inconsistent reviewer answers to Q3,LD,LD: Q1,BiodivOnly
2020-03-05T19:52:52Z,2020-03-05T19:58:49Z,2020-03-05T19:58:50Z,R_3GqYGrqNpeFHjdK,GV,TRUE,original,Environmental context and magnitude of disturbance influence trait-mediated community responses to wastewater in streams,Q30,NA (paper already excluded),NA (paper already excluded),"This paper is a Review, Synthesis, Meta-analysis or a Methods only paper.",ReviewOnly,Q3,22,NA,Excluded by Q3,TRUE,Inconsistent reviewer answers to Q3,LD,LD: Q1,BiodivOnly
2020-04-10T04:55:34Z,2020-04-10T04:57:40Z,2020-04-10T04:57:41Z,R_2Qm6EuADsR2Cvs2,TK,FALSE,final,Exploring Current and Future Situation of Mediterranean Silvopastoral Systems: Case Study in Southern Spain,Q2,No,No,Q3: This paper only measures biodiversity/abundance but NOT as an explicit proxy for EF/ES,BiodivOnly,Q3,20,NA,Excluded by Q3,FALSE,NA,NA,NA,SocialOnly
2020-04-10T04:55:34Z,2020-04-10T04:57:40Z,2020-04-10T04:57:41Z,R_2Qm6EuADsR2Cvs2,TK,FALSE,final,Exploring Current and Future Situation of Mediterranean Silvopastoral Systems: Case Study in Southern Spain,Q29,Yes,Yes,Q3b: This paper ONLY focuses on social dimensions of services (no measurement of services or processes),SocialOnly,Q3,21,NA,Excluded by Q3,FALSE,NA,NA,NA,SocialOnly
2020-04-10T04:55:34Z,2020-04-10T04:57:40Z,2020-04-10T04:57:41Z,R_2Qm6EuADsR2Cvs2,TK,FALSE,final,Exploring Current and Future Situation of Mediterranean Silvopastoral Systems: Case Study in Southern Spain,Q30,NA (paper already excluded),NA (paper already excluded),"This paper is a Review, Synthesis, Meta-analysis or a Methods only paper.",ReviewOnly,Q3,22,NA,Excluded by Q3,FALSE,NA,NA,NA,SocialOnly
2020-04-15T16:55:18Z,2020-04-15T17:22:18Z,2020-04-15T17:22:18Z,R_38eJeYfyujQFTep,KCG,FALSE,final,Exploring subjective well-being and ecosystem services perception along a rural-urban gradient in the high Andes of Ecuador,Q2,No,No,Q3: This paper only measures biodiversity/abundance but NOT as an explicit proxy for EF/ES,BiodivOnly,Q3,20,NA,Excluded by Q3,FALSE,NA,NA,NA,SocialOnly
